date,hs300_benchmark,single_momentum_nav,thr_3%_def_30%_nav,thr_3%_def_50%_nav,thr_3%_def_70%_nav,thr_5%_def_30%_nav,thr_5%_def_50%_nav,thr_5%_def_70%_nav,thr_8%_def_30%_nav,thr_8%_def_50%_nav,thr_8%_def_70%_nav
2021-04-06,2.227212356315843,2.6454135106934418,2.6613764252855154,2.7135139980735086,2.7641701397396856,2.9288801282948693,3.0533341221467722,3.1777604655352665,2.7901311799041193,2.7785337099780585,2.7596872786599227
2021-04-07,2.212025831384798,2.6463793425702926,2.6623480851706143,2.7145046932170187,2.765179329275918,2.929949452912721,3.0544488845133833,3.1789206555555425,2.796633604264066,2.7893260372413917,2.774694052703483
2021-04-08,2.2167987392202697,2.6792176263832084,2.695384521263972,2.748188328096354,2.7994917735078086,2.92681385262785,3.050019184466781,3.1731024510626527,2.7954577246827355,2.7873713588691134,2.7719718581177895
2021-04-09,2.185991788645864,2.682115122013759,2.698299500919268,2.751160413526883,2.802519342116504,2.92807462992172,3.0510277028867345,3.1738340147513964,2.798562794433832,2.792530194003766,2.7791525001153974
2021-04-12,2.149544128811356,2.7081925826887217,2.7245343178169343,2.777909182401649,2.82976745959477,2.95654348660443,3.08069199816147,3.2046923217007257,2.823935691409193,2.81756642887597,2.8037881808623686
2021-04-13,2.1465068238251472,2.699500095797067,2.715789378851045,2.76899292611006,2.8206847537686808,2.947053867710193,3.070803899736558,3.194406219384282,2.814871703811945,2.8085228847034007,2.794788860738345
2021-04-14,2.1586560437699833,2.7410308665016374,2.757570753910292,2.811592817280984,2.8640799038266604,2.9923931579826575,3.1180470366555815,3.2435509304517325,2.8581774223321283,2.8517309290834527,2.837785612442012
2021-04-15,2.1465068238251477,2.7130217420729736,2.7293926172424277,2.782862658119198,2.83481340727593,2.961815497101228,3.0861853861753095,3.210406822987638,2.82897124007433,2.8225906200829525,2.8087878031534927
2021-04-16,2.153449235222197,2.731372547733132,2.7478541550593034,2.8016858658458847,2.8539880084643388,2.9818491369890605,3.1070602606279007,3.232121927877906,2.8481063250018526,2.8416825466694866,2.8277863678597637
2021-04-19,2.208120724973959,2.741030866501637,2.7575707539102914,2.8115928172809834,2.86407990382666,2.992393157982657,3.118047036655581,3.2435509304517316,2.858177422332128,2.8517309290834523,2.837785612442012
2021-04-20,2.2046495192754345,2.700660059881164,2.7196760183914397,2.772955706684099,2.8247215119136087,2.951271476107631,3.0751986101476287,3.1989778204138113,2.818900142744054,2.812542237668986,2.7987885585712444
2021-04-21,2.2098563278232204,2.724891104464111,2.741333601562366,2.795037571744749,2.847215603366148,2.9747733222913495,3.09968732469157,3.2244522253572865,2.8413478769150253,2.834939341964551,2.8210761382591167
2021-04-22,2.2081207249739583,2.749122149047058,2.765710860751684,2.819892392512083,2.8725344163306006,3.0012264399511754,3.1272512378456585,3.253125608121175,2.8666145112287404,2.860148988497785,2.8461625065055602
2021-04-23,2.2302496613020524,2.8167928481005244,2.8366265238478814,2.892197325653419,2.9461891449544626,3.078180964052488,3.2074371670211885,3.3365390852524874,2.940117447414093,2.9334861420490106,2.9191410323133953
2021-04-26,2.2024800157138555,2.822581486614052,2.807817035715051,2.862823446564751,2.9162669114510185,3.04691818863633,3.1748616332936295,3.3026523601678917,2.9102568795887938,2.903692923418825,2.889493506203962
2021-04-27,2.2081207249739583,2.8470869296706858,2.832194294904369,2.887678267332085,2.941585724415471,3.073371306296156,3.2024255464477176,3.33132574293178,2.9355235139025084,2.9289025699520588,2.9145798744504052
2021-04-28,2.224608952041949,2.922831026391189,2.907542186944078,2.964502258794754,3.0198438735783237,3.1551354881538,3.2876230961967177,3.419952562383799,3.013620383599445,3.0068232956002356,2.9921195581212294
2021-04-29,2.2445683848084665,2.929514329042998,2.9141905303593463,2.971280846276754,3.0267490043868106,3.162349974788298,3.2951405270569234,3.4277725758648594,3.0205112838668216,3.0136986537456627,2.9989612949157136
2021-04-30,2.2250428527542656,2.976297447605662,2.9607289342662257,3.018730958650756,3.07508492004622,3.2128513812297843,3.347762543078365,3.4825126702322833,3.068747585738459,3.0618261607636543,3.0468534524771056
2021-05-06,2.195971505029122,2.8916422806827464,2.8765165843394915,2.93286885054542,2.9876199298053843,3.121467883859476,3.2525417521824234,3.38345916613885,2.981462849018353,2.9747382909215743,2.9601914530803017
2021-05-07,2.1695035615778724,2.784150268598599,2.772359204166952,2.8266709799940832,2.8794395471390875,3.0084409265856733,3.134768668705864,3.260945621602235,2.8735054114961165,2.867024346643212,2.853004243300044
2021-05-10,2.1690696608655564,2.765310153999059,2.7989525778280258,2.8537853299220837,2.9070600703730354,3.037298873123665,3.164838392146687,3.2922256755264767,2.9010690125656233,2.8945257792249213,2.880371190477982
2021-05-11,2.180351079385762,2.7527500775993663,2.785655890997489,2.840228154958083,2.893249808756061,3.022869899854669,3.1498035304262753,3.2765856485643554,2.88728721203087,2.8807750629340667,2.866687716889013
2021-05-12,2.1938020014675446,2.8343905741973705,2.816681493602075,2.871861563207417,2.9254737525290007,3.0565375041489933,3.1848848744405696,3.3130790448093044,2.8870371497049883,2.8813192200759876,2.868018771942655
2021-05-13,2.169937462290188,2.767403500065675,2.8033848067715383,2.8583043882434165,2.9116634909120265,3.042108530879997,3.1698500127201577,3.297439017847183,2.883555995585569,2.875528787559758,2.8599495872949063
2021-05-14,2.22460895204195,2.6977160095080452,2.894245500113541,2.9509450838307525,3.006033611961349,3.0382799302643555,3.1642580048196733,3.28995504717942,2.8809355689520433,2.8711741513562696,2.853886939222889
2021-05-17,2.2510768954932003,2.780341308421002,2.982890078983787,3.0413262502574216,3.098102022741176,3.1293006087479585,3.2587266125814813,3.3878372556922054,2.9672425308423995,2.956892769846665,2.938795320173693
2021-05-18,2.251944696917832,2.7617506161655863,2.962945048737981,3.020990487811421,3.0773866303157145,3.108376607649346,3.236937207296761,3.3651845548740553,2.94740212759011,2.9371215700482844,2.9191451285826355
2021-05-19,2.2458700869454136,2.7886038383122975,2.991754536870811,3.0503643669000886,3.107308863819158,3.138600164791786,3.2684107927080235,3.397905122722494,2.976060487843417,2.965679969757056,2.9475287386586073
2021-05-20,2.251944696917832,2.8092601630405363,3.0139156815883723,3.072959658506756,3.1303259665141145,3.1618490549013543,3.292621243024379,3.423074790298216,2.9981053803459607,2.9876479695330342,2.969362284870893
2021-05-21,2.2280801577404747,2.7803413084210016,2.9828900789837864,3.0413262502574216,3.098102022741175,3.129300608747958,3.258726612581481,3.387837255692205,2.9672425308423995,2.956892769846665,2.9387953201736927
2021-05-24,2.2402293776853113,2.8071945305677124,3.0116995671166165,3.070700129346089,3.1280242562446188,3.159524165890397,3.290200197992743,3.4205578235406437,2.9959008910957063,2.9854511695554367,2.9671789302496645
2021-05-25,2.3113890945050652,2.8877541970078453,3.0981280315151065,3.1588217666120912,3.21779095675495,3.250194837317715,3.38462095422653,3.51871952708596,3.0818759718556272,3.0711263686817514,3.0523297604775794
2021-05-26,2.311822995217381,2.8609009748611345,3.0693185433822765,3.129447887523424,3.187868723251506,3.219971280175276,3.353147368815268,3.4859989592375213,3.0532176116023204,3.04256796897298,3.023946150401608
2021-05-27,2.3200671087513767,2.8836229320621976,3.093695802571594,3.1543027082907575,3.2131875362159583,3.2455450592958015,3.379778864163259,3.5136855935708153,3.0774669933551184,3.0667327687265558,3.047963051235122
2021-05-28,2.313558598066643,2.8980823593719656,3.1092086038738875,3.170119412415425,3.2292995081024287,3.2618192823725,3.3967261793847086,3.5313043608738215,3.0928984181068997,3.082110368569741,3.063246533583723
2021-05-31,2.3161620023405365,2.9807076582849223,3.197853182744134,3.260500578842094,3.3213679188822556,3.354814842810775,3.4935679806501314,3.63198303117671,3.181077988117075,3.169982367673654,3.1505807184328667
2021-06-01,2.319633208039061,2.972445128393627,3.188988724857109,3.2514624621994273,3.312161077804273,3.3455152867669478,3.4838838005235893,3.6219151641464213,3.1722600311160574,3.1611951677632626,3.1418472999479525
2021-06-02,2.3009754774094913,2.908410521736085,3.1202891762326677,3.181417058218758,3.2408080594499067,3.273443727427284,3.408831404542886,3.543889194661682,3.103920864358171,3.09309436845773,3.0741633066898655
2021-06-03,2.2831855482045524,2.8732947696980786,3.0826152302128134,3.1430050624874237,3.201678984868481,3.2339206142410175,3.3676736390050817,3.5011007597829544,3.066444547103847,3.0557487688385674,3.0370462781289795
2021-06-04,2.297504271710966,2.912541786681733,3.1247214051761802,3.1859361165400917,3.2454114799888987,3.278093505449198,3.4136734946061575,3.5489231281768268,3.10832984285868,3.097487968412926,3.078530015932323
2021-06-07,2.2949008674370726,2.891885461953494,3.1025602604586187,3.1633408249334245,3.222394377293942,3.2548446153396293,3.3894630442898017,3.5237534606011045,3.086284950356136,3.075519968636948,3.0566964697200367
2021-06-08,2.276677037519819,2.867097872279607,3.075966886797545,3.1362264750054236,3.194773854059994,3.2269459472081468,3.360410503910175,3.493549859510238,3.087328580562075,3.078277951812515,3.0611446481703615
2021-06-09,2.2801482432183438,2.866294341247679,3.0781830012693017,3.138486004166091,3.19707556432949,3.2292708362191043,3.362831548941811,3.4960668262678105,3.088545661474255,3.080300473462852,3.0639604185431857
2021-06-10,2.2949008674370734,2.863428046906431,3.166827580139548,3.22886717059276,3.289143975109317,3.2271718101755615,3.3603094252801045,3.493095169465483,3.088545661474255,3.080300473462852,3.0639604185431857
2021-06-11,2.2736397325336104,2.8834660318392964,3.1889887248571096,3.2514624621994277,3.312161077804274,3.2476428969139155,3.381286668321089,3.5145495937748765,3.108137393755768,3.09952971800354,3.0827791176331028
2021-06-15,2.248039590506991,2.849401457453425,3.151314778837255,3.213050466468093,3.273032003222847,3.2092760246084695,3.341340960634182,3.47302954992903,3.071418605921266,3.0629126191807043,3.0463599063754496
2021-06-16,2.2172326399325857,2.7191545553898018,3.0072673381731048,3.0661810710247557,3.1234208357056286,3.0625791599111767,3.18860737241954,3.314276441106676,2.9310232406717005,2.9229060648580982,2.907109980978541
2021-06-17,2.222005547768057,2.7852799056682565,3.0803991157410575,3.1407455333267573,3.1993772745989855,3.137056029680571,3.266149040282358,3.3948741732780245,2.928533032008227,2.919741610380923,2.9032852442482064
2021-06-18,2.224175051329634,2.841386263480279,3.1424503209502297,3.2040123498254256,3.2638251621448644,3.2002485252424817,3.331941970590204,3.463260127847654,2.9855831730158733,2.9763226318830998,2.95925118463242
2021-06-21,2.2211377463434254,2.863428046906431,3.1668275801395476,3.22886717059276,3.289143975109317,3.225074148498947,3.3577891932111434,3.490126038571437,3.008743550239551,2.999411171340585,2.982207293963137
2021-06-22,2.232419164863631,2.877454636359437,3.1823403814418407,3.244683874717427,3.3052559469957865,3.2408722723894248,3.374237425788105,3.5072225272138446,3.023481972109164,3.0141038782680756,2.9968157271735936
2021-06-23,2.245870086945414,2.9135230092385944,3.2222304419334518,3.2853553996094282,3.3466867318467086,3.2814960195363674,3.4165328809860065,3.551184926580035,3.0324014254568246,3.0299264155716723,3.0194370677387505
2021-06-24,2.251510796205517,2.8705735923334914,3.1779081524983286,3.2401648163960934,3.300652526456795,3.236358522706431,3.3695379307661164,3.502337816173157,2.9887463154995992,2.9860081114648076,2.9753730146461494
2021-06-25,2.286656753903078,2.8776019292157353,3.1825032809706717,3.2448499655220053,3.305425138399563,3.24103816808344,3.374410148256773,3.507402057002839,2.993067923498297,2.9903257601296542,2.9796752853850608
2021-06-28,2.290561860313918,2.8847547680656067,3.1936076190061584,3.2561718425824444,3.316958373355597,3.252346745083033,3.386184084573091,3.5196400264969165,3.003511286804292,3.000759555524384,2.9900719193187135
2021-06-29,2.267131221848877,2.8847547680656067,3.190414011387152,3.252915670739862,3.3136414149822415,3.2490943983379497,3.3827979004885176,3.5161203864704196,3.000507775517488,2.9977587959688594,2.987081847399395
2021-06-30,2.2805821439306606,2.955770021837016,3.2689538107360048,3.3329941004254082,3.3952147565353648,3.329078758110741,3.4660736971073307,3.602678240295707,3.074372571055843,3.0715559186906485,3.0606161310679103
2021-07-01,2.279714342506029,2.930818716457872,3.2413587460999214,3.3048584359412976,3.3665538527464296,3.3009761452175983,3.4368146334304503,3.5722660213841197,3.048420075326151,3.0456271998965065,3.034779761130324
2021-07-02,2.218534342069533,2.8300998932981845,3.133101184835288,3.1944800598882486,3.254114922497531,3.190727433098347,3.322029075928844,3.452956547192509,2.946606438232743,2.943906841550258,2.933421694452101
2021-07-05,2.221571647055742,2.8602383669128337,3.163299932016363,3.2252704142408235,3.285480074162058,3.22148161733671,3.3540488257785226,3.486238256158888,2.941145696516597,2.9357958366804615,2.9226942399909146
2021-07-06,2.2246089520419505,2.8631549933916713,3.1665255947614517,3.2285592691839655,3.2888303257672544,3.224766608788787,3.357468997932614,3.489793223789234,2.9422311312344736,2.9365854180726347,2.9231877302573035
2021-07-07,2.2476056897946757,2.887460214048647,3.193406117637186,3.2559663937101457,3.316749089143887,3.252141537556095,3.3859704325500393,3.5194179540421144,2.967207626406244,2.9615139869866645,2.9480025666771454
2021-07-08,2.2285140584527903,2.8855157963960893,3.1912556758071275,3.253773823748052,3.314515588073757,3.249951543254711,3.3836903177806454,3.5170479756218844,2.9652095067925024,2.959519701473542,2.9460173797635583
2021-07-09,2.2181004413572163,2.882599169917252,3.1880300130620394,3.2504849688049102,3.311165336468561,3.2466665518026336,3.3802701456265543,3.5134930079915385,2.9622123273718897,2.9565282732038587,2.943039599393177
2021-07-12,2.2476056897946757,2.9117654347056225,3.2202866405129202,3.283373518236326,3.3446678525205193,3.279516466323402,3.414471867167464,3.5490426842949945,2.9921841215780134,2.9864425559006937,2.972817403096987
2021-07-13,2.2545481011917246,2.9098249058883696,3.2213618614279493,3.2844698032173727,3.3457846030555842,3.280611463474094,3.4156119245521603,3.5502276735051095,2.9931831813848837,2.9874396986572544,2.9738099965537805
2021-07-14,2.229815760589737,2.889280570866051,3.1954193535490423,3.2580190698277907,3.3188400848177544,3.2541918023494407,3.3881050678016105,3.5216367193205977,2.9690782588066833,2.9633810299158854,2.949861091530186
2021-07-15,2.259321009027196,2.9378399081915307,3.2491238804994462,3.3127756928501064,3.3746189097726744,3.308884101548591,3.4450480101176035,3.580823891073885,3.0189787337446106,3.0131857531077486,2.9994385888668273
2021-07-16,2.2371920726991013,2.8378805123070303,3.141714826598638,3.203262446805475,3.263061259862834,3.19949950315029,3.3311621254856165,3.4624495475673105,2.9191777838687556,2.9135763067240212,2.9002835941935436
2021-07-19,2.246737888370044,2.818737979340373,3.117402298201908,3.178473624936352,3.237809677870405,3.174739801261662,3.3053835369630984,3.4356549759420387,2.8965873844586825,2.8910292550013295,2.8778394096846838
2021-07-20,2.241097179109942,2.8140069023176637,3.115285216844895,3.1763150689941204,3.2356108257971488,3.1725837810231146,3.3031387943233956,3.4333217637342686,2.8918137525229732,2.8840526258978616,2.8686929290348857
2021-07-21,2.2580193068902488,2.903776653758787,3.2114513942906635,3.274365185528206,3.335491351386453,3.270518715904111,3.405103850269257,3.5393054560698545,2.9821259808791503,2.9738248662038242,2.9576910455544603
2021-07-22,2.260188810451827,2.898280546527698,3.2053729373929527,3.268167648899446,3.3291781185447125,3.264328459659498,3.3986588587545525,3.532606455206631,2.9764815783916823,2.9681961756053314,2.952092892155935
2021-07-23,2.2376259734114172,2.830495224010931,3.130405302321183,3.1917313638114058,3.251314913496574,3.1879819659759314,3.319170630073188,3.449985444560205,2.906867281046238,2.898775658223917,2.883049000240783
2021-07-26,2.161693348756192,2.7288337285574746,3.0209930781623844,3.0801757044937257,3.1376767223452378,3.0765573535728894,3.2031607828084945,3.329403429022179,2.8052680362718068,2.7974592274510424,2.782282239067319
2021-07-27,2.0866285255255974,2.721676131892406,3.0100560927299025,3.0690244585497846,3.1263173038638814,3.0654192072456263,3.1915642905580777,3.317349897001437,2.795112046220491,2.787331507847923,2.7722094651382103
2021-07-28,2.090967532648753,2.6957298439815314,2.981360620445495,3.0397668289317883,3.096513489987467,3.0361959472159996,3.161138463987997,3.2857249308564525,2.801533232241517,2.7989314347129155,2.788913791023684
2021-07-29,2.128716894620208,2.6983969434388535,2.9872976147112356,3.0458201316113747,3.102679796306726,3.042242138946268,3.167433462588704,3.2922680273002434,2.8038059741822217,2.802715820103279,2.7941929680212954
2021-07-30,2.1139642704014783,2.6712239812224343,2.957215411493832,3.015148604371646,3.071435690031077,3.011606642231899,3.1355372843739975,3.259114760161516,2.8065281159047286,2.80725095897076,2.800522855003868
2021-08-02,2.166466256591663,2.661036246740274,2.9862456674967164,3.0447475762732,3.101587218401801,2.9999405524373044,3.1163405473708745,3.2318343926279507,2.7974747994018103,2.7921582118795194,2.7794436507188927
2021-08-03,2.1673340580162948,2.652886059154546,2.9704133229607925,3.02860506891784,3.0851433611584285,3.0001851128084267,3.116763963206115,3.2324491437352445,2.797702854412631,2.7925375812017856,2.77997234923941
2021-08-04,2.1864256893581793,2.625807060900964,2.9911647134405586,3.0497629885609787,3.1066962588910725,3.002141223721423,3.120150829778466,3.237366751777874,2.7995269475532423,2.79557212353398,2.784201592693836
2021-08-05,2.173408667988713,2.6197348278562633,2.984247583280636,3.042710348679932,3.099511959646857,3.0011646529790905,3.1184592326899447,3.2349095474121983,2.798616285493859,2.794056497552124,2.7820883467031767
2021-08-06,2.1664662565916637,2.6370467642667026,3.006975296663237,3.065883308289084,3.1231175143064194,2.995789432705098,3.109150399159527,3.221390522437938,2.7936038384153625,2.7857160303952515,2.7704617088363577
2021-08-09,2.1903307957690203,2.595318476533045,2.95939330756565,3.0173691664165636,3.0736977057429398,2.949417414799518,3.0607173580786835,3.170891692860731,2.7718681820149156,2.7495922216472928,2.7201653114468907
2021-08-10,2.215063136371009,2.6012856519734746,2.9534910431239174,3.008345811874617,3.0614448853662193,2.9435350464483103,3.051564372033084,3.1582514236911035,2.768139211366465,2.7434272166660207,2.711626675940107
2021-08-11,2.2033478171384884,2.5765461639871763,2.926426826658012,2.9804806637983425,3.03278436458995,2.965209608202243,3.089006624316799,3.2124919272354644,2.7885222553368902,2.7770886707417817,2.7581967479818754
2021-08-12,2.18946299434439,2.570568270459036,2.9351592843087593,2.9962952748356484,3.0559173408923646,2.975992188595706,3.1077278765853857,3.2397494344968565,2.798662336265388,2.79391951117052,2.7815996294799037
2021-08-13,2.1777476751118696,2.5645805395775474,2.933987564035582,2.9943017317386187,3.0530708443672485,2.9748041677619352,3.1056601933674313,3.2367317038193475,2.797545105791829,2.792060615953507,2.77900865178112
2021-08-16,2.176445972974923,2.5662423133089005,2.941610849511757,3.0072683948007786,3.0715804677408274,2.9825335057061535,3.1191090882754184,3.2563547940956674,2.80481387721927,2.8041514847101348,2.7958567388771947
2021-08-17,2.1278490931955787,2.5681805627902516,2.9282045649267965,2.984425867363388,3.0389170294775334,2.9689407176022087,3.0954170443420184,3.2217264505124836,2.792031039866025,2.782851787171055,2.766125369329029
2021-08-18,2.1508458309483034,2.5404403362131545,2.9317396207395854,2.9904307483842403,3.0474773591380333,2.9725249518689316,3.101645247650554,3.230801736288575,2.795401701081155,2.7884510865416208,2.773917271777843
2021-08-19,2.1360932067295737,2.4927914059189296,2.9223392532181762,2.9744498225411715,3.024677261327515,2.9629938097386908,3.0850699891460756,3.2066300733317066,2.786438489213961,2.7735495443289735,2.75316384930362
2021-08-20,2.097042142621172,2.5120181672657216,2.9219009023301936,2.9737062100855365,3.0236186242860503,2.96254936066723,3.084298721648789,3.2055077528060405,2.7860205234405786,2.772856156942891,2.752200241956364
2021-08-23,2.1282829939078933,2.5479638515227685,2.9291403154475795,2.9859845207924254,3.0410949259991433,2.9698894859553304,3.097033664290004,3.2240353608124654,2.792923274148728,2.7843051660363196,2.768107764623722
2021-08-24,2.150845830948303,2.5931049433804554,2.97909686118778,3.0366066569916272,3.09234186530773,2.9728653271236225,3.1022057311976368,3.2315731856373455,2.7957217944635064,2.788954974262834,2.774579626464861
2021-08-25,2.1569204409207217,2.5931049433804554,2.97909686118778,3.0366066569916272,3.09234186530773,2.970932964660992,3.0998790768992386,3.228826348429554,2.801305792721423,2.7982391119934027,2.787510423658772
2021-08-26,2.120038880373898,2.586417374216354,2.971413826084781,3.028775305200546,3.0843667734565177,2.980194523969368,3.117016313485823,3.2544594178272006,2.8118662709082693,2.815820640805531,2.812030191274289
2021-08-27,2.125679589634,2.593940889525969,2.9800572405756554,3.037585575965513,3.0933387517891324,2.9848662854700385,3.1251600530377126,3.266363384345706,2.8162741605556763,2.8231774550205677,2.8223158666963237
2021-08-30,2.11786937681232,2.6005331608294813,2.990621413842278,3.048353684678249,3.104304503084549,2.990102892988407,3.134297947929636,3.2797344625272387,2.8212149924163,2.8314323598598095,2.8338692065015136
2021-08-31,2.1170015753876883,2.687889571916777,3.0187959654496392,3.097228758500518,3.1745990721192996,3.020235712840228,3.186941195117085,3.356854833609921,2.8496458411770846,2.8789887173251554,2.900505407481265
2021-09-01,2.1473746252497787,2.667730400127401,3.0006090806512726,3.0782612943097383,3.154842038653194,3.0134401824863377,3.1749901656353963,3.339231345733469,2.843234138034436,2.868192509635186,2.8852777540919883
2021-09-02,2.1456390224005166,2.718128329600841,2.9977459040475978,3.0753240220823437,3.151831693196464,3.030518873696903,3.204980626897695,3.3833899466531183,2.859348185416244,2.895285008151891,2.923433190386656
2021-09-03,2.133923703167996,2.711408605671049,3.002517865053722,3.080219475794668,3.156848935624347,3.028271270082295,3.2010189697569067,3.3775348837046457,2.857227531632252,2.8917061638896513,2.9183740971029213
2021-09-06,2.1703713630025043,2.731567777460424,3.0063354338586223,3.0841358387645283,3.160862729566654,3.0301507041747415,3.2026851072530858,3.3789547151997823,2.8636005298440708,2.902456000930133,2.9335626611770627
2021-09-07,2.1977071078783856,2.7870054998812077,3.0154295379832843,3.093465287546738,3.1704242756478735,3.03931684901235,3.2123731651842933,3.3891759851440693,2.8810357360220884,2.931908967729239,2.9752387358838215
2021-09-08,2.1885951929197582,2.8424432223019904,3.039630417100325,3.1182924567886863,3.1958690932694456,3.0637094400959164,3.238154651261214,3.4163764344630425,2.898228173506488,2.961069002670488,3.0166661106872668
2021-09-09,2.187727391495127,2.9297996333892855,3.0202697138066927,3.0984307213951277,3.175513239172188,3.0441953672290634,3.2175294623996775,3.394616075007864,2.9249494261700226,3.006570062995212,3.0815636558580803
2021-09-10,2.2089885263985907,2.904600668652566,3.0565710324822537,3.1356714752580492,3.2136804656045452,3.080784253854412,3.2562016915150576,3.435416748986323,2.917402251618552,2.9936404325637533,3.063010663663981
2021-09-13,2.19727320716607,2.9785176318802775,3.071091559952478,3.1505677768032183,3.2289473561774886,3.095419808504552,3.27167058316121,3.4517370185777074,2.9293563246688,3.005606105812914,3.0749458556906024
2021-09-14,2.168635760153242,2.9197200474945975,3.083191999510999,3.1629813614241926,3.241669764988275,3.1076161040463353,3.2845613261996705,3.4653372432371943,2.9408983117636343,3.0174485254575676,3.0870614815995494
2021-09-15,2.1456390224005166,2.9046006686525665,3.0807719115992946,3.1604986444999974,3.2391252832261173,3.1051768449379784,3.2819831775919783,3.462617198305297,2.9385899143446674,3.0150800415286367,3.0846383564177597
2021-09-16,2.1213405825108445,2.889481289810534,3.061411208305662,3.140636909106439,3.2187694291288595,3.0856627720711254,3.261357988730442,3.4408568388501184,2.9201227349929337,2.996132170097192,3.0652533549634455
2021-09-17,2.138262710291152,2.830683705424855,3.0807719115992946,3.160498644499997,3.2391252832261173,3.1051768449379784,3.281983177591978,3.462617198305297,2.9385899143446674,3.0150800415286367,3.0846383564177597
2021-09-22,2.1239439867847376,2.9163601855297023,3.022689801718397,3.100913438319322,3.178057720934345,3.04663462633742,3.220107611007369,3.397336119939762,2.883188376289466,2.9582364272343034,3.0264833520548176
2021-09-23,2.1365271074418897,2.914680254547255,3.0493107687471417,3.1282233244854645,3.2060470203180738,3.0734664765293425,3.248467245691981,3.427256614190632,2.880816380866103,2.9551663623130966,3.0226915223179884
2021-09-24,2.1395644124280984,2.808844602653031,3.0372103291886208,3.11580973986449,3.1933246115072875,3.061270180987559,3.2355765026535206,3.413656389531145,2.8675194698605297,2.9412319320352447,3.008137622482256
2021-09-27,2.1534492352221966,2.750047018267352,3.0251098896301007,3.1033961552435163,3.1806022026965017,3.049073885445776,3.222685759615061,3.4000561648716587,2.85609508950252,2.9295138765291284,2.9961530104404943
2021-09-28,2.1495441288113564,2.822284050512615,3.0033290984247643,3.0810517029257634,3.1577018668370873,3.027120553470567,3.1994824221458327,3.3755757604845833,2.835531204858102,2.908421376618119,2.9745807087653233
2021-09-29,2.1352254053049426,2.7483670872849033,2.969447867660907,3.0462936659870357,3.122079122166886,2.9929709259535744,3.163388341638144,3.3374951314380206,2.8035429398556735,2.8756108212009925,2.9410237950483897
2021-09-30,2.1413000152773605,2.785325568898759,2.950087164367274,3.026431930593477,3.1017232680696285,2.9734568530867214,3.1427631527766073,3.315734771982842,2.813023421910437,2.892774403576496,2.9661848468533245
2021-10-08,2.172106965851766,2.7584466731795914,2.814562241311845,2.887399782838567,2.959232289388825,2.962921382543895,3.125253336960097,3.290537227552604,2.804879566406716,2.878816505368648,2.9461478925199365
2021-10-11,2.1716730651394505,2.785325568898759,2.820955137197321,2.899291403442371,2.9768845605480574,2.971582784880199,3.14047990620229,3.312981817655277,2.8130789707421315,2.892842407952661,2.966243420166845
2021-10-12,2.149110228099041,2.7668463280918316,2.8153404496504266,2.889673729908636,2.9630594633730154,2.9656682956219935,3.1300621501805095,3.2975958345455396,2.807479959521716,2.8832461273472694,2.9524677420394116
2021-10-13,2.173408667988713,2.7181283296008405,2.8004688880766815,2.8642333722379165,2.9265384511650785,2.9500026525303658,3.1025054402973176,3.2569515143019,2.792649919662676,2.857862357555809,2.9160772774593267
2021-10-14,2.1616933487561925,2.693592937602187,2.793718684947201,2.8527268722876404,2.910078933300058,2.94289201572884,3.0900417287015616,3.2386336782202263,2.785918563243217,2.8463814519166784,2.8996765956145305
2021-10-15,2.1721069658517664,2.7038623282599183,2.798418398622813,2.8607251719295683,2.9215016730382453,2.9478426751945523,3.09870539709979,3.2513460720973524,2.7906051552187665,2.8543619606603703,2.9110585037468493
2021-10-18,2.146940724537463,2.7113212588206355,2.8043141837027807,2.8664653649555887,2.9270708611585525,2.9648283857765283,3.128463720306139,3.2950599567098138,2.806684850351068,2.8817737390929823,2.9501972704948707
2021-10-19,2.167334058016295,2.7262391199420697,2.8197436977809254,2.8822368387655235,2.9431757902433318,2.9792033174623667,3.1433174681005913,3.3103733739350374,2.806684850351068,2.8817737390929823,2.9501972704948707
2021-10-20,2.161259448043877,2.713185991460815,2.806242872962549,2.868436799181831,2.9290839772941504,2.964939006092848,3.128267384463995,3.294523433020164,2.790305412926527,2.853744328864722,2.910024371492387
2021-10-21,2.1708052637148194,2.7094565261804564,2.8179801708035805,2.889386346430908,2.959615964194681,2.97734006108716,3.1511145970632994,3.328864662933751,2.803798520316996,2.8767441281674135,2.9428591164156117
2021-10-22,2.185123987221233,2.7262391199420692,2.8179801708035805,2.889386346430908,2.959615964194681,2.97734006108716,3.1511145970632994,3.328864662933751,2.803798520316996,2.8767441281674135,2.9428591164156117
2021-10-25,2.192500299330598,2.7691279706661924,2.8150306926867152,2.884346705141604,2.9523900065555604,2.9742237867259607,3.1456184517484633,3.3207371777019734,2.8008638856217436,2.871726537319799,2.935674070933231
2021-10-26,2.185123987221233,2.765398505385834,2.809412099944905,2.878301716567141,2.945907572053288,2.9779353804697952,3.1521609194101696,3.330406545523901,2.8043591400547156,2.877699346257652,2.9442222067470962
2021-10-27,2.1564865402084052,2.752345376904579,2.79615122017443,2.864715666657519,2.9320024115648367,2.9712738845897055,3.140408869586354,3.3130233133475957,2.798085925739763,2.866970558305573,2.928854684044108
2021-10-28,2.1473746252497783,2.733698050502787,2.7772071062166086,2.845307023929487,2.912137896581335,2.9799545678919297,3.1557002316391536,3.335607918572141,2.8062606342039444,2.8809304872900885,2.9488204435764063
