date,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__stressbond_511260_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511090_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511090_vr90_vb-1_cap30_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511990_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511990_vr90_vb-1_cap30_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511880_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511880_vr90_vb-1_cap30_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_159001_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_159001_vr90_vb-1_cap30_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511850_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511850_vr90_vb-1_cap30_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511810_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511810_vr90_vb-1_cap30_nav
2014-01-30,1.090336743454489,1.090336743454489,1.090336743454489,1.090336743454489,1.090336743454489,1.090336743454489,1.090336743454489,1.090336743454489,1.090336743454489,1.090336743454489,1.090336743454489,1.090336743454489,1.090336743454489
2014-02-07,1.0987546216038737,1.0987546216038737,1.0987546216038737,1.0987546216038737,1.0987546216038737,1.0987546216038737,1.0987546216038737,1.0987546216038737,1.0987546216038737,1.0987546216038737,1.0987546216038737,1.0987546216038737,1.0987546216038737
2014-02-10,1.1080585921900357,1.1080585921900357,1.1080585921900357,1.1080585921900357,1.1080585921900357,1.1080585921900357,1.1080585921900357,1.1080585921900357,1.1080585921900357,1.1080585921900357,1.1080585921900357,1.1080585921900357,1.1080585921900357
2014-02-11,1.114261239247477,1.114261239247477,1.114261239247477,1.114261239247477,1.114261239247477,1.114261239247477,1.114261239247477,1.114261239247477,1.114261239247477,1.114261239247477,1.114261239247477,1.114261239247477,1.114261239247477
2014-02-12,1.116919516557809,1.116919516557809,1.116919516557809,1.116919516557809,1.116919516557809,1.116919516557809,1.116919516557809,1.116919516557809,1.116919516557809,1.116919516557809,1.116919516557809,1.116919516557809,1.116919516557809
2014-02-13,1.1151473316842544,1.1151473316842544,1.1151473316842544,1.1151473316842544,1.1151473316842544,1.1151473316842544,1.1151473316842544,1.1151473316842544,1.1151473316842544,1.1151473316842544,1.1151473316842544,1.1151473316842544,1.1151473316842544
2014-02-14,1.1306539493278573,1.1306539493278573,1.1306539493278573,1.1306539493278573,1.1306539493278573,1.1306539493278573,1.1306539493278573,1.1306539493278573,1.1306539493278573,1.1306539493278573,1.1306539493278573,1.1306539493278573,1.1306539493278573
2014-02-17,1.1501479829369583,1.1501479829369583,1.1501479829369583,1.1501479829369583,1.1501479829369583,1.1501479829369583,1.1501479829369583,1.1501479829369583,1.1501479829369583,1.1501479829369583,1.1501479829369583,1.1501479829369583,1.1501479829369583
2014-02-18,1.1408185283323147,1.1408185283323147,1.1408185283323147,1.1408185283323147,1.1408185283323147,1.1408185283323147,1.1408185283323147,1.1408185283323147,1.1408185283323147,1.1408185283323147,1.1408185283323147,1.1408185283323147,1.1408185283323147
2014-02-19,1.1425941213725208,1.1425941213725208,1.1425941213725208,1.1425941213725208,1.1425941213725208,1.1425941213725208,1.1425941213725208,1.1425941213725208,1.1425941213725208,1.1425941213725208,1.1425941213725208,1.1425941213725208,1.1425941213725208
2014-02-20,1.1393992950914014,1.1393992950914014,1.1393992950914014,1.1393992950914014,1.1393992950914014,1.1393992950914014,1.1393992950914014,1.1393992950914014,1.1393992950914014,1.1393992950914014,1.1393992950914014,1.1393992950914014,1.1393992950914014
2014-02-21,1.1450829704527303,1.1450829704527303,1.1450829704527303,1.1450829704527303,1.1450829704527303,1.1450829704527303,1.1450829704527303,1.1450829704527303,1.1450829704527303,1.1450829704527303,1.1450829704527303,1.1450829704527303,1.1450829704527303
2014-02-24,1.1511143912111181,1.1511143912111181,1.1511143912111181,1.1511143912111181,1.1511143912111181,1.1511143912111181,1.1511143912111181,1.1511143912111181,1.1511143912111181,1.1511143912111181,1.1511143912111181,1.1511143912111181,1.1511143912111181
2014-02-25,1.1557206204025745,1.1557206204025745,1.1557206204025745,1.1557206204025745,1.1557206204025745,1.1557206204025745,1.1557206204025745,1.1557206204025745,1.1557206204025745,1.1557206204025745,1.1557206204025745,1.1557206204025745,1.1557206204025745
2014-02-26,1.1728594881894165,1.1728594881894165,1.1728594881894165,1.1728594881894165,1.1728594881894165,1.1728594881894165,1.1728594881894165,1.1728594881894165,1.1728594881894165,1.1728594881894165,1.1728594881894165,1.1728594881894165,1.1728594881894165
2014-02-27,1.151180832994667,1.151180832994667,1.151180832994667,1.151180832994667,1.151180832994667,1.151180832994667,1.151180832994667,1.151180832994667,1.151180832994667,1.151180832994667,1.151180832994667,1.151180832994667,1.151180832994667
2014-02-28,1.159586842151815,1.159586842151815,1.159586842151815,1.159586842151815,1.159586842151815,1.159586842151815,1.159586842151815,1.159586842151815,1.159586842151815,1.159586842151815,1.159586842151815,1.159586842151815,1.159586842151815
2014-03-03,1.1728594881894165,1.1728594881894165,1.1728594881894165,1.1728594881894165,1.1728594881894165,1.1728594881894165,1.1728594881894165,1.1728594881894165,1.1728594881894165,1.1728594881894165,1.1728594881894165,1.1728594881894165,1.1728594881894165
2014-03-04,1.1699109875690246,1.1699109875690246,1.1699109875690246,1.1699109875690246,1.1699109875690246,1.1699109875690246,1.1699109875690246,1.1699109875690246,1.1699109875690246,1.1699109875690246,1.1699109875690246,1.1699109875690246,1.1699109875690246
2014-03-05,1.1613845806802812,1.1613845806802812,1.1613845806802812,1.1613845806802812,1.1613845806802812,1.1613845806802812,1.1613845806802812,1.1613845806802812,1.1613845806802812,1.1613845806802812,1.1613845806802812,1.1613845806802812,1.1613845806802812
2014-03-06,1.1609419798492293,1.1609419798492293,1.1609419798492293,1.1609419798492293,1.1609419798492293,1.1609419798492293,1.1609419798492293,1.1609419798492293,1.1609419798492293,1.1609419798492293,1.1609419798492293,1.1609419798492293,1.1609419798492293
2014-03-07,1.1724496014565795,1.1724496014565795,1.1724496014565795,1.1724496014565795,1.1724496014565795,1.1724496014565795,1.1724496014565795,1.1724496014565795,1.1724496014565795,1.1724496014565795,1.1724496014565795,1.1724496014565795,1.1724496014565795
2014-03-10,1.1551881690455539,1.1551881690455539,1.1551881690455539,1.1551881690455539,1.1551881690455539,1.1551881690455539,1.1551881690455539,1.1551881690455539,1.1551881690455539,1.1551881690455539,1.1551881690455539,1.1551881690455539,1.1551881690455539
2014-03-11,1.168908794808164,1.168908794808164,1.168908794808164,1.168908794808164,1.168908794808164,1.168908794808164,1.168908794808164,1.168908794808164,1.168908794808164,1.168908794808164,1.168908794808164,1.168908794808164,1.168908794808164
2014-03-12,1.1808590172465665,1.1808590172465665,1.1808590172465665,1.1808590172465665,1.1808590172465665,1.1808590172465665,1.1808590172465665,1.1808590172465665,1.1808590172465665,1.1808590172465665,1.1808590172465665,1.1808590172465665,1.1808590172465665
2014-03-13,1.192366638853917,1.192366638853917,1.192366638853917,1.192366638853917,1.192366638853917,1.192366638853917,1.192366638853917,1.192366638853917,1.192366638853917,1.192366638853917,1.192366638853917,1.192366638853917,1.192366638853917
2014-03-14,1.1914814371918132,1.1914814371918132,1.1914814371918132,1.1914814371918132,1.1914814371918132,1.1914814371918132,1.1914814371918132,1.1914814371918132,1.1914814371918132,1.1914814371918132,1.1914814371918132,1.1914814371918132,1.1914814371918132
2014-03-17,1.2047594621233713,1.2047594621233713,1.2047594621233713,1.2047594621233713,1.2047594621233713,1.2047594621233713,1.2047594621233713,1.2047594621233713,1.2047594621233713,1.2047594621233713,1.2047594621233713,1.2047594621233713,1.2047594621233713
2014-03-18,1.1888258322055014,1.1888258322055014,1.1888258322055014,1.1888258322055014,1.1888258322055014,1.1888258322055014,1.1888258322055014,1.1888258322055014,1.1888258322055014,1.1888258322055014,1.1888258322055014,1.1888258322055014,1.1888258322055014
2014-03-19,1.1861702272191899,1.1861702272191899,1.1861702272191899,1.1861702272191899,1.1861702272191899,1.1861702272191899,1.1861702272191899,1.1861702272191899,1.1861702272191899,1.1861702272191899,1.1861702272191899,1.1861702272191899,1.1861702272191899
2014-03-20,1.1715643997944758,1.1715643997944758,1.1715643997944758,1.1715643997944758,1.1715643997944758,1.1715643997944758,1.1715643997944758,1.1715643997944758,1.1715643997944758,1.1715643997944758,1.1715643997944758,1.1715643997944758,1.1715643997944758
2014-03-21,1.1715643997944758,1.1715643997944758,1.1715643997944758,1.1715643997944758,1.1715643997944758,1.1715643997944758,1.1715643997944758,1.1715643997944758,1.1715643997944758,1.1715643997944758,1.1715643997944758,1.1715643997944758,1.1715643997944758
2014-03-24,1.1684661939771124,1.1684661939771124,1.1684661939771124,1.1684661939771124,1.1684661939771124,1.1684661939771124,1.1684661939771124,1.1684661939771124,1.1684661939771124,1.1684661939771124,1.1684661939771124,1.1684661939771124,1.1684661939771124
2014-03-25,1.1543029673834504,1.1543029673834504,1.1543029673834504,1.1543029673834504,1.1543029673834504,1.1543029673834504,1.1543029673834504,1.1543029673834504,1.1543029673834504,1.1543029673834504,1.1543029673834504,1.1543029673834504,1.1543029673834504
2014-03-26,1.1569585723697617,1.1569585723697617,1.1569585723697617,1.1569585723697617,1.1569585723697617,1.1569585723697617,1.1569585723697617,1.1569585723697617,1.1569585723697617,1.1569585723697617,1.1569585723697617,1.1569585723697617,1.1569585723697617
2014-03-27,1.141910144113996,1.141910144113996,1.141910144113996,1.141910144113996,1.141910144113996,1.141910144113996,1.141910144113996,1.141910144113996,1.141910144113996,1.141910144113996,1.141910144113996,1.141910144113996,1.141910144113996
2014-03-28,1.1454509507624115,1.1454509507624115,1.1454509507624115,1.1454509507624115,1.1454509507624115,1.1454509507624115,1.1454509507624115,1.1454509507624115,1.1454509507624115,1.1454509507624115,1.1454509507624115,1.1454509507624115,1.1454509507624115
2014-03-31,1.1388119382966324,1.1388119382966324,1.1388119382966324,1.1388119382966324,1.1388119382966324,1.1388119382966324,1.1388119382966324,1.1388119382966324,1.1388119382966324,1.1388119382966324,1.1388119382966324,1.1388119382966324,1.1388119382966324
2014-04-01,1.138242532327484,1.138242532327484,1.138242532327484,1.138242532327484,1.138242532327484,1.138242532327484,1.138242532327484,1.138242532327484,1.138242532327484,1.138242532327484,1.138242532327484,1.138242532327484,1.138242532327484
2014-04-02,1.1399247612360837,1.1399247612360837,1.1399247612360837,1.1399247612360837,1.1399247612360837,1.1399247612360837,1.1399247612360837,1.1399247612360837,1.1399247612360837,1.1399247612360837,1.1399247612360837,1.1399247612360837,1.1399247612360837
2014-04-03,1.1441978099310726,1.1441978099310726,1.1441978099310726,1.1441978099310726,1.1441978099310726,1.1441978099310726,1.1441978099310726,1.1441978099310726,1.1441978099310726,1.1441978099310726,1.1441978099310726,1.1441978099310726,1.1441978099310726
2014-04-04,1.1409960127171186,1.1409960127171186,1.1409960127171186,1.1409960127171186,1.1409960127171186,1.1409960127171186,1.1409960127171186,1.1409960127171186,1.1409960127171186,1.1409960127171186,1.1409960127171186,1.1409960127171186,1.1409960127171186
2014-04-08,1.155948222556157,1.155948222556157,1.155948222556157,1.155948222556157,1.155948222556157,1.155948222556157,1.155948222556157,1.155948222556157,1.155948222556157,1.155948222556157,1.155948222556157,1.155948222556157,1.155948222556157
2014-04-09,1.1573676524533865,1.1573676524533865,1.1573676524533865,1.1573676524533865,1.1573676524533865,1.1573676524533865,1.1573676524533865,1.1573676524533865,1.1573676524533865,1.1573676524533865,1.1573676524533865,1.1573676524533865,1.1573676524533865
2014-04-10,1.1602056420992493,1.1602056420992493,1.1602056420992493,1.1602056420992493,1.1602056420992493,1.1602056420992493,1.1602056420992493,1.1602056420992493,1.1602056420992493,1.1602056420992493,1.1602056420992493,1.1602056420992493,1.1602056420992493
2014-04-11,1.1583707602566793,1.1583707602566793,1.1583707602566793,1.1583707602566793,1.1583707602566793,1.1583707602566793,1.1583707602566793,1.1583707602566793,1.1583707602566793,1.1583707602566793,1.1583707602566793,1.1583707602566793,1.1583707602566793
2014-04-14,1.1575800634919988,1.1575800634919988,1.1575800634919988,1.1575800634919988,1.1575800634919988,1.1575800634919988,1.1575800634919988,1.1575800634919988,1.1575800634919988,1.1575800634919988,1.1575800634919988,1.1575800634919988,1.1575800634919988
2014-04-15,1.1259521929047858,1.1259521929047858,1.1259521929047858,1.1259521929047858,1.1259521929047858,1.1259521929047858,1.1259521929047858,1.1259521929047858,1.1259521929047858,1.1259521929047858,1.1259521929047858,1.1259521929047858,1.1259521929047858
2014-04-16,1.1259521929047858,1.1259521929047858,1.1259521929047858,1.1259521929047858,1.1259521929047858,1.1259521929047858,1.1259521929047858,1.1259521929047858,1.1259521929047858,1.1259521929047858,1.1259521929047858,1.1259521929047858,1.1259521929047858
2014-04-17,1.1227894058460646,1.1227894058460646,1.1227894058460646,1.1227894058460646,1.1227894058460646,1.1227894058460646,1.1227894058460646,1.1227894058460646,1.1227894058460646,1.1227894058460646,1.1227894058460646,1.1227894058460646,1.1227894058460646
2014-04-18,1.1196266187873434,1.1196266187873434,1.1196266187873434,1.1196266187873434,1.1196266187873434,1.1196266187873434,1.1196266187873434,1.1196266187873434,1.1196266187873434,1.1196266187873434,1.1196266187873434,1.1196266187873434,1.1196266187873434
2014-04-21,1.08799874820013,1.08799874820013,1.08799874820013,1.08799874820013,1.08799874820013,1.08799874820013,1.08799874820013,1.08799874820013,1.08799874820013,1.08799874820013,1.08799874820013,1.08799874820013,1.08799874820013
2014-04-22,1.091087926587388,1.091087926587388,1.091087926587388,1.091087926587388,1.091087926587388,1.091087926587388,1.091087926587388,1.091087926587388,1.091087926587388,1.091087926587388,1.091087926587388,1.091087926587388,1.091087926587388
2014-04-23,1.0904104952010707,1.0904104952010707,1.0904104952010707,1.0904104952010707,1.0904104952010707,1.0904104952010707,1.0904104952010707,1.0904104952010707,1.0904104952010707,1.0904104952010707,1.0904104952010707,1.0904104952010707,1.0904104952010707
2014-04-24,1.0897329585826934,1.0897329585826934,1.0897329585826934,1.0897329585826934,1.0897329585826934,1.0897329585826934,1.0897329585826934,1.0897329585826934,1.0897329585826934,1.0897329585826934,1.0897329585826934,1.0897329585826934,1.0897329585826934
2014-04-25,1.0848993927344797,1.0848993927344797,1.082782286373983,1.0849179080057725,1.082782286373983,1.0849633791205122,1.082782286373983,1.0848993927344797,1.082782286373983,1.0848993927344797,1.082782286373983,1.0848993927344797,1.082782286373983
2014-04-28,1.080120100255473,1.080120100255473,1.07562733734508,1.0800897209540452,1.07562733734508,1.08010644995446,1.07562733734508,1.080120100255473,1.07562733734508,1.080120100255473,1.07562733734508,1.080120100255473,1.07562733734508
2014-04-29,1.0799580822404347,1.0799580822404347,1.0754659932444783,1.0799277074959022,1.0754659932444783,1.0799444339869668,1.0754659932444783,1.0799580822404347,1.0754659932444783,1.0799580822404347,1.0754659932444783,1.0799580822404347,1.0754659932444783
2014-04-30,1.0799580822404347,1.0799580822404347,1.0754659932444783,1.0799277074959022,1.0754659932444783,1.0799444339869668,1.0754659932444783,1.0799580822404347,1.0754659932444783,1.0799580822404347,1.0754659932444783,1.0799580822404347,1.0754659932444783
2014-05-05,1.084377145021057,1.084377145021057,1.0798666749197452,1.0843466459866051,1.0798666749197452,1.0843634409205245,1.0798666749197452,1.084377145021057,1.0798666749197452,1.084377145021057,1.0798666749197452,1.084377145021057,1.0798666749197452
2014-05-06,1.0852036519913475,1.0852036519913475,1.0806897440317267,1.0851731297106804,1.0806897440317267,1.0851899374456164,1.0806897440317267,1.0852036519913475,1.0806897440317267,1.0852036519913475,1.0806897440317267,1.0852036519913475,1.0806897440317267
2014-05-07,1.0847903985062024,1.0847903985062024,1.080278209475736,1.0847598878486429,1.080278209475736,1.0847766891830706,1.080278209475736,1.0847903985062024,1.080278209475736,1.0847903985062024,1.080278209475736,1.0847903985062024,1.080278209475736
2014-05-08,1.0690867660706842,1.0690867660706842,1.0646398963480872,1.069056697091215,1.0646398963480872,1.0690732552063251,1.0646398963480872,1.0690867660706842,1.0646398963480872,1.0690867660706842,1.0646398963480872,1.0690867660706842,1.0646398963480872
2014-05-09,1.0695000195558295,1.0695000195558295,1.065051430904078,1.0694699389532527,1.065051430904078,1.0694865034688712,1.065051430904078,1.0695000195558295,1.065051430904078,1.0695000195558295,1.065051430904078,1.0695000195558295,1.065051430904078
2014-05-12,1.0715662869815554,1.0715662869815554,1.0671091036840317,1.0715361482634405,1.0671091036840317,1.0715527447816007,1.0671091036840317,1.0715662869815554,1.0671091036840317,1.0715662869815554,1.0671091036840317,1.0715662869815554,1.0671091036840317
2014-05-13,1.0721202698085321,1.0721202698085321,1.0676607822177195,1.0720901155091764,1.0676607822177195,1.0721067206074741,1.0676607822177195,1.0721202698085321,1.0676607822177195,1.0721202698085321,1.0676607822177195,1.0721202698085321,1.0676607822177195
2014-05-14,1.07311182612743,1.07311182612743,1.0686482141550304,1.0730816439397048,1.0686482141550304,1.0730982643953189,1.0686482141550304,1.07311182612743,1.0686482141550304,1.07311182612743,1.0686482141550304,1.07311182612743,1.0686482141550304
2014-05-15,1.0779606558914445,1.0779606558914445,1.0734768751965877,1.077930337326236,1.0734768751965877,1.0779470328809757,1.0734768751965877,1.0779606558914445,1.0734768751965877,1.0779606558914445,1.0734768751965877,1.0779606558914445,1.0734768751965877
2014-05-16,1.071352467962608,1.071352467962608,1.0668961740459573,1.0713223352583359,1.0668961740459573,1.0713389284648471,1.0668961740459573,1.071352467962608,1.0668961740459573,1.071352467962608,1.0668961740459573,1.071352467962608,1.0668961740459573
2014-05-19,1.0708167917286269,1.0708167917286269,1.0663627259589343,1.0707866740907068,1.0663627259589343,1.0708032590006147,1.0663627259589343,1.0708167917286269,1.0663627259589343,1.0708167917286269,1.0663627259589343,1.0708167917286269,1.0663627259589343
2014-05-20,1.0708167917286269,1.0708167917286269,1.0663627259589343,1.0707866740907068,1.0663627259589343,1.0708032590006147,1.0663627259589343,1.0708167917286269,1.0663627259589343,1.0708167917286269,1.0663627259589343,1.0708167917286269,1.0663627259589343
2014-05-21,1.0708167917286269,1.0708167917286269,1.0663627259589343,1.0707866740907068,1.0663627259589343,1.0708032590006147,1.0663627259589343,1.0708167917286269,1.0663627259589343,1.0708167917286269,1.0663627259589343,1.0708167917286269,1.0663627259589343
2014-05-22,1.0708167917286269,1.0708167917286269,1.0663627259589343,1.0707866740907068,1.0663627259589343,1.0708032590006147,1.0663627259589343,1.0708167917286269,1.0663627259589343,1.0708167917286269,1.0663627259589343,1.0708167917286269,1.0663627259589343
2014-05-23,1.0708167917286269,1.0708167917286269,1.0663627259589343,1.0707866740907068,1.0663627259589343,1.0708032590006147,1.0663627259589343,1.0708167917286269,1.0663627259589343,1.0708167917286269,1.0663627259589343,1.0708167917286269,1.0663627259589343
2014-05-26,1.0690450166981849,1.0690450166981849,1.0645983206322323,1.0690149488929526,1.0645983206322323,1.0690315063614444,1.0645983206322323,1.0690450166981849,1.0645983206322323,1.0690450166981849,1.0645983206322323,1.0690450166981849,1.0645983206322323
2014-05-27,1.0669844056405555,1.0669844056405555,1.0625462806926944,1.066954395791771,1.0625462806926944,1.0669709213453276,1.0625462806926944,1.0669844056405555,1.0625462806926944,1.0669844056405555,1.0625462806926944,1.0669844056405555,1.0625462806926944
2014-05-28,1.0521480060256232,1.0521480060256232,1.047771593128022,1.0521184134632644,1.047771593128022,1.0521347092292859,1.047771593128022,1.0521480060256232,1.047771593128022,1.0521480060256232,1.047771593128022,1.0521480060256232,1.047771593128022
2014-05-29,1.0516219320226103,1.0516219320226103,1.047247707331458,1.0515923542565329,1.047247707331458,1.0516086418746713,1.047247707331458,1.0516219320226103,1.047247707331458,1.0516219320226103,1.047247707331458,1.0516219320226103,1.047247707331458
2014-05-30,1.0516219320226103,1.0516219320226103,1.047247707331458,1.0515923542565329,1.047247707331458,1.0516086418746713,1.047247707331458,1.0516219320226103,1.047247707331458,1.0516219320226103,1.047247707331458,1.0516219320226103,1.047247707331458
2014-06-03,1.0516219320226103,1.0516219320226103,1.047247707331458,1.0515923542565329,1.047247707331458,1.0516086418746713,1.047247707331458,1.0516219320226103,1.047247707331458,1.0516219320226103,1.047247707331458,1.0516219320226103,1.047247707331458
2014-06-04,1.0516219320226103,1.0516219320226103,1.047247707331458,1.0515923542565329,1.047247707331458,1.0516086418746713,1.047247707331458,1.0516219320226103,1.047247707331458,1.0516219320226103,1.047247707331458,1.0516219320226103,1.047247707331458
2014-06-05,1.0516219320226103,1.0516219320226103,1.047247707331458,1.0515923542565329,1.047247707331458,1.0516086418746713,1.047247707331458,1.0516219320226103,1.047247707331458,1.0516219320226103,1.047247707331458,1.0516219320226103,1.047247707331458
2014-06-06,1.0579021679239038,1.0579021679239038,1.0535018205720221,1.0578724135208213,1.0535018205720221,1.0578887984078365,1.0535018205720221,1.0579021679239038,1.0535018205720221,1.0579021679239038,1.0535018205720221,1.0579021679239038,1.0535018205720221
2014-06-09,1.0574790070567344,1.0574790070567344,1.0530804198437933,1.057449264555413,1.0530804198437933,1.0574656428884734,1.0530804198437933,1.0574790070567344,1.0530804198437933,1.0574790070567344,1.0530804198437933,1.0574790070567344,1.0530804198437933
2014-06-10,1.0574790070567344,1.0574790070567344,1.0530804198437933,1.057449264555413,1.0530804198437933,1.0574656428884734,1.0530804198437933,1.0574790070567344,1.0530804198437933,1.0574790070567344,1.0530804198437933,1.0574790070567344,1.0530804198437933
2014-06-11,1.060074977497255,1.060074977497255,1.0556655923372071,1.0600451619820452,1.0556655923372071,1.0600615805217368,1.0556655923372071,1.060074977497255,1.0556655923372071,1.060074977497255,1.0556655923372071,1.060074977497255,1.0556655923372071
2014-06-12,1.060074977497255,1.060074977497255,1.0556655923372071,1.0600451619820452,1.0556655923372071,1.0600615805217368,1.0556655923372071,1.060074977497255,1.0556655923372071,1.060074977497255,1.0556655923372071,1.060074977497255,1.0556655923372071
2014-06-13,1.0647677995320257,1.0647677995320257,1.0603388945641548,1.0647378520271833,1.0603388945641548,1.0647543432497384,1.0603388945641548,1.0647677995320257,1.0603388945641548,1.0647677995320257,1.0603388945641548,1.0647677995320257,1.0603388945641548
2014-06-16,1.0684509585870108,1.0684509585870108,1.0640067335076158,1.0684209074901705,1.0640067335076158,1.068437455757835,1.0640067335076158,1.0684509585870108,1.0640067335076158,1.0684509585870108,1.0640067335076158,1.0684509585870108,1.0640067335076158
2014-06-17,1.0620946162893503,1.0620946162893503,1.0576768304354764,1.0620647439700723,1.0576768304354764,1.0620811937901171,1.0576768304354764,1.0620946162893503,1.0576768304354764,1.0620946162893503,1.0576768304354764,1.0620946162893503,1.0576768304354764
2014-06-18,1.0614245250487893,1.0614245250487893,1.0570095264415107,1.0613946715764002,1.0570095264415107,1.0614111110180098,1.0570095264415107,1.0614245250487893,1.0570095264415107,1.0614245250487893,1.0570095264415107,1.0614245250487893,1.0570095264415107
2014-06-19,1.0687966922314485,1.0687966922314485,1.0643510290718858,1.0687666314105535,1.0643510290718858,1.068783185032973,1.0643510290718858,1.0687966922314485,1.0643510290718858,1.0687966922314485,1.0643510290718858,1.0687966922314485,1.0643510290718858
2014-06-20,1.068369173554556,1.068369173554556,1.063925288660257,1.0683391247579894,1.063925288660257,1.0683556717589597,1.063925288660257,1.068369173554556,1.063925288660257,1.068369173554556,1.063925288660257,1.068369173554556,1.063925288660257
2014-06-23,1.071194027867274,1.071194027867274,1.0667383929826912,1.0711638996192645,1.0667383929826912,1.0711804903718407,1.0667383929826912,1.071194027867274,1.0667383929826912,1.071194027867274,1.0667383929826912,1.071194027867274,1.0667383929826912
2014-06-24,1.0710869084644874,1.0710869084644874,1.066631719143393,1.0710567832293025,1.066631719143393,1.0710733723228036,1.066631719143393,1.0710869084644874,1.066631719143393,1.0710869084644874,1.066631719143393,1.0710869084644874,1.066631719143393
2014-06-25,1.0683805313934547,1.0683805313934547,1.0639365992561896,1.0683504822774392,1.0639365992561896,1.0683670294543208,1.0639365992561896,1.0683805313934547,1.0639365992561896,1.0683805313934547,1.0639365992561896,1.0683805313934547,1.0639365992561896
2014-06-26,1.0690307439648619,1.0690307439648619,1.0645841072663873,1.0690006765610618,1.0645841072663873,1.069017233808496,1.0645841072663873,1.0690307439648619,1.0645841072663873,1.0690307439648619,1.0645841072663873,1.0690307439648619,1.0645841072663873
2014-06-27,1.0700059145408845,1.0700059145408845,1.0655552216173714,1.0699758197095781,1.0655552216173714,1.0699923920605448,1.0655552216173714,1.0700059145408845,1.0655552216173714,1.0700059145408845,1.0655552216173714,1.0700059145408845,1.0655552216173714
2014-06-30,1.068381000471726,1.068381000471726,1.0639370663833283,1.0683509513425173,1.0639370663833283,1.068367498526664,1.0639370663833283,1.068381000471726,1.0639370663833283,1.068381000471726,1.0639370663833283,1.068381000471726,1.0639370663833283
2014-07-01,1.0713069583277155,1.0713069583277155,1.0668508537085317,1.07127682690344,1.0668508537085317,1.0712934194050936,1.0668508537085317,1.0713069583277155,1.0668508537085317,1.0713069583277155,1.0668508537085317,1.0713069583277155,1.0668508537085317
2014-07-02,1.0732562659092064,1.0732562659092064,1.0687920531390855,1.0732260796589885,1.0687920531390855,1.0732427023516988,1.0687920531390855,1.0732562659092064,1.0687920531390855,1.0732562659092064,1.0687920531390855,1.0732562659092064,1.0687920531390855
