date,hs300_benchmark_nav,baseline_nav,vg60_nav,vg50_nav,top2_gap05_cap70_nav,vg50_top2_gap05_cap70_nav,leader_margin05_nav,combo_vg60_top2_leader_nav
2019-04-18,1.71171457059844,2.3349309061751784,2.3407819814586626,2.342166710330115,2.4020050233063395,2.409448685935433,2.2281755454874785,2.3090114160919017
2019-04-19,1.7370108450407817,2.369437274246733,2.3753748186230763,2.3767800114679987,2.4375026344882067,2.4450563019837404,2.2611042481301507,2.3431347375119795
2019-04-22,1.6935855739147623,2.310201342390565,2.3159904481574998,2.317360511181299,2.3765650686260016,2.383929894434147,2.2045766419268973,2.2845563690741804
2019-04-23,1.6906343418964889,2.3046811976604404,2.3104564705630684,2.311823259869533,2.370886350109719,2.378233577926024,2.19930888369787,2.279097502104444
2019-04-24,1.6931639693407232,2.310898298342561,2.316689150603036,2.318059626955995,2.377439047953439,2.3848065821686006,2.205241732360371,2.2853965122982376
2019-04-25,1.658170789695484,2.3063548461142553,2.3121343129924203,2.313502094854737,2.373810928397228,2.38116721929787,2.2009060112816754,2.2819088553645708
2019-04-26,1.6354041426973767,2.3150193125534604,2.320820491613897,2.322193411930976,2.3827288124586374,2.3901127393216,2.2091743297074906,2.290481483608634
2019-04-29,1.641728211307962,2.3339715465490016,2.339820217784734,2.341204377708742,2.4022353598799744,2.409679736307636,2.2272600487364946,2.3092328351867444
2019-04-30,1.6425714204560402,2.3265809466738516,2.3324110978942185,2.3337908748289924,2.394628600330116,2.4020494038879288,2.220207354429892,2.30192057127819
2019-05-06,1.5485536004453375,2.240935050242776,2.246550582441049,2.247879567146727,2.30647773956253,2.3136253691420827,2.138477273469304,2.217182470451694
2019-05-07,1.5628881559626642,2.2668877340702873,2.2725683007869186,2.273912676710595,2.3331894854132513,2.3404198930146722,2.1632433748093023,2.2428600712537783
2019-05-08,1.5426511364087907,2.2267295358298083,2.2327563794032383,2.2341889972114037,2.291856743398899,2.299534378511039,2.1249212492878886,2.2035685926212407
2019-05-09,1.5207276985587617,2.228185317513062,2.2334923468629535,2.2347443089298262,2.2933551036685214,2.3001059319422374,2.126310471186325,2.2042949391202944
2019-05-10,1.5683690154251715,2.2301407067760297,2.235452393417273,2.2367054541688756,2.295367684000435,2.302124436600561,2.128176458109592,2.206229362896671
2019-05-13,1.5396999043905177,2.24088018837463,2.2462174540121973,2.2474765490121515,2.3064212730988474,2.3132105635653035,2.138424919940273,2.216853696856017
2019-05-14,1.5321110220578151,2.2547404726298,2.2601107503040065,2.2613776330539235,2.3206869418406058,2.327518225402563,2.1516514982296773,2.230565372540399
2019-05-15,1.564996178832859,2.2466431636768913,2.2519941554075404,2.253256488480385,2.3123528034423413,2.319159554241341,2.143924406286437,2.222554882117945
2019-05-16,1.5725850611655614,2.2549303119449444,2.2603010417731118,2.261568031189032,2.320882333560873,2.327714192287116,2.1518326579027356,2.2307531764175406
2019-05-17,1.5371702769462834,2.2538003260040504,2.2591683644633687,2.2604347189682144,2.3197192978814547,2.326547733041005,2.1507543360416537,2.229635306072012
2019-05-20,1.5203060939847222,2.245106721955972,2.2504540542327853,2.2517155240171336,2.310771423996716,2.317573519772577,2.14245821220739,2.221034913970298
2019-05-21,1.5392782998164787,2.2432224349329344,2.2485652792677184,2.249825690317922,2.308832025497365,2.315628412368311,2.1406600766590063,2.2191708300828012
2019-05-22,1.5354838586501274,2.242724322753661,2.248065980698815,2.249326111872139,2.3083193445728667,2.315114222292057,2.140184738663423,2.2186780586121087
2019-05-23,1.511030793355864,2.2462875641782714,2.2516377089519994,2.252899842222305,2.3119868033979944,2.318792476821997,2.143585065150167,2.222203095321308
2019-05-24,1.5135604208000983,2.2581475829965303,2.263525975630732,2.2647947727514617,2.3241937030991453,2.331035309328977,2.1549028321256167,2.233935952213184
2019-05-27,1.5316894174837763,2.259728918838965,2.2651110778545633,2.266380763488683,2.3258212897259654,2.3326676869965746,2.156411867722343,2.235500333132101
2019-05-28,1.5388566952424396,2.2565662471540957,2.261940873406901,2.263208782014241,2.3225661164723252,2.32940293166138,2.15339379652889,2.2323715712942676
2019-05-29,1.5396999043905177,2.2621009226026167,2.26748873119031,2.268759749594514,2.328262669666196,2.335116253497971,2.158675421117433,2.2378469045104765
2019-05-30,1.5388566952424396,2.2510315717055747,2.2563930156234924,2.2576578144339674,2.3168695632784546,2.3236896098247892,2.1481121719403466,2.2268962380780586
2019-05-31,1.5312678129097372,2.2755422772633103,2.2809621000928737,2.2822406708608916,2.342097155994167,2.3489914636725477,2.1715022236896093,2.251144142321269
2019-06-03,1.5346406495020493,2.304006322427132,2.3094939401218326,2.310788504130868,2.371393715276929,2.3783742616892996,2.1986648644306883,2.2793029988617715
2019-06-04,1.5207276985587614,2.3277263600636497,2.333270473479298,2.334578365189181,2.395807514679231,2.402859926703259,2.2213003983815875,2.302768712645523
2019-06-05,1.517354861966449,2.3427490505667783,2.348328944605693,2.34964527719278,2.411269587634022,2.4183675145454337,2.2356362365504907,2.317630331375233
2019-06-06,1.5042851201712397,2.341958382645561,2.347536393493778,2.3488522818241697,2.410455794320612,2.417551325711635,2.2348817187521273,2.3168481409157744
2019-06-10,1.5236789305770346,2.3348423713546054,2.340403433486538,2.3417153235066754,2.403131654499921,2.4102056262074467,2.228091058566857,2.3098084267806485
2019-06-11,1.5713202474434442,2.3219594654466675,2.32748984343432,2.3287944948691472,2.3898719503892116,2.3969068902061816,2.215797171915665,2.297063650091371
2019-06-12,1.5595153193703513,2.343861543775235,2.349444087519299,2.3507610451887277,2.4124146189549616,2.4195159164345874,2.2366978654642407,2.3187308965436375
2019-06-13,1.5565640873520785,2.3475700027716324,2.3531613792194137,2.3544804205799763,2.4162315426638146,2.4233440758201357,2.2402367700311223,2.322399593816456
2019-06-14,1.54728878672322,2.3759584878572144,2.3816174792032556,2.382952471349502,2.445450331893205,2.452648874855918,2.2673273053758045,2.3504837004262615
2019-06-17,1.5485536004453369,2.3511932640035766,2.3567932702334273,2.3581143474146127,2.419960776750806,2.427084287456515,2.2436943721599816,2.325984006806664
2019-06-18,1.5519264370376489,2.367508637817713,2.3731475035477163,2.3744777479327968,2.4367533413148124,2.443926283405772,2.2592637908746855,2.3421244488272124
2019-06-19,1.574693084035756,2.3580512131659774,2.3636675534669664,2.3649924839596963,2.427019306662423,2.43416359518977,2.2502387690735883,2.332768425729367
2019-06-20,1.6202263780319706,2.399074519651301,2.4047885681141,2.4061365485852915,2.4692424595384503,2.476511038130509,2.2893864492314426,2.3733518844573456
2019-06-21,1.6231776100502433,2.4147855512141776,2.4205370197716904,2.421893827881855,2.4854130060973136,2.4927291850730793,2.304379156823004,2.38889446392334
2019-06-24,1.6257072374944774,2.426403077442586,2.4321822162985174,2.433545552008534,2.497370320804719,2.5047216978961515,2.315465518210717,2.4003874282064723
2019-06-25,1.6092646591069553,2.4018621749477047,2.4075828629697718,2.408932409755335,2.4721116479542555,2.479388672424691,2.2920466501582744,2.3761096507946324
2019-06-26,1.6096862636809945,2.400329186571858,2.40604622336517,2.4073949088025857,2.4705338228568636,2.477806202766908,2.2905837515339322,2.37459309896564
2019-06-27,1.6273936557906337,2.393230575986715,2.3989307055082563,2.4002754024124426,2.4632275926764393,2.470478465622648,2.2838096964769186,2.3675705989677134
2019-06-28,1.6269720512165946,2.392610568065475,2.3983092208695234,2.3996535694066363,2.4625894508130513,2.469838445294766,2.2832180359337895,2.3669572387089133
2019-07-01,1.6670244857503018,2.4515113205832826,2.4573502615491307,2.4587277049582377,2.5232129278348805,2.53064037644351,2.3394257875310194,2.4252264632949063
2019-07-02,1.6695541131945355,2.4552313681107227,2.4610791693815264,2.462458702993075,2.527041779015206,2.5344804984107987,2.3429757507897913,2.428906624847705
2019-07-03,1.655641162251248,2.4347711067098006,2.440570176303347,2.4419382138014667,2.505983097523413,2.513359827590709,2.3234509528665432,2.408665736307308
2019-07-04,1.644679443326233,2.4186509007575583,2.4244115756962965,2.4257705556505016,2.4890180003639717,2.4963447911709293,2.3080677787451958,2.392359461823073
2019-07-05,1.6531115348070136,2.43105105918236,2.4368412684709506,2.4382072157666284,2.497950646353486,2.5053037317185822,2.3199009896077705,2.400945217389729
2019-07-08,1.6151671231435016,2.372875095924482,2.3785267433340223,2.379860002998815,2.4557261066251375,2.4629548978431184,2.2643848891854583,2.3603604256664603
2019-07-09,1.6113726819771503,2.347955754193653,2.3535480494133614,2.3548673075180804,2.429936684268514,2.437089560526213,2.2406048845148994,2.3355725098776645
2019-07-10,1.6117942865511892,2.37326826776068,2.379397112046635,2.380849991436468,2.4561330064000977,2.4639794525935046,2.2647600848147054,2.3612241468210566
2019-07-11,1.612215891125228,2.3720265115830363,2.3781743911228013,2.3796320594043787,2.454847893218734,2.4627189953985877,2.2635751029631375,2.360010764592608
2019-07-12,1.625285632920438,2.3665547087881507,2.3726884063681926,2.3741427120931804,2.4491850376403748,2.4570379827217743,2.2583534764280437,2.354566679783859
2019-07-15,1.6311880969569843,2.3846868952997036,2.3908675883487764,2.3923330367456628,2.4679503253131627,2.4758634384795646,2.2756566413587107,2.3726070158188506
2019-07-16,1.6244424237723598,2.3823022084044037,2.3884767207604276,2.389940703708917,2.4654823749878494,2.473387575041085,2.273608550381488,2.3704716695046137
2019-07-17,1.6219127963281257,2.37008527400233,2.376228122192426,2.377684597536051,2.452838875628938,2.460703536194721,2.261660620853923,2.3580147193187173
2019-07-18,1.6113726819771503,2.346017913230244,2.3525692735806314,2.3541290423665893,2.4279311818918807,2.4363255182008325,2.2386942733122615,2.3345372119414907
2019-07-19,1.628236864938711,2.3441316319925694,2.3509638858461233,2.3525941663935446,2.4259790394939302,2.4347370506898742,2.236894284070566,2.332944129243399
2019-07-22,1.6155887277175403,2.2980157713818743,2.3047136150077487,2.3063118232135595,2.3782530032496805,2.386838718991723,2.1928880927811405,2.2870483592241713
2019-07-23,1.6193831688838916,2.2966606347140837,2.3033545286309938,2.304951794375674,2.3768505507991264,2.3854312035566734,2.191594949757539,2.2856996900239026
2019-07-24,1.632452910679101,2.3268798535919,2.3336618250603487,2.3352801074595644,2.4081249001517464,2.4168184562350503,2.220431725412243,2.3157746859452697
2019-07-25,1.6472090707704667,2.3420382454841397,2.3488643979106905,2.350493222564059,2.4238125605634395,2.4325627505678478,2.2348966640345806,2.330860733542226
2019-07-26,1.6493170936406616,2.3342984305006524,2.3411020243046305,2.342725466124699,2.415802503165963,2.4245237761141123,2.2275109235496875,2.3231578572699543
2019-07-29,1.6467874661964272,2.337277752045644,2.344090029440948,2.3457155432990766,2.4188858503301827,2.427618254449931,2.230353949616758,2.3261229598318818
2019-07-30,1.6543763485291294,2.343082187525264,2.349911382646575,2.3515409333335753,2.424892952754582,2.433647043075832,2.235892848699649,2.331899693310045
2019-07-31,1.6425714204560369,2.326394432428131,2.3331749890781577,2.3347929338800006,2.407622530083207,2.416314272563584,2.2199685108846197,2.315291581481864
2019-08-01,1.6273936557906323,2.301047125483441,2.307753804355792,2.3093541207869084,2.381390199732728,2.389987241047445,2.1957807710634714,2.290065246014312
2019-08-02,1.6025189859223299,2.2847511323152156,2.2914103145535885,2.2929992975594398,2.3645252177008755,2.3730613748533433,2.1802302731845313,2.273847026408749
2019-08-05,1.5746930840357543,2.3302325532101476,2.337024296525268,2.338644910636959,2.411594662211429,2.4203007444602385,2.2236310485688056,2.319111384612169
2019-08-06,1.5582505056482323,2.3351920022440393,2.3419982004704414,2.3436222637456416,2.4167272747488195,2.425451886208861,2.2283636169300034,2.3240471643909117
2019-08-07,1.5481319958712956,2.3826610144255778,2.38960556680282,2.39126264350018,2.4658537090352795,2.4747556715171117,2.273661056958617,2.3712896279874505
2019-08-08,1.5708986428694025,2.398956346965509,2.405948394051249,2.4076168037144248,2.4827180073724224,2.491680851548302,2.2892109244311265,2.3875071901176055
2019-08-09,1.5586721102222707,2.410759623118356,2.4177860722734503,2.419462690797957,2.4949334052423047,2.5039403481468074,2.30047423430642,2.399254134457594
2019-08-12,1.5835467800905731,2.3988581357047836,2.40584989654198,2.4075182379018636,2.4826163669795744,2.4915788442241316,2.2891172060559506,2.387409447575758
2019-08-13,1.5700554337213244,2.4459557643892302,2.4530847969353533,2.454785893430156,2.5313584505891087,2.5404968913135706,2.3340602523250564,2.4342823001242593
2019-08-14,1.5759578977578705,2.395455862833146,2.4024377073364556,2.4041036825069986,2.479095300772974,2.488045066639256,2.2858705774811954,2.3840234122466653
2019-08-15,1.582281966368456,2.4221766904860162,2.4292364160584645,2.430920974846471,2.506749109509257,2.5157987082110993,2.31136900334883,2.410616713215988
2019-08-16,1.5890276395530802,2.4250146245111903,2.432082621584016,2.433769154078863,2.509686132484663,2.5187463341141,2.3140771099725543,2.413441103038151
2019-08-19,1.6269720512165924,2.4131946393648227,2.420228185667921,2.421906497680781,2.497453442212128,2.5064694826857514,2.3027978554926194,2.4016775294492723
2019-08-20,1.6202263780319677,2.3920262653353066,2.3989981138638163,2.4006617038414757,2.475545955876934,2.4844829082762274,2.282597874304088,2.380610182699717
2019-08-21,1.6198047734579288,2.372953983702194,2.3798702437697545,2.381520569488139,2.455807748838651,2.4646734444647347,2.2643980952528446,2.3616289246253035
2019-08-22,1.623177610050241,2.3764115267095884,2.3833378642025007,2.3849905945491194,2.4593860149861704,2.468264628487665,2.2676974655120117,2.365069966310258
2019-08-23,1.6345609335492945,2.3848534859518957,2.391804428551355,2.3934630300537343,2.4681227326237765,2.4770328864929496,2.2757532291550384,2.3734716358175767
2019-08-26,1.6164319368656168,2.35530662860382,2.3621714533303653,2.3638095057875823,2.4375442208921547,2.446343983474453,2.2475580564044453,2.344065792541961
2019-08-27,1.6332961198271774,2.3975164248153575,2.4045042750746366,2.406171683310657,2.4812278090801856,2.4901852735008765,2.2878368746195785,2.386074140078555
2019-08-28,1.6282368649387091,2.3784899370750447,2.3854223323451884,2.3870765081703555,2.4615369948685486,2.4704233736085657,2.2696807945209247,2.3671384573429592
2019-08-29,1.6235992146242795,2.400627981892315,2.407624901159298,2.409294473399637,2.484448008895702,2.493417098538861,2.29080608681953,2.3891708470707824
2019-08-30,1.6278152603646698,2.3699214921379563,2.3768289136437684,2.3784771303457735,2.452669375177429,2.461523740981113,2.2615043315435215,2.3586109058010973
2019-09-02,1.6459442570483478,2.361308867754316,2.3681911867294803,2.369833413582706,2.443756033475715,2.452578221282333,2.2532857102034582,2.3500393856616277
2019-09-03,1.647630675344504,2.3735436287271363,2.38046160738611,2.3821123431867615,2.456417981835693,2.4652858804599616,2.2649607656967405,2.362215755535522
2019-09-04,1.668289299472416,2.3817001360423498,2.3886418878238627,2.3902982962561317,2.4648592807423446,2.4737576532450474,2.272744136025595,2.3703333354514515
2019-09-05,1.68388866871186,2.4184044189608107,2.425453149793751,2.427135085068298,2.502845125822278,2.5118806307779336,2.3077693025054415,2.406862445073135
2019-09-06,1.6952719922109136,2.434717433591238,2.441813710669257,2.443506991207039,2.519727723635582,2.528824176348105,2.323336043163151,2.4230976049049944
2019-09-09,1.702017665395538,2.52036076040098,2.5277066552656633,2.5294594984354273,2.608361362155427,2.617777790591506,2.4050614316161263,2.5083321940222554
2019-09-10,1.6973800150811083,2.4999694921129465,2.507255954171281,2.508994615762002,2.5872581148887974,2.5965983586287913,2.3856030057939894,2.4880382442324316
2019-09-11,1.6851534824339764,2.471421716509699,2.4786249726391456,2.4803437800192056,2.5577135687155157,2.566947153880991,2.3583612096429976,2.459626714526678
2019-09-12,1.7024392699695765,2.4795782238249124,2.4868052530768985,2.488529733088576,2.5661548676221675,2.5754189266660767,2.366144579971852,2.4677442944426073
2019-09-16,1.6965368059330301,2.4795782238249124,2.4868052530768985,2.488529733088576,2.5661548676221675,2.5754189266660767,2.366144579971852,2.4677442944426073
2019-09-17,1.6657596720281815,2.4265609262760246,2.433633430231504,2.4353210381376686,2.5112864247289304,2.520352403563019,2.315552672834296,2.4149800249890645
2019-09-18,1.6729269497868449,2.418404418960811,2.4254531497937513,2.4271350850682984,2.5028451258222786,2.511880630777933,2.3077693025054415,2.406862445073135
2019-09-19,1.6809374366935865,2.455108701879272,2.4622644117636394,2.463971873880465,2.5408309709022117,2.550003608310819,2.342794468985288,2.443391554694818
2019-09-20,1.6834670641378207,2.4469521945640587,2.4540841313258865,2.4557859208110946,2.53238967199556,2.541531835525733,2.335011098656433,2.4352739747788883
2019-09-23,1.668710904046455,2.418404418960811,2.4254531497937513,2.4271350850682984,2.502845125822278,2.5118806307779327,2.307769302505441,2.4068624450731346
2019-09-24,1.669975717768572,2.4445052423694946,2.451630047194561,2.4533301348902836,2.5298572823235643,2.5389903036902073,2.332676087557777,2.4328387008041097
2019-09-25,1.6585923942695182,2.4258981615522197,2.432968733800121,2.434655880771233,2.5106005189947456,2.5196640216449917,2.314920227709573,2.4143204233479416
2019-09-26,1.6472090707704645,2.428224046654379,2.435301397974426,2.4369901625361146,2.513007614410848,2.522079806900644,2.3171397101905984,2.416635208029963
2019-09-27,1.651003511936816,2.4212463913479008,2.4283034054515102,2.42998731724147,2.5057863281625408,2.5148324511336875,2.3104812627475217,2.4096908539838995
2019-09-30,1.6311880969569819,2.405124518762283,2.412134543727315,2.413807243188195,2.4891015462858275,2.498087435634136,2.2950969199302937,2.3936459239604706
2019-10-08,1.6417282113079577,2.3998036694382314,2.4067981861473267,2.4084671851005086,2.48359491485085,2.4925609247447302,2.290019484313227,2.3883504686951946
2019-10-09,1.6463658616223869,2.4151351569448467,2.4221743591200515,2.4238540207107335,2.499461714661787,2.5084850051867553,2.3046495999184224,2.403608785797773
2019-10-10,1.6581707896954796,2.4270407527889417,2.43411465525656,2.4358025968691677,2.5117830048044865,2.5208507763390853,2.3160105486504152,2.4154575615024103
2019-10-11,1.6784078092493526,2.438931766100943,2.4460403263584283,2.447736537851203,2.5240892032532214,2.533201401315024,2.327357581959638,2.427291824270925
2019-10-14,1.6906343418964844,2.462163545537659,2.4693398176132075,2.4710521861841857,2.5481321406012882,2.5573311359152724,2.3495265736329447,2.4504127287069504
2019-10-15,1.685153482433977,2.4309094310812,2.4379946092774545,2.4396852414518366,2.515786761385163,2.5248689868554264,2.319702245925753,2.4193077763054855
2019-10-16,1.6792510183974307,2.427043739285736,2.4341176504578588,2.435805594147494,2.51178609557743,2.520853878270008,2.3160133985234843,2.415460533745977
2019-10-17,1.6817806458416646,2.424751913280745,2.431819144650061,2.433505494436307,2.509414248461682,2.518473468564371,2.3138264170329053,2.4131796456121286
2019-10-18,1.657327580547401,2.4248593999203787,2.4319269445724467,2.433613369112761,2.5095254880914104,2.5185851097795653,2.313928986464813,2.4132866192656057
2019-10-21,1.6611220217137521,2.4316660227973483,2.4387534061712466,2.440444564534832,2.516569770163246,2.5256548223684203,2.3204242257250653,2.4200607571442463
2019-10-22,1.6674460903243373,2.4367674200479725,2.4438696720583195,2.4455643783065835,2.521849287163589,2.530953398918844,2.325292248576237,2.42513780768371
2019-10-23,1.6585923942695178,2.4243860497003777,2.4314522147162423,2.4331383100542006,2.5090356104342044,2.5180934636182064,2.313477290669648,2.4128155281366963
2019-10-24,1.6607004171397124,2.43127602773226,2.4383622744185893,2.4400531615510888,2.516166158079139,2.525249753206946,2.3200520718238056,2.4196726233529886
2019-10-25,1.6708189269166493,2.4378326027347805,2.444937959348307,2.446633406402501,2.5229516616361485,2.532059753066337,2.3281712391792686,2.42814041906026
2019-10-28,1.680515832119547,2.4341618782629615,2.441256536108093,2.442949430272074,2.5191527706067993,2.5282471476851223,2.334660915107295,2.434908754723146
2019-10-29,1.67503497265704,2.4223291469102946,2.4293893168353455,2.431073981652696,2.5069068890830164,2.515957057383875,2.32331186899219,2.4230723927210196
2019-10-30,1.664073253732025,2.41555931872679,2.4225997571725744,2.4242797137563743,2.49990068642357,2.5089255616776494,2.316818770319024,2.4163004873439826
2019-10-31,1.6632300445839467,2.4003165254797847,2.4073125369695574,2.408981892600331,2.484125677709942,2.4930936037073783,2.3021990550286673,2.4010530171346254
2019-11-01,1.6973800150811078,2.4183884186942737,2.4254371028925115,2.4271190270393017,2.5028285668924304,2.5118640120688003,2.319532225483201,2.4191304553671977
2019-11-04,1.7028608745436147,2.4279107018901422,2.4349871399291505,2.4366756865679755,2.5126833289399295,2.5217543507288505,2.328665267372692,2.428655660295277
2019-11-05,1.7125577797465126,2.4433900436439324,2.450511598088054,2.4522109101930343,2.5287031454584827,2.537832000283115,2.3435118618029485,2.4441397515918473
2019-11-06,1.705390501987849,2.42930717448013,2.436387682706624,2.438077200554603,2.514128560592581,2.5232047998029175,2.3300046565086308,2.4300525613664243
2019-11-07,1.7074985248580445,2.4375135069036693,2.4446179334739795,2.4463131586055993,2.522621424294823,2.531728323537327,2.337875539598496,2.438261411747609
2019-11-08,1.7007528516734198,2.424481449135676,2.43154789220468,2.4332340538903816,2.509134340824279,2.5181925504342213,2.3253761917999567,2.4252253553395655
2019-11-11,1.6725053452128054,2.3957843667090044,2.4027671686764087,2.4044333723125666,2.4794352746491612,2.4883862678529285,2.297852156805632,2.396519467756782
2019-11-12,1.6703973223426103,2.3936281607789662,2.4006046782246,2.402269382277485,2.477203782901977,2.486146720211861,2.2957840898645068,2.3943626002358007
2019-11-13,1.6691325086204933,2.3945436427542117,2.401522828482278,2.403188169228272,2.4781512297316124,2.4870975874131513,2.296662149785327,2.3952783631093477
2019-11-14,1.6703973223426105,2.4062752120437,2.4132885908428343,2.4149620905799627,2.490292417030244,2.499282605533304,2.3079141690276073,2.4070135320086323
2019-11-15,1.6623868354358693,2.4127927505378595,2.4198251254875873,2.4215031579975683,2.496662965456876,2.505676152235493,2.314165290828874,2.4131710403254694
2019-11-18,1.674191763508962,2.4220997955075196,2.429159296960295,2.4308438022699095,2.5030311352977708,2.512067311765027,2.3230918927610826,2.4193262495998256
2019-11-19,1.6910559464705228,2.4230234363708982,2.4300856298861677,2.431770777563178,2.503985638428962,2.5130252607417813,2.3242104084682915,2.4204910999526987
2019-11-20,1.673770158934923,2.414373333355989,2.421410315104628,2.4230894468674777,2.495046503381756,2.5040538545811195,2.314500913289312,2.410379387785795
2019-11-21,1.6653380674541425,2.408349234182106,2.415368657968456,2.4170436001322386,2.488821116705981,2.497805993677283,2.309641068851959,2.4053182237169533
2019-11-22,1.6476306753445034,2.4066591645440836,2.4136736624190047,2.4153474291847776,2.4870745755714507,2.496053147365931,2.3080202681018873,2.4036302811038186
2019-11-25,1.6594356034175959,2.4315146924483986,2.4386016347517763,2.440292687869171,2.512760618873282,2.5218319196860906,2.331857071843226,2.4284545272637232
2019-11-26,1.6619652308618302,2.45359575536059,2.4607470555801845,2.4624534654833674,2.5355794920147594,2.544733171093496,2.3530331243118874,2.450507800214302
2019-11-27,1.6594356034175963,2.467883501950832,2.4750764455279786,2.476792792174907,2.550344645223951,2.559551627886524,2.3667352759092575,2.464777565064677
2019-11-28,1.6569059759733622,2.534126690687407,2.541512708013203,2.5432751250174963,2.618801264648383,2.628255382108741,2.4302634333152424,2.5309373839164127
2019-11-29,1.6387769792896845,2.535485325499534,2.5428753027300575,2.5446386646283465,2.620205296489912,2.6296644826365148,2.431566383367138,2.532294308828549
2019-12-02,1.6421498158819967,2.537629648590802,2.5450258757091317,2.5467907289264984,2.622421269370772,2.6318884553866995,2.433622819620729,2.534435933197539
2019-12-03,1.648895489066621,2.5348984690410346,2.5422867358077577,2.5440496895631526,2.6195988309799856,2.6290558277293843,2.4310035797011107,2.5317081909539896
2019-12-04,1.6497386982146989,2.529608246149123,2.536981093924333,2.5387403684718906,2.6141318421153317,2.6235691025236885,2.4259301809260823,2.5264246260337377
2019-12-05,1.661965230861831,2.5343825674424347,2.541769330551839,2.543531925511538,2.61906569119506,2.628520763259979,2.430508822751952,2.5311929386396055
2019-12-06,1.6720837406387672,2.5313739807430946,2.5387519749643572,2.5405124775328676,2.615956576452695,2.625400424322648,2.4276235454419286,2.52818813837524
2019-12-09,1.6666028811762599,2.5454249724835596,2.552843920011861,2.554614194667482,2.630477063954254,2.6399733321419587,2.441098645780895,2.542221446341937
2019-12-10,1.6678676948983768,2.543671019014148,2.551084854433903,2.5528539092620264,2.6286645043925283,2.6381542290707154,2.4394165795305724,2.5404697002979457
2019-12-11,1.6703973223426112,2.543671019014148,2.551084854433903,2.5528539092620264,2.6286645043925283,2.6381542290707154,2.4394165795305724,2.5404697002979457
2019-12-12,1.6656859452795936,2.5489337866396946,2.5563629610292837,2.5581356759708447,2.634103120608513,2.6436124791998274,2.4444636483158084,2.545725844505459
2019-12-13,1.699522198732175,2.5606539288421075,2.568117262997144,2.5698981289826075,2.646214876241856,2.655767959403627,2.4557034308935504,2.5574312364078886
2019-12-16,1.7046618828009212,2.588573831493034,2.596118541565649,2.59791882509301,2.675067686418948,2.6847249309236045,2.4824790134733865,2.5853160006677878
2019-12-17,1.731216917156111,2.620482291665522,2.6281200027867975,2.6299424777906126,2.708042326621339,2.7178186126607216,2.513079679278914,2.6171843026791013
2019-12-18,1.7247923120701782,2.608516619100839,2.616119454828867,2.6179336080290114,2.6956768365454424,2.7054084820093025,2.501604429601841,2.6052336894248587
2019-12-19,1.7217941630300757,2.608516619100839,2.616119454828867,2.6179336080290114,2.6956768365454424,2.7054084820093025,2.501604429601841,2.6052336894248587
2019-12-20,1.7200809350071604,2.5766081589283516,2.5841179936077188,2.585909955331409,2.662702196343052,2.672314800272186,2.4710037637963143,2.5733653874135456
2019-12-23,1.6978089707092587,2.5287454686696207,2.5361158017759964,2.537874476285005,2.613240236039466,2.6226742776665106,2.4251027650880235,2.5255629343965755
2019-12-24,1.7068034178295655,2.586244115044691,2.5937820348782403,2.5955806981504264,2.6726601255011717,2.6823086784857737,2.480244782361261,2.582989216267187
2019-12-25,1.7098015668696676,2.578652149340456,2.586167941475957,2.587961324740043,2.6648144840577186,2.6744347135430315,2.47296397958775,2.5754068053763377
2019-12-26,1.7222224700358049,2.5943756380559466,2.6019372581922737,2.603741576720165,2.6810633528629486,2.6907422422841476,2.488043028243773,2.5911105054091204
2019-12-27,1.7205092420128896,2.5511360440883473,2.5585716372224026,2.5603458837748287,2.636378963648566,2.6458965382460784,2.4465756444397098,2.5479253303189684
2019-12-30,1.7453510483451644,2.594375638055946,2.6019372581922737,2.603741576720165,2.681063352862948,2.6907422422841476,2.4880430282437724,2.5911105054091204
2019-12-31,1.7543454954654705,2.598306510234819,2.6058795873713527,2.607686639715195,2.6851255700642556,2.6948191244694266,2.4918127904077783,2.595036430417316
2020-01-02,1.7770457667691009,2.644736242827904,2.6524446450097976,2.6542839879847784,2.7331066922705314,2.7429734630137808,2.5363395623936618,2.641407729207119
2020-01-03,1.772762696711812,2.6365540994701733,2.644238653810195,2.64607230632438,2.72465115314871,2.7344873986050167,2.5284927708810234,2.6332358834265803
2020-01-06,1.7659097846201504,2.664059134785063,2.671823855861866,2.6736766373888665,2.7530752337329734,2.763014092778243,2.5548704898022856,2.66070630247872
2020-01-07,1.7796156088034742,2.695493460859223,2.703349801063776,2.7052244443197084,2.785559897257846,2.795616028976216,2.5850164542837284,2.6921010671097374
2020-01-08,1.76205502156859,2.656200553266523,2.6639423695613886,2.6657896856561556,2.7449540678517548,2.754863608728749,2.547333998681925,2.6528576113209654
2020-01-09,1.7809005298206606,2.734786368451923,2.7427572325661633,2.7446592029832604,2.8261657266639366,2.836368449223682,2.622698909885532,2.7313445228985085
2020-01-10,1.7804722228149312,2.730857077692653,2.7388164894159246,2.740715727116905,2.8221051437233275,2.8322932071989353,2.618930664325352,2.7274201773196314
2020-01-13,1.7997460380727306,2.773302533847331,2.7813856579626117,2.783314415337552,2.8659688600343283,2.876315275627697,2.6596364587049997,2.769812214053248
2020-01-14,1.7920365119696111,2.758662965990109,2.7667034213223993,2.768621997271359,2.8508401299044235,2.861131929367273,2.64559690552335,2.7551910707179976
