date,hs300_benchmark_nav,baseline_nav,tie_r2_gap003_nav,tie_r2_gap005_nav,tie_downvol_gap003_nav,tie_downvol_gap005_nav,overheat_r2_rank35_cap20_nav,overheat_downvol_rank35_cap20_nav,combo_tie_r2_overheat_downvol_nav,combo_tie_downvol_overheat_r2_nav
2023-02-27,1.8102051886412174,6.768721252980196,6.033570673938697,6.1171609621708285,6.6286074020240235,6.679611852677735,6.781293601325018,6.7525882753197175,6.102580952526485,6.692018687570384
2023-02-28,1.8218406237227178,6.793589115218469,6.055737638527219,6.13963503229591,6.652960494660621,6.704152332503875,6.806207653591653,6.7773968659982735,6.12500145660006,6.716604749338725
2023-03-01,1.8437689436840086,6.824645522602326,6.083421010589059,6.167701935300692,6.6833740283504985,6.734799886023893,6.837321745722359,6.8083792516714094,6.1530014632588035,6.7473092281928455
2023-03-02,1.8415313600144891,6.8742793082212525,6.127664072484253,6.212557949375607,6.731980384920321,6.78378024883134,6.887047722054885,6.8578947371381105,6.197750564809777,6.796380568034248
2023-03-03,1.845559010619624,6.917630619174,6.166306999067488,6.251736242750049,6.774434315275675,6.826560844995142,6.930479554536314,6.90114272196691,6.236835478281551,6.839240625670501
2023-03-06,1.834371092272027,6.917630619174,6.166306999067488,6.251736242750049,6.774434315275675,6.826560844995142,6.930479554536314,6.90114272196691,6.236835478281551,6.839240625670501
2023-03-07,1.8088626384395057,6.892871375746485,6.144236856204478,6.2293603357379235,6.7501875930192545,6.802127554026195,6.90567432283103,6.876442491210501,6.214512903353061,6.814761951853924
2023-03-08,1.8017023706970432,6.823679976342078,6.082560332274437,6.166829332977505,6.682428469086279,6.733847051063904,6.836354406038587,6.807416006752236,6.152130940748518,6.746354623419537
2023-03-09,1.7972272033580041,6.817546331419523,6.077092862312842,6.161286115599547,6.676421791810696,6.727794154838229,6.830209368370237,6.801296981128189,6.146600935408519,6.740290484432193
2023-03-10,1.7726137829932904,6.706445173067907,5.978058396892097,6.060879606996282,6.5676204491200485,6.618155629859093,6.7189018486673255,6.690460627964843,6.046433741721575,6.630448314824103
2023-03-13,1.7923045192850613,6.79816177808287,6.059813664637515,6.143767528482685,6.657438502511303,6.708664796812241,6.810788809804834,6.781958630102762,6.129124103146678,6.721125595181956
2023-03-14,1.7811166009374642,6.772847825689777,6.037249059730319,6.120890309050861,6.632648553873152,6.6836840995544575,6.785427838807256,6.756705012507513,6.106301410656685,6.696098498313954
2023-03-15,1.7806690842035606,6.8807202597735735,6.1334054725132825,6.218378891902638,6.7382880075184595,6.790136406032003,6.8935006371500345,6.864320336938805,6.2035576333520135,6.8027485312791365
2023-03-16,1.7600833144439818,6.826784042731675,6.0853272661218005,6.1696346004767495,6.685468280695806,6.736910252793231,6.839464237978645,6.810512674723159,6.154929522004349,6.749423514796545
2023-03-17,1.7694811658559633,6.933963011167788,6.180865530536871,6.266496471010192,6.791107734341111,6.8433625592707745,6.946842282617789,6.917436186354533,6.251560526125205,6.856073547761726
2023-03-20,1.7596357977100778,6.896981875108226,6.1479009143740075,6.227465388857289,6.745159099410558,6.790942402066761,6.909792457110494,6.880543193360642,6.212622473002883,6.8035560243858715
2023-03-21,1.778879017267945,6.87844210893039,6.131374751553664,6.168457743619676,6.727027447798322,6.726595594004653,6.891218254827239,6.862047615977469,6.153755470138746,6.739089697369503
2023-03-22,1.7869343184782152,6.771236148177701,6.040645426097421,6.07717968072813,6.62748392168948,6.627058458273987,6.78381316773549,6.755097176364631,6.062694964876549,6.63936767951755
2023-03-23,1.8039399543665628,6.765819159259159,6.074975402471169,6.111717287248962,6.665148997256742,6.664721115863041,6.778386117201301,6.749693098623538,6.097150252387095,6.677100292425061
2023-03-24,1.8017023706970434,6.793817846586449,6.100115201926493,6.137009134005506,6.692731085747624,6.692301433671457,6.806436809809518,6.777625052194142,6.122381817033701,6.704731838427103
2023-03-27,1.792304519285062,6.756948472541816,6.067010483169839,6.1037041955472775,6.656410299504502,6.6559829791074385,6.76949895390599,6.740843554834866,6.0891562595705,6.668345925292247
2023-03-28,1.788724385413831,6.730213490361244,6.0430053545506075,6.079553882197018,6.630073113204059,6.629647483570696,6.74271431367386,6.714172294420068,6.0650635075307475,6.641961513717844
2023-03-29,1.788724385413831,6.743254493623147,6.054714768026607,6.091334115041369,6.6429200764125484,6.642493622044956,6.755779539536997,6.727182214969827,6.076815662659056,6.654831512847869
2023-03-30,1.8079676049716984,6.803194533566464,6.108534454853511,6.14547930717507,6.701968254869549,6.701538009796467,6.81583091322177,6.786979390214004,6.130831801882692,6.71398557073985
2023-03-31,1.8124427723107372,6.833164553538123,6.135444298266963,6.172551903241921,6.73149234409805,6.7310602036722225,6.845856600064157,6.816877977836092,6.15783987149451,6.743562599685841
2023-04-03,1.8258682743278545,6.9230746134531,6.216173828507318,6.253769691442473,6.820064611783551,6.81962678529949,6.935933660591318,6.906573740702357,6.238864080329965,6.832293686523814
2023-04-04,1.8348186090059317,6.953044633424756,6.243083671920768,6.280842287509322,6.84958870101205,6.849148979175244,6.965959347433703,6.936472328324443,6.2658721499417815,6.861870715469802
2023-04-06,1.8294484081990856,6.823174546880905,6.1264743504624795,6.163527704552971,6.721650981021884,6.721219472380305,6.835848037783363,6.8069117819620635,6.148837181623905,6.733703590037178
2023-04-07,1.8424263934822986,6.88311458682422,6.180294037289381,6.21767289668667,6.780699159478882,6.780263860131814,6.895899411468134,6.866708957206238,6.202853320847539,6.792857647929158
2023-04-10,1.8357136424737401,6.853144566852562,6.1533841938759295,6.19060030061982,6.751175070250381,6.750741666256059,6.8658737246257475,6.83681036958415,6.175845251235721,6.763280618983168
2023-04-11,1.8312384751347004,6.883114586824219,6.18029403728938,6.217672896686669,6.780699159478881,6.7802638601318135,6.895899411468133,6.866708957206237,6.202853320847538,6.792857647929158
2023-04-12,1.8294484081990852,6.836995721091166,6.138884273249981,6.176012683439131,6.735266506837758,6.734834124122672,6.849694883698841,6.820700013953781,6.1612924030598855,6.747343529886104
2023-04-13,1.818260489851488,6.84329564803988,6.144540927728903,6.181703549768032,6.741472695740626,6.741039914607927,6.856006512248667,6.826984925277396,6.16696970543543,6.753560847121659
2023-04-14,1.8276583412634697,6.862307916864904,6.1616118932304165,6.198877761687177,6.760202076693894,6.759768093194433,6.875054094814288,6.845951879116508,6.184102983304128,6.772323811774285
2023-04-17,1.8549568620316066,6.8923180097958,6.18855771783638,6.22598655656336,6.789765642626958,6.789329761240472,6.90511992904817,6.87589044418553,6.211147165446857,6.801940388210616
2023-04-18,1.858089479168934,6.8823146454855015,6.179575776301059,6.216950291604632,6.77991112064927,6.779475871891792,6.895097984303543,6.865910922495856,6.202132438065947,6.7920681960651725
2023-04-19,1.8433214269501053,6.872311281175205,6.1705938347657385,6.207914026645906,6.770056598671584,6.769621982543113,6.885076039558918,6.855931400806184,6.193117710685039,6.78219600391973
2023-04-20,1.8361611592076432,6.872311281175205,6.1705938347657385,6.207914026645906,6.770056598671584,6.769621982543113,6.885076039558918,6.855931400806184,6.193117710685039,6.78219600391973
2023-04-21,1.8034924376326595,6.835458887056064,6.137504362149614,6.174624426537953,6.733752539705781,6.733320254182576,6.848155195119711,6.819166842901423,6.159907455013767,6.745826848055915
2023-04-24,1.7806690842035615,6.8293069740577135,6.13198060822368,6.1690672645540685,6.727692162420046,6.727260265953812,6.841991855444103,6.813029592742812,6.1543635383042545,6.739755603892665
2023-04-25,1.7721662662593878,6.8583769105438,6.158082273808799,6.195326794875405,6.75632956070986,6.755895825813623,6.871115786969165,6.842030242192487,6.180560480080397,6.768444351972252
2023-04-26,1.7681386156542525,6.845836151648358,6.146822025784896,6.183998444067861,6.743975398618134,6.743542456819859,6.8585517346356495,6.829519373696655,6.169259129946048,6.756068037601893
2023-04-27,1.7838017013408891,6.857513484103195,6.157307010050627,6.194546842266697,6.755478981387632,6.755045301095884,6.870250756784281,6.841168873694432,6.179782386457683,6.767592247474135
2023-04-28,1.8012548539631408,6.9742371178751625,6.262112235753616,6.299985937454214,6.870465857666569,6.870024795582621,6.987191195197629,6.957614301331783,6.284970171759089,6.882785307005609
2023-05-04,1.8012548539631408,7.136352678493743,6.407674512831022,6.446428585571509,7.030169263989206,7.029717949453873,7.149607872264064,7.1193434659650485,6.431063779654115,7.042775077901512
2023-05-05,1.7940945862206787,7.123424550534665,6.396066449194866,6.434750315538066,7.017433496586239,7.016982999646718,7.136655731360432,7.106446151684324,6.419413344312414,7.030016473962484
2023-05-08,1.8142328392463538,7.279792406522011,6.536467907835729,6.576000932220609,7.171474719682035,7.171014333785305,7.293314027902491,7.262441311111541,6.560327295772931,7.184333908756782
2023-05-09,1.7985697535597174,7.204906312528116,6.469228277527628,6.508354631829814,7.097702872911815,7.09724722293331,7.218288839089251,7.1877337051416506,6.492842227646285,7.110429781505477
2023-05-10,1.784696734808697,7.0605194124774515,6.339584424270561,6.37792668329615,6.955464338384524,6.955017819668114,7.073633752133555,7.0436909455195735,6.362725148935938,6.967936198709776
2023-05-11,1.7824591511391776,7.101155495426962,6.376071241100896,6.414634174998574,6.995495787814075,6.995046699205772,7.114345313296914,7.084230173982996,6.399345149793124,7.008039428630408
2023-05-12,1.7596357977100794,6.996306499772361,6.281928158854333,6.319921708672016,6.8922068642113405,6.8917644064238335,7.009301569173924,6.979631081735759,6.304858426859787,6.904565297403042
2023-05-15,1.7878293519460249,6.983735129287087,6.270640424926524,6.308565705723857,6.87982254600659,6.879380883252972,6.9967068483920425,6.967089674611602,6.293529490492601,6.892158772846657
2023-05-16,1.7802215674696589,6.907602512436486,6.202281551624358,6.239793393077494,6.804822723676742,6.80438587567348,6.920432821407433,6.891138516822613,6.224921093915776,6.817024468149707
2023-05-17,1.7681386156542536,6.987995379635836,6.27446566995123,6.3124140861034626,6.884019407121502,6.883577474942733,7.000975011808772,6.971339770823234,6.297368698410766,6.8963631593636245
2023-05-18,1.7676910989203498,7.111676713788683,6.38551815968488,6.424138229220338,7.00586045857498,7.005410704587737,7.12488607396468,7.0947263154395745,6.408826551479984,7.0184226843081134
2023-05-19,1.7650059985169264,7.130228913911611,6.4021760331449284,6.44089685068787,7.024136616293003,7.0236856890344885,7.143472733288067,7.113234297132027,6.425545229440367,7.0367316130497874
2023-05-22,1.7739563331950041,7.179701447572749,6.446597029038388,6.485586507934619,7.072873036874394,7.07241898089249,7.193037158150429,7.162588914978563,6.4701283706680535,7.085555423027583
2023-05-23,1.7484478793624825,7.062380116825376,6.3412551359580664,6.384077023912562,6.957297356889281,6.956850720498905,7.075497912588233,7.045547214952755,6.3688608304603225,6.969772504004552
2023-05-24,1.7247294924655767,6.988727742650949,6.27512325289836,6.3395862068157305,6.884740873140754,6.884298894646158,7.001708735128527,6.972070388280255,6.324476055454972,6.897085919045382
2023-05-25,1.7207018418604416,7.0928957713354475,6.368654900299283,6.434078684153092,6.987358962035805,6.98691039578587,7.10607024744074,7.075990136615054,6.418743313734111,6.999888012689689
2023-05-26,1.7229394255299608,7.121305233703947,6.394163531408626,6.459849359790555,7.015345713552638,7.014895350642155,7.1345324780713435,7.104331886160909,6.444452565992058,7.0279249473199545
2023-05-29,1.7157791577874988,7.376990395020445,6.623741211392712,6.691785440527715,7.267226477204129,7.266759944348721,7.390692553746777,7.359407632073601,6.67583583631358,7.280257358992346
2023-05-30,1.7175692247231145,7.386460215809945,6.632244088429159,6.700375665740203,7.276555394376405,7.27608826263415,7.400179963956978,7.368854881922219,6.684405587066229,7.289603003869101
2023-05-31,1.7014586223025747,7.358050753441445,6.606735457319816,6.674604990102741,7.248568642859573,7.248103307777865,7.371717733326374,7.340513132376364,6.658696334808282,7.261566069238835
2023-06-01,1.7050387561738058,7.348580932651946,6.59823258028337,6.666014764890255,7.239239725687297,7.238774989492438,7.362230323116174,7.331065882527747,6.650126584055634,7.252220424362082
2023-06-02,1.7287571430707114,7.443279140546945,6.683261350647847,6.751917017015129,7.3325288974100715,7.332058172346721,7.457104425218186,7.425538381013928,6.735824091582124,7.3456768731296345
2023-06-05,1.7207018418604412,7.481158423704945,6.717272858793637,6.786277917865078,7.3698445660991805,7.369371445488434,7.495054066058991,7.4633273804084,6.77010309459272,7.383059452636655
2023-06-06,1.7041437227059975,7.490628244494444,6.7257757358300845,6.794868143077566,7.379173483271458,7.378699763773862,7.504541476269192,7.472774630257018,6.778672845345369,7.39240509751341
2023-06-07,1.6987735218991509,7.519037706862944,6.751284366939427,6.820638818715029,7.407160234788291,7.406684718630148,7.5330037068997955,7.501116379802873,6.804382097603316,7.420442032143676
2023-06-08,1.713094057384075,7.348580932651945,6.598232580283369,6.666014764890255,7.2392397256872965,7.238774989492436,7.362230323116172,7.331065882527745,6.650126584055633,7.252220424362081
2023-06-09,1.7202543251265372,7.471688602915444,6.708769981757188,6.7776876926525915,7.360515648926903,7.360043127203005,7.485566655848788,7.4538801305597815,6.76153334384007,7.3737138077598985
2023-06-12,1.7220443920621527,7.556916990020944,6.785295875085216,6.8549997195649786,7.444475903477399,7.44399799177186,7.570953347740599,7.538905379197345,6.838661100613911,7.457824611650696
2023-06-13,1.7350223773453657,7.727373764231942,6.938347661741274,7.009623773389752,7.612396412578393,7.611907720909571,7.7417267315242215,7.708955876472473,6.992916614161593,7.62604621943229
2023-06-14,1.7350223773453657,7.736843585021441,6.9468505387777215,7.018213998602239,7.621725329750671,7.621236039194999,7.7512141417344225,7.718403126321091,7.001486364914242,7.635391864309045
2023-06-15,1.7641109650491187,7.7841926889689415,6.98936492395996,7.061165124664677,7.668369915612058,7.667877630622142,7.798651192785429,7.765639375564183,7.044335118677488,7.682120088692822
2023-06-16,1.7806690842035624,7.85995125528494,7.057387940251541,7.129886926364576,7.743001252990278,7.742504176905569,7.874550474467039,7.841217374353128,7.1128931246986795,7.756885247706864
2023-06-19,1.7672435821864458,7.822071972126939,7.023376432105749,7.0955260255146255,7.705685584301167,7.705190903763854,7.836600833626233,7.803428374958655,7.078614121688083,7.719502668199842
2023-06-20,1.7641109650491187,7.8126021513374395,7.014873555069301,7.086935800302138,7.69635666712889,7.695862585478426,7.827113423416032,7.793981125110037,7.070044370935434,7.710157023323087
2023-06-21,1.739497544684405,7.841011613705939,7.040382186178644,7.1127064759396,7.724343418645722,7.723847540334711,7.8555756540466355,7.8223228746558915,7.095753623193381,7.738193957953353
2023-06-26,1.719806808392634,7.784192688968941,6.989364923959959,7.061165124664676,7.6683699156120575,7.667877630622142,7.798651192785429,7.765639375564183,7.044335118677487,7.682120088692822
2023-06-27,1.7314422434741348,7.680024660284442,6.895833276559036,6.966672647327314,7.5657518267170065,7.56526612948243,7.694289680473216,7.661719627229383,6.950067860398348,7.579317995048515
2023-06-28,1.7350223773453655,7.784192688968941,6.989364923959959,7.061165124664676,7.6683699156120575,7.667877630622142,7.798651192785429,7.765639375564183,7.044335118677487,7.682120088692822
2023-06-29,1.7269670761350955,7.841011613705941,7.040382186178646,7.112706475939601,7.724343418645723,7.723847540334713,7.855575654046637,7.822322874655892,7.0957536231933815,7.738193957953355
2023-06-30,1.737259961014885,7.841011613705941,7.040382186178646,7.112706475939601,7.724343418645723,7.723847540334713,7.855575654046637,7.822322874655892,7.0957536231933815,7.738193957953355
2023-07-03,1.7573982140405595,7.98305892554844,7.167925341725361,7.241559854126913,7.864277176229885,7.863772314616139,7.997886807199657,7.964031622385167,7.224299884483117,7.878378631104685
2023-07-04,1.7605308311778867,7.92624000081144,7.116908079506675,7.190018502851988,7.80830367319622,7.807802404903568,7.940962345938448,7.907348123293457,7.172881379967222,7.822304761844152
2023-07-05,1.7484478793624818,7.93570982160094,7.1254109565431225,7.1986087280644755,7.817632590368498,7.817130723188997,7.95044975614865,7.916795373142076,7.181451130719871,7.831650406720907
2023-07-06,1.735917410813173,7.94517964239044,7.1339138335795695,7.207198953276963,7.826961507540775,7.8264590414744255,7.959937166358851,7.926242622990694,7.19002088147252,7.840996051597663
2023-07-07,1.7309947267402306,7.9073003592324405,7.099902325433779,7.1728380524270134,7.789645838851665,7.789145768332712,7.9219875255180465,7.888453623596221,7.155741878461924,7.803613472090642
2023-07-10,1.7381549944826928,7.841011613705941,7.040382186178645,7.112706475939602,7.724343418645723,7.723847540334713,7.855575654046638,7.822322874655893,7.0957536231933815,7.738193957953355
2023-07-11,1.749790429564194,7.878890896863941,7.074393694324436,7.147067376789551,7.761659087334833,7.761160813476427,7.893525294887444,7.860111874050366,7.1300326262039775,7.775576537460376
2023-07-12,1.7412876116200198,7.888360717653441,7.082896571360884,7.155657602002039,7.77098800450711,7.770489131761856,7.9030127050976455,7.869559123898985,7.1386023769566265,7.784922182337131
2023-07-13,1.7694811658559648,8.020938208706438,7.2019368498711485,7.275920754976862,7.9015928449189925,7.901085587757851,8.035836448040461,8.001820621779638,7.2585788874937105,7.915761210611702
2023-07-14,1.768586132388157,8.049347671074939,7.227445480980491,7.301691430614325,7.9295795964358256,7.929070542614137,8.064298678671065,8.030162371325494,7.2842881397516575,7.943798145241968
2023-07-17,1.7560556638388485,8.087226954232937,7.261456989126281,7.336052331464274,7.9668952651249345,7.96638381575585,8.102248319511869,8.067951370719966,7.318567142762253,7.981180724748988
2023-07-18,1.7533705634354255,8.172455341338436,7.337982882454309,7.41336435837666,8.05085551967543,8.050338680324705,8.18763501140368,8.15297661935753,7.395694899536093,8.065291528639785
2023-07-19,1.7524755299676174,8.295563011601935,7.448520283928128,7.525037286138998,8.172131442915038,8.171606818035274,8.310971344136297,8.275790867389567,7.507101659320531,8.186784912037604
2023-07-20,1.7399450614183083,8.191394982917437,7.354988636527205,7.430544808801637,8.069513354019987,8.068995316895561,8.206609831824084,8.171871119054767,7.412834401041393,8.083982818393297
2023-07-21,1.7408400948861165,8.05156455612176,7.229436004494722,7.303702402336568,7.931763495945855,7.931254301924754,8.066519681401273,8.032373972515055,7.286294318402852,7.945985960707616
2023-07-24,1.7332323104097505,8.063816104661745,7.240436572832517,7.314815977080971,7.943832750908779,7.943322782079847,8.078793986194656,8.044596319976801,7.2973814043842555,7.958076857081495
2023-07-25,1.7833541846069856,8.183223348356783,7.347651390617222,7.4231321889864885,8.061463307068415,8.060945786731432,8.198423019117898,8.163718961259798,7.405439448910496,8.075918336882607
2023-07-26,1.7793265340018507,8.228982285999042,7.388737978076406,7.464640849875511,8.106541387070664,8.106020972864135,8.244266950259286,8.209368834295736,7.446849175558645,8.12107724650171
2023-07-27,1.7775364670662352,8.305141307618653,7.457120560011403,7.53372591095719,8.181567221286958,8.181041990660193,8.320567431057613,8.28534633391902,7.515769575147341,8.196237609727083
2023-07-28,1.8204980735210083,8.229156483212261,7.388894388373605,7.464798866941114,8.10671299236393,8.106192567140887,8.244441471029639,8.209542616316833,7.447006815996863,8.121249159500852
2023-07-31,1.8276583412634704,8.191313406681386,7.354915389871365,7.430470809699095,8.069432991575306,8.068914959609893,8.20652810406682,8.17178973725243,7.412760578312766,8.083902311850517
2023-08-01,1.8196030400532008,8.210209170018599,7.371881746018704,7.447611457472335,8.088047600552413,8.087528373588233,8.225458964745176,8.190640463289922,7.429860372034365,8.102550298729065
2023-08-02,1.8066250547699882,8.089547438864331,7.26354053388645,7.338157280019151,7.969181222737758,7.968669626617453,8.104573114254439,8.070266324568616,7.320667074256042,7.983470781318066
2023-08-03,1.8227356571905282,8.008049519758249,7.190364198210305,7.26422922002391,7.888895929704904,7.888389487645385,8.022923819402468,7.9889626525084925,7.2469152188489065,7.903041528527507
2023-08-04,1.8321335086025097,8.049338260223488,7.227437031051555,7.30168289388114,7.929570325610576,7.9290612723840415,8.064289250339726,8.030152982904436,7.284279623365436,7.9437888577931774
2023-08-07,1.8182604898514885,7.9811986653815,7.166255028864439,7.239872382511238,7.8624445952970445,7.86193985132917,7.996023091750997,7.962175796074286,7.222616434888861,7.876542764166433
2023-08-08,1.8115477388429306,7.954483356041312,7.142267564332676,7.215638500059318,7.836126789120319,7.835623734672002,7.969258160899948,7.93552416161044,7.198440312931075,7.8501777674662945
2023-08-09,1.8079676049716993,8.088172151941166,7.262305674657594,7.336909735354432,7.9678263990215,7.967314889876573,8.103195272847847,8.068894315587086,7.319422503064369,7.982113528264047
2023-08-10,1.810205188641219,8.097048061024228,7.270275283079715,7.344961213802009,7.976570241434692,7.976058170962857,8.112087668208996,8.077749069294176,7.327454791133576,7.990873049282718
2023-08-11,1.7676910989203498,8.137043337489603,7.306186724846477,7.381241565870995,8.015970419085521,8.015455819247435,8.152157232642374,8.117649018610209,7.3636486704276365,8.030343875489638
2023-08-14,1.755608147104945,8.00603131247847,7.188552065888534,7.262398472067411,7.886907751790236,7.886401437365422,8.02090186346707,7.986949255545426,7.245088834407285,7.901049785606098
2023-08-15,1.7538180801693295,8.057985729287704,7.235201524991191,7.309527150750498,7.938089127015915,7.937579526909389,8.072952781373301,8.038779841070372,7.292105183760807,7.952322934282407
2023-08-16,1.740392578152213,8.049340594844123,7.22743912728892,7.301685011652688,7.929572625493859,7.929063572119678,8.064291589296726,8.030155311960595,7.284281736089359,7.9437911618003865
2023-08-17,1.7462102956929635,8.152294759724029,7.319880855999841,7.395076373806296,8.030994911939931,8.03047934757713,8.16743698315121,8.132864089686858,7.377450503648952,8.045395308799383
2023-08-18,1.723834458997769,8.245669060936727,7.403720901046535,7.479777689100993,8.122979875689023,8.122458406183739,8.260984719522105,8.226015836969614,7.461949936730393,8.137545211014706
2023-08-21,1.7005635888347668,8.414461066975067,7.5552779055540205,7.632891605210638,8.289260387081612,8.288728242895688,8.4300902429618,8.394405533980752,7.614698911916077,8.304123880403944
2023-08-22,1.710856473714556,8.159477398278852,7.326330090234201,7.401591859598193,8.038070678382168,8.037554659777637,8.174632962872048,8.140029608708607,7.383950460039832,8.052483762815944
2023-08-23,1.6862430533498425,8.15229475972403,7.31988085599984,7.395076373806294,8.030994911939931,8.03047934757713,8.16743698315121,8.132864089686857,7.377450503648952,8.045395308799382
2023-08-24,1.6965359382296314,8.209755868162615,7.37147472987473,7.447200260141493,8.087601043477834,8.087081845181197,8.225004820917915,8.190188241860861,7.429450154775994,8.10210294093189
2023-08-25,1.6934033210923043,8.382139193478366,7.526256351499397,7.60357191914709,8.257419438091542,8.256889337993401,8.397708334218029,8.362160698382874,7.585449108157118,8.27222583732941
2023-08-28,1.717121707989211,8.463893062905145,7.59966250294003,7.677732155753363,8.33795687310206,8.33742160275642,8.479614054797567,8.443719710716293,7.659432586791574,8.352907684214037
2023-08-29,1.7269670761350961,8.506133886192483,7.637590203401774,7.716049479097164,8.37956918557299,8.379031243849072,8.521933336973207,8.485859854682827,7.697658582320503,8.39459461182548
2023-08-30,1.7265195594011922,8.487354766748208,7.620728580881473,7.69901464085636,8.36106948491781,8.360532730815908,8.503119336844318,8.467125494522197,7.680664345938531,8.376061739311254
2023-08-31,1.718016741457018,8.500847401835575,7.632843510994274,7.711254024967927,8.374361360019117,8.373823752621057,8.516637033402244,8.48058597045094,7.692874557965287,8.389377448106714
2023-09-01,1.7283096263368074,8.41041049882921,7.5516409325175085,7.629217270354158,8.285270088260402,8.284738200238989,8.426032151215567,8.390364620202822,7.611033334690462,8.300126426568038
2023-09-04,1.7542655969032328,8.286310322991252,7.440212368154211,7.516644024982992,8.163016427162502,8.16249238743779,8.301701469410238,8.266560232193855,7.498728403168377,8.177653552127753
2023-09-05,1.7421826450878275,8.376222544377876,7.52094383916283,7.5982048325457425,8.251590824158624,8.251061098238983,8.391780695423806,8.356258151379988,7.5800948137930355,8.266386772094418
2023-09-06,1.7377074777487889,8.504845573560296,7.636433437699497,7.714880830196558,8.378300042037454,8.377762181788519,8.520642631405252,8.484574612692516,7.696492718848031,8.393323192585529
2023-09-07,1.7139890908518831,8.513476283656084,7.644182883894202,7.722709884738828,8.386802333834869,8.386263927765809,8.529289372341983,8.49318475183436,7.704303113150455,8.401840729863416
2023-09-08,1.7045912394399017,8.386924609169304,7.5305531383228015,7.6079128459116285,8.262133650494079,8.261603247758478,8.40250263842879,8.36693470822601,7.589779688495515,8.276948502797879
2023-09-11,1.7171217079892105,8.453327110377876,7.590175417903328,7.668147611989416,8.327548133785427,8.32701353164779,8.469028476874184,8.43317894171627,7.649870887406152,8.34248028096117
2023-09-12,1.7148841243196908,8.37841053436771,7.522908418034394,7.600189593101739,8.253746258547789,8.25321639425611,8.393972749426812,8.35844092638278,7.582074843751253,8.268546071398326
2023-09-13,1.7036962059720935,8.271559628802313,7.42696783674451,7.503263435430126,8.14848521190711,8.147962105040262,8.286923377008442,8.25184469569733,7.485379705718061,8.163096280914313
2023-09-14,1.7023536557703818,8.236793003392286,7.389834558394658,7.465748695120947,8.107744498313817,8.10722400687137,8.252092175423817,8.217160935154993,7.44795438029904,8.122282515046612
2023-09-15,1.6947458712940158,8.376006406266521,7.327321192770085,7.402593143511323,8.039158064854632,8.038641976443348,8.391564155853516,8.356042528425219,7.384949357432611,8.053573099083788
2023-09-18,1.7005635888347663,8.324017400986246,7.281841268125306,7.356646013655047,7.989259842383122,7.988746957279218,8.339478585230978,8.304177436869477,7.3391117407313065,8.003585403986028
2023-09-19,1.698326005165247,8.169943671847268,7.147057739315618,7.220477883450881,7.841382321508356,7.840878929671557,8.185118676691028,8.150470936330608,7.203268161844967,7.855442723562471
2023-09-20,1.690270703954977,8.220120996438565,7.190952807686059,7.264823876154682,7.8895417215965855,7.889035238079279,8.23538920157529,8.200528665266177,7.247508457640462,7.90368847839023
2023-09-21,1.6746076182683407,8.200080649211722,7.173421533971195,7.247112507540635,7.870307314264874,7.86980206553542,8.215311631035968,8.180536083409192,7.229839303368461,7.884419581795112
2023-09-22,1.7081713733111321,8.172866407755823,7.149614545474172,7.223060955113862,7.844187517064693,7.843683945143249,8.188046841343446,8.153386706014471,7.2058450768594655,7.858252949121905
2023-09-25,1.6956409047618235,8.194975615141363,7.174695412110346,7.2483994719482885,7.871704947512629,7.871199609059559,8.210197114780682,8.175443216984322,7.231123200347681,7.885819721142503
2023-09-26,1.6862430533498416,8.173925648341035,7.170219473444016,7.243877552953548,7.866794178968359,7.866289155771031,8.18910804938176,8.154443421941915,7.226612059166858,7.880900147086998
2023-09-27,1.6907182206888807,8.047049645899236,7.064575264023914,7.137148083925145,7.7446854835384595,7.7441882993314985,8.061996385100793,8.027869823401318,7.120136975579249,7.758572498253011
2023-09-28,1.6844529864142261,8.039490485580242,6.96433706896925,7.035880164052632,7.7374103551664,7.736913637999571,8.054423184257278,8.020328680040032,7.019110423762528,7.751284324830256
2023-10-09,1.6799778190751873,8.013354541143453,6.941696389562997,7.013006901952078,7.712256456733412,7.711761354366961,8.028238694432742,7.994255029586402,6.996291679171663,7.726085322879713
2023-10-10,1.6678948672597824,7.925536957130922,6.865623004471896,6.9361520317937,7.627738577755512,7.627248901168419,7.940257996411562,7.9066467552895645,6.919619989536906,7.641415894683771
2023-10-11,1.6714750011310135,7.92236674234807,6.862876755270108,6.9361520317937,7.6246874823244095,7.627248901168419,7.937081893212998,7.903484096587449,6.919619989536906,7.641415894683771
2023-10-12,1.6875856035515535,7.918405558976897,6.859445316892473,7.0065913234273465,7.620875138583248,7.704706547317054,7.933113352266392,7.899532354539156,6.989891391922956,7.719017412100397
2023-10-13,1.6719225178649175,7.910052810496963,6.852209615081405,6.999200404309807,7.612836240757738,7.696579219735495,7.924745089236574,7.891199514502722,6.982518088766919,7.710874988669912
2023-10-16,1.6526792983070502,7.943463804416699,6.881152422325679,7.0287640807799665,7.644991832059779,7.72908853006173,7.958218141355844,7.924530874648458,7.012011301391069,7.743444682391857
2023-10-17,1.6580494991138968,7.985227546816364,6.9173309313810165,7.065718676367662,7.685186321187326,7.769725167969518,8.000059456504927,7.966195074830625,7.048877817171252,7.7841567995442835
2023-10-18,1.6455190305645881,7.943463804416697,6.881152422325677,7.028764080779966,7.644991832059778,7.729088530061728,7.958218141355843,7.9245308746484575,7.012011301391068,7.743444682391856
