date,hs300_benchmark_nav,baseline_nav,slope_vol_015_nav,slope_vol_025_nav,slope_downvol_025_nav,slope_downvol_040_nav,slope_r2_020_nav,slope_r2_035_nav,slope_downvol025_r2_020_nav
2016-09-30,1.3384858152303327,1.7669687206940394,1.6803846885179052,1.6838972917297577,1.5938416363528054,1.5309298815633152,1.6755078855002914,1.6830473172944955,1.5644913434410932
2016-10-10,1.353796610226947,1.7142642016947942,1.6302627674534247,1.633670597977143,1.5463010908857924,1.4852658457009975,1.6255314279939865,1.6328459762791692,1.5178262481460512
2016-10-11,1.3570199354893921,1.7112578194631043,1.6274037023150334,1.630805556373091,1.5435892731158793,1.4826610681857015,1.6226806604184032,1.6299823808512772,1.5151643679885425
2016-10-12,1.353796610226947,1.7082501162286032,1.6245433809048864,1.6279392558712271,1.5408762637746287,1.4800551461325009,1.6198286402170088,1.6271175271610225,1.5125013182022573
2016-10-13,1.353796610226947,1.7127636578201064,1.628835752406727,1.6322405999601346,1.54494756986607,1.4839657505553097,1.6241085544223528,1.6314167000768243,1.5164976519604432
2016-10-14,1.3578257668050033,1.70775191339342,1.6240695907317988,1.6274644753077276,1.5404268747091832,1.4796234952501004,1.619356225075104,1.6266429862507035,1.5120602045516343
2016-10-17,1.3453353814130284,1.7127673375149866,1.6288392517912167,1.6322441066595859,1.5449508890255097,1.4839689387016426,1.6241120436509486,1.631420205006212,1.5165009099981883
2016-10-18,1.3622578390408653,1.715774390631326,1.6316989549399359,1.635109787607635,1.5476633119469885,1.486574297482099,1.62696344738523,1.634284439455382,1.5191633841635108
2016-10-19,1.361452007725254,1.715774390631326,1.6316989549399359,1.635109787607635,1.5476633119469885,1.486574297482099,1.62696344738523,1.634284439455382,1.5191633841635108
2016-10-20,1.359437429436226,1.726294467187022,1.6417035324738745,1.6451352782761783,1.557152634443598,1.4956890595980479,1.6369389896903659,1.6443048695951086,1.5284779625773603
2016-10-21,1.3662869956189219,1.721292527405241,1.6369466950020195,1.640368497317754,1.552640783275344,1.4913552991935621,1.6321959574855402,1.6395404947465895,1.5240491962968028
2016-10-24,1.3828065375889529,1.7257975460156803,1.6412309611612397,1.6446617191209847,1.5567044014649414,1.4952585191696413,1.6364677898715438,1.6438315494765696,1.5280379837244062
2016-10-25,1.3791802966687021,1.730799857743262,1.6459881523530115,1.6494288545387268,1.5612165881358544,1.4995926018339012,1.6412111747697222,1.6485962786054873,1.5324670793294046
2016-10-26,1.3751511400906455,1.7357345993275606,1.650681084436603,1.6541315965238383,1.5656678251665854,1.5038681406483225,1.6458904870521438,1.6532966468054027,1.5368363476703413
2016-10-27,1.3731365618016174,1.7341566587827173,1.6491804652689335,1.6526278405269983,1.5642444907800703,1.5025009877931876,1.6443942229730053,1.6517936498537613,1.5354392237179135
2016-10-28,1.371121983512589,1.7278663565947545,1.6431983970189357,1.6466332676211963,1.558570510581667,1.4970509696514784,1.6384295158479287,1.6458021028057388,1.5298697287939567
2016-10-31,1.3683015739079494,1.7343419638410915,1.649356690110466,1.65280443374129,1.5644116397024053,1.5026615390512532,1.644569936375791,1.6519701539297673,1.5356032946243916
2016-11-01,1.376762802721868,1.7398162139421682,1.6545626940103841,1.6580213200457818,1.5693495243614373,1.5074045166494063,1.649760831440392,1.6571844069263892,1.540450249069404
2016-11-02,1.3674957425923382,1.7522479125055277,1.6663852212987755,1.6698685606320323,1.5805631686941377,1.5181755385618707,1.6615490474564003,1.6690256674260417,1.5514573962581815
2016-11-03,1.3779715496952847,1.751751524994903,1.665913157496708,1.669395510048284,1.5801154170882754,1.517745460505621,1.6610783536752514,1.6685528556222384,1.5510178899136324
2016-11-04,1.3735394774594225,1.7418961104758204,1.6565406725947918,1.6600034333107634,1.5712256332341166,1.5092065721791033,1.6517330695464465,1.6591655196875923,1.5422918097512899
2016-11-07,1.3747482244328393,1.7379564981890259,1.652794107028636,1.6562490360865767,1.5676720230200583,1.5057932292596776,1.6479973772418621,1.6554130175562216,1.5388036385986148
2016-11-08,1.3820007062733408,1.7426131768348436,1.6572226016613576,1.6606867878522493,1.5718724416386198,1.5098278499092836,1.6524130195223004,1.6598485292948038,1.5429267073011028
2016-11-09,1.3767628027218677,1.7647701572178658,1.6782938578434126,1.68180209047358,1.591858487490321,1.52902501110196,1.673423122822854,1.680953173625092,1.562544713890612
2016-11-10,1.390864850745065,1.7387229589661024,1.6535230101150715,1.6569794628403842,1.568363386191816,1.5064573031014667,1.6487241649098487,1.656143075615293,1.5394822704480526
2016-11-11,1.4029523204792342,1.7269200453918068,1.6422984564385603,1.6457314458440957,1.5577169186767619,1.496231070532222,1.6375321870700583,1.6449007362377888,1.5290318556228735
2016-11-14,1.4049668987682622,1.696266786781203,1.6131472519949375,1.6165193049880802,1.5300670574815503,1.469672598373287,1.6084655850884606,1.6157033406830745,1.501891161402936
2016-11-15,1.4033552361370398,1.7053411605861142,1.621776968311405,1.6251670604889425,1.5382523267648773,1.4775347805679766,1.6170702562906392,1.6243467310892639,1.5099257004972988
2016-11-16,1.4037581517948456,1.7098370021091422,1.6260525070738183,1.6294515366519953,1.5423076670354348,1.4814300493691546,1.621333386608438,1.6286290445935694,1.5139063624421791
2016-11-17,1.4069814770572906,1.7068218597101255,1.6231851110290152,1.6265781467269662,1.5395879474168566,1.478817681905168,1.6184743123043528,1.6257571050586506,1.5112367259470572
2016-11-18,1.402146489163623,1.6922422326315998,1.609319906840549,1.6126839593175162,1.5264368279838405,1.4661856604691588,1.6046493476337114,1.6118699309653657,1.4983277818962573
2016-11-21,1.4085931396885134,1.7033265137236415,1.6198610420695754,1.6232471292780626,1.5364350744194624,1.4757892583940777,1.615159890439202,1.622427768994763,1.5081419125108364
2016-11-22,1.4226951877117107,1.7063445894954663,1.6227312277476609,1.6261233146677025,1.539157439999829,1.4784041673790504,1.6180217462805115,1.6253025025832366,1.51081414624286
2016-11-23,1.4251126816585442,1.7069352840093597,1.6232929773729445,1.626686238550019,1.5396902584360481,1.478915954527065,1.6185818655991837,1.6258651423206045,1.5113371529281403
2016-11-24,1.4291418382366008,1.6950164377313193,1.6119581718634555,1.6153277392551064,1.5289392172700405,1.4685892760142474,1.6072799558986666,1.6145123764122062,1.5007840901560527
2016-11-25,1.4448555488910206,1.7136534947010178,1.6296819859888216,1.6330886024721767,1.545750220786683,1.4847367194212266,1.6249523320700925,1.6322642745458615,1.5172855222158457
2016-11-28,1.4513021994159105,1.7201685730414682,1.6358778160335592,1.6392973840110954,1.5516269536351466,1.4903814872064787,1.6311301806116272,1.6384699221017232,1.5230540361380795
2016-11-29,1.4625838378344687,1.7181478842564828,1.6339561439321901,1.6373716949297803,1.5498042513530395,1.48863073021455,1.629214085576252,1.636545205043166,1.5212648985744806
2016-11-30,1.4492876211268826,1.7025283580359691,1.61910199716917,1.622486497703146,1.5357151217952845,1.475097723576236,1.6144030484346497,1.6216675213609553,1.5074352176783488
2016-12-01,1.4629867534922743,1.7186212032328616,1.6344062695916752,1.6378227615124055,1.5502311946729712,1.4890408213248019,1.6296629048835731,1.6369960439426268,1.521683979813757
2016-12-02,1.4468701271800488,1.6996884441776938,1.6164012432122572,1.6197800982073942,1.5331534618756926,1.4726371769147242,1.611710132590722,1.6189624879641897,1.5049207302426884
2016-12-05,1.417860199818043,1.6645151724514258,1.5829515128567107,1.5862604459874763,1.5014264571429448,1.442162493301231,1.5783574798549913,1.5854597553317107,1.4737779723139381
2016-12-06,1.415442705871209,1.6626396447912024,1.5811678887742804,1.5844730934946865,1.4997346931405684,1.440537506223018,1.5765790321963684,1.5836733050340446,1.4721173618263619
2016-12-07,1.4218893563960993,1.6628354386323911,1.5813540884330441,1.5846596823771346,1.4999113031578104,1.440707145129803,1.576764691467527,1.5838597997327317,1.4722907196034698
2016-12-08,1.4251126816585442,1.6708245562828319,1.5889517277219252,1.5933633288588076,1.5071176493708844,1.448620141096243,1.5843402809302796,1.5914694777489011,1.479364362311156
2016-12-09,1.4331709948146572,1.642606946129101,1.56109023349488,1.592494151814503,1.4806910758288256,1.4478299212199892,1.556559646175503,1.5635638360020678,1.453424429133122
2016-12-12,1.3952969229809273,1.6443111197389941,1.5440346318539306,1.576173813399563,1.4645138705649712,1.4320117386125095,1.5395535432059697,1.5464812091590672,1.4375451240509152
2016-12-13,1.393282344691899,1.6413863573743848,1.5412882328746325,1.5771327024115176,1.4619089164296755,1.4294645965367219,1.5368151148103846,1.5437304584137692,1.4349881396543618
2016-12-14,1.3836123689045636,1.6488812567572306,1.5483260641405376,1.5843342067160122,1.4685842858125748,1.4359918186464031,1.5438325209218657,1.550779441371416,1.4415405833699846
2016-12-15,1.3678986582501438,1.6417923433575863,1.5416694602534329,1.5775227956811195,1.4622705098632516,1.4298181650838648,1.5371952357932248,1.5441122898607906,1.4353430744131057
2016-12-16,1.3678986582501438,1.647463474077301,1.5469947433631162,1.5829719245090332,1.4673215306227096,1.4347570879338951,1.542505063896137,1.5494460110692903,1.4403010815786084
2016-12-19,1.3638695016720872,1.647463474077301,1.5469947433631162,1.5829719245090332,1.4673215306227096,1.4347570879338951,1.542505063896137,1.5494460110692903,1.4403010815786084
2016-12-20,1.3537966102269463,1.6588057355167318,1.5576453095824838,1.5938701821648615,1.477423572141627,1.4446349336339566,1.5531247201019627,1.5601134534862906,1.4502170959096143
2016-12-21,1.368704489565755,1.7211881734336005,1.6162234237890047,1.6538105992719163,1.5329848004956712,1.4989630849842934,1.6115328292340025,1.6187843867797922,1.504755174730147
2016-12-22,1.3662869956189212,1.7339482175529604,1.6282053107857934,1.6660711391347234,1.5443495972044532,1.5100756613968627,1.6234799424655564,1.6307852594989178,1.515910690852529
2016-12-23,1.355408272858169,1.7311126521931028,1.6255426692309516,1.6633465747207665,1.541824086824724,1.5076061999718475,1.6208250284141001,1.628118398894668,1.5134316872697777
2016-12-26,1.3602432607518364,1.8303574397881208,1.7187351236504163,1.7587063292092624,1.6302169501152486,1.5940373498473832,1.7137470202150722,1.7214585200434203,1.6001968126660793
2016-12-27,1.3582286824628083,1.8218507437085485,1.7107471989858911,1.7505326359673918,1.6226404189760613,1.5866289655723378,1.7057822780607037,1.7134579382306705,1.5927598019178253
2016-12-28,1.350976200622307,1.8020670041928215,1.6921699488577593,1.7315233500512135,1.6050199330566899,1.569399533210006,1.6872589427236926,1.6948512517948175,1.5754637939209681
2016-12-29,1.3517820319379181,1.8020670041928215,1.6921699488577593,1.7315233500512135,1.6050199330566899,1.569399533210006,1.6872589427236926,1.6948512517948175,1.5754637939209681
2016-12-30,1.3529907789113351,1.8020670041928215,1.6921699488577593,1.7315233500512135,1.6050199330566899,1.569399533210006,1.6872589427236926,1.6948512517948175,1.5754637939209681
2017-01-03,1.3683015739079494,1.8020670041928215,1.6921699488577593,1.7315233500512135,1.6050199330566899,1.569399533210006,1.6872589427236926,1.6948512517948175,1.5754637939209681
2017-01-04,1.380389043642119,1.8016164874417733,1.6917469063705448,1.7310904692137008,1.6046186780734257,1.5690071833267034,1.6868371279880117,1.6944275389818688,1.575069927972488
2017-01-05,1.3775686340374793,1.7999950326030756,1.6902243341548113,1.7295324877914084,1.6031745212631596,1.5675950768617093,1.6853189745728225,1.692902554196785,1.5736523650373127
2017-01-06,1.3731365618016174,1.7967376698169129,1.6871656180213672,1.7264026376189645,1.6002733349094758,1.5647582768846802,1.6822691354281842,1.6898389914198002,1.5708046034827619
2017-01-09,1.3779715496952851,1.7967376698169129,1.6871656180213672,1.7264026376189645,1.6002733349094758,1.5647582768846802,1.6822691354281842,1.6898389914198002,1.5708046034827619
2017-01-10,1.3743453087750346,1.7967376698169129,1.6871656180213672,1.7264026376189645,1.6002733349094758,1.5647582768846802,1.6822691354281842,1.6898389914198002,1.5708046034827619
2017-01-11,1.3642724173298935,1.7967376698169129,1.6871656180213672,1.7264026376189645,1.6002733349094758,1.5647582768846802,1.6822691354281842,1.6898389914198002,1.5708046034827619
2017-01-12,1.3574228511471977,1.7967376698169129,1.6871656180213672,1.7264026376189645,1.6002733349094758,1.5647582768846802,1.6822691354281842,1.6898389914198002,1.5708046034827619
2017-01-13,1.3598403450940315,1.7967376698169129,1.6871656180213672,1.7264026376189645,1.6002733349094758,1.5647582768846802,1.6822691354281842,1.6898389914198002,1.5708046034827619
2017-01-16,1.358228682462809,1.7967376698169129,1.6871656180213672,1.7264026376189645,1.6002733349094758,1.5647582768846802,1.6822691354281842,1.6898389914198002,1.5708046034827619
2017-01-17,1.360243260751837,1.7967376698169129,1.6871656180213672,1.7264026376189645,1.6002733349094758,1.5647582768846802,1.6822691354281842,1.6898389914198002,1.5708046034827619
2017-01-18,1.3691074052235612,1.7967376698169129,1.6871656180213672,1.7264026376189645,1.6002733349094758,1.5647582768846802,1.6822691354281842,1.6898389914198002,1.5708046034827619
2017-01-19,1.3642724173298935,1.7951206059140776,1.685647168965148,1.7248488752451074,1.5988330889080573,1.5633499944354838,1.680755093206299,1.6883181363275224,1.5693908793396274
2017-01-20,1.375956971406257,1.7983574875475816,1.6886866529662874,1.7279590460194036,1.60171603362134,1.566168957611025,1.6837857560340188,1.6913624364982107,1.5722207351701423
2017-01-23,1.3763598870640628,1.8053675767044384,1.695269239619529,1.7346947184626573,1.60795960436709,1.5722739640424919,1.6903492387411976,1.6979554534920565,1.5783493317390211
2017-01-24,1.377178905146219,1.8032127179780475,1.693245792559931,1.7326242137632615,1.6060403687333809,1.5703973222353542,1.6883316641183062,1.6959288002092612,1.57646543846727
2017-01-25,1.381273995557002,1.789201950501789,1.68008945618143,1.7191619113178838,1.5935616090510294,1.5581955051630734,1.675213509985448,1.6827516171519759,1.5642164727892276
2017-01-26,1.3870071221320976,1.7838026236047637,1.6750194012401054,1.7139739462893877,1.5887526717170393,1.5534932931520193,1.6701581693291359,1.6776735285298652,1.5594960911286038
2017-02-03,1.3788169413105322,1.801633895571127,1.6917632528844593,1.7311071958850106,1.6046341827103485,1.5690223438673594,1.686853427061165,1.694443911397411,1.5750851470944482
2017-02-06,1.378407432269454,1.8161871087889043,1.7054289545532342,1.7450907095092125,1.6175960743881883,1.581696570728816,1.7004794682072089,1.7081312668522293,1.5878083479834684
2017-02-07,1.3759503780229845,1.827483644674744,1.716036583741125,1.7559450315824277,1.6276573902155562,1.5915345945674844,1.7110563119931699,1.7187557042025132,1.5976843865788484
2017-02-08,1.3853690859677847,1.827483644674744,1.716036583741125,1.7559450315824277,1.6276573902155562,1.5915345945674844,1.7110563119931699,1.7187557042025132,1.5976843865788484
2017-02-09,1.3902831944607241,1.8371514494077774,1.7251148081371106,1.7652343807575883,1.636268068547336,1.599954175082463,1.7201081896172339,1.7278483133650837,1.606136500894328
2017-02-10,1.397654357200133,1.8221324010622542,1.7110116797786175,1.750803267571833,1.6228912784978982,1.5868742577387234,1.7060459912787573,1.7137228381025371,1.5930060419089147
2017-02-13,1.4050255199395418,1.8258949163446831,1.7145447422442366,1.7544184955579691,1.626242381432849,1.5901509892443781,1.709568800110306,1.717261498830182,1.5962954349158058
2017-02-14,1.4066635561038552,1.826432141770603,1.715049205574062,1.7549346907754928,1.6267208639283057,1.590618852720434,1.7100717993894854,1.7177667614999372,1.5967651062464174
2017-02-15,1.4017494476109158,1.8194487247579507,1.7084916644939259,1.7482246463695863,1.6205010488603444,1.5845370747541498,1.7035332895682902,1.7111988297647902,1.5906598278990045
2017-02-16,1.40789208322709,1.8274811439130725,1.7160342354856268,1.7559426287154878,1.627655162899745,1.59153241668276,1.7110539705527659,1.7187533522261216,1.5976822002786375
2017-02-17,1.3997019024055246,1.8620706923783044,1.74851437874403,1.7891781358836045,1.65846251614075,1.6216560586389008,1.7434398501215882,1.7512849614165216,1.62792224192429
2017-02-20,1.4226344087059077,1.8721593106806633,1.757987753861064,1.7988718254743048,1.667447994169376,1.6304421208761082,1.7528857316624944,1.760773347430388,1.6367422540709384
2017-02-21,1.4230439177469856,1.8721593106806633,1.757987753861064,1.7988718254743048,1.667447994169376,1.6304421208761082,1.7528857316624944,1.760773347430388,1.6367422540709384
2017-02-22,1.4271390081577684,1.880806697796971,1.7645182926649565,1.805554239634294,1.6736421976303955,1.6364988556369147,1.7593973175733006,1.7673142341032326,1.6428223924443173
2017-02-23,1.4209963725415944,1.8791139717689538,1.7665828113254787,1.8076667711029706,1.6756003895983727,1.638413589215722,1.7614558445993462,1.7693820240663518,1.6447445246767933
2017-02-24,1.4197678454183598,1.8988724538379371,1.785158052276984,1.8266740011167584,1.6932189698175886,1.6556411581713308,1.7799771765907522,1.7879866981419672,1.662038662066604
2017-02-27,1.4087111013092461,1.9020858387102515,1.7881790028775801,1.829765207474497,1.6960843356361988,1.6584429325827168,1.7829893598054598,1.7910124355452857,1.6648512627144736
2017-02-28,1.4107586465146373,1.8980014596308736,1.7843392177527992,1.8258361236332283,1.692442306850563,1.654881731778669,1.7791607184835305,1.7871665661456129,1.6612763012015286
2017-03-01,1.4123966826789505,1.8859026103264267,1.7745620165596332,1.8158315421338682,1.6816537985893323,1.6443326541750267,1.7678194219254604,1.775774236147117,1.650686461283705
2017-03-02,1.407482574186011,1.8888084695102887,1.774509417382039,1.8157777197005724,1.684244944658037,1.646866294628301,1.7705433347481498,1.7785104060025054,1.6532298918866077
2017-03-03,1.4021589566519939,1.8829967511425647,1.769049388405479,1.810190711332263,1.6790626525206276,1.6417990137217524,1.765095509102771,1.7730380662917284,1.6481430306808027
2017-03-06,1.4091206103503244,1.8960731174699437,1.7813344536027391,1.8227614801609593,1.6907228098297986,1.6532003957614867,1.7773531168048735,1.7853508306409764,1.6595884683938638
2017-03-07,1.4111681555557156,1.8902613991022197,1.775874424626179,1.81717447179265,1.6855405176923892,1.648133114854938,1.7719052911594946,1.7798784909301995,1.654501607188059
2017-03-08,1.4128061917200285,1.8786379623667717,1.764954366673059,1.8060004550560311,1.6751759334175707,1.6379985530418408,1.7610096398687367,1.7689338115086457,1.644327884776449
2017-03-09,1.4001114114466024,1.8769471882006417,1.7633659077430532,1.8043750546464807,1.6736682750774947,1.6365243543441033,1.7594247311928548,1.767341771078288,1.6428479896801502
2017-03-10,1.4013399385698373,1.866966375973873,1.7539890727831196,1.7947801503677105,1.6647684142351327,1.627822009180678,1.7500688537448572,1.7579437941567488,1.6341120180954403
2017-03-13,1.4164917730897333,1.8825128617812392,1.7685947810471871,1.8097255315454936,1.6786311698034848,1.6413771069522942,1.7646419178057808,1.7725824339296525,1.647719493636458
2017-03-14,1.4132157007611073,1.8775260727434082,1.7639097617596449,1.8049315566274924,1.6741844647179127,1.6370290881259306,1.759967369679143,1.7678868513232164,1.6433546737857656
2017-03-15,1.4156727550075767,1.8775260727434082,1.7639097617596449,1.8049315566274924,1.6741844647179127,1.6370290881259306,1.759967369679143,1.7678868513232164,1.6433546737857656
2017-03-16,1.4242724448702204,1.9002587619962628,1.7852668087089676,1.8267852868074042,1.6944551367159735,1.6568498906695002,1.7812766829775832,1.7892920520332203,1.6632520651848695
2017-03-17,1.4083015922681679,1.90246997219204,1.7873442100863741,1.828911000595689,1.6964268663296065,1.65877786145137,1.7833494412995934,1.7913741373301315,1.6651874857698117
2017-03-20,1.4091206103503242,1.9091016757988097,1.793574603847024,1.8352862894866546,1.7023403368876184,1.6645600936481506,1.7895659099402894,1.7976185787674481,1.6709920608836064
2017-03-21,1.4189488273362028,1.9008192390274483,1.7857933691231755,1.8273240930029815,1.6949549124325745,1.65733857480369,1.7818020665132166,1.7898197996838583,1.6637426376259767
2017-03-22,1.4115776645967941,1.9146383538149978,1.7987762362196724,1.8406088919343007,1.707277376354294,1.6693875648058976,1.7947559165060425,1.802831939267165,1.6758381857003204
2017-03-23,1.4156727550075767,1.916293660749132,1.8003313741760585,1.8422001964518233,1.7087534086681453,1.6708308393576032,1.7963075786816964,1.804390583595062,1.6772870371576984
2017-03-24,1.4291865533631598,1.9129837616589573,1.7972217697874133,1.839018274557988,1.7058019814059622,1.6679449134745818,1.793204924353639,1.8012739679774816,1.674389959871496
2017-03-27,1.4226344087059075,1.927884753094887,1.8112210450226849,1.8533431193940688,1.7190891515460158,1.6809371998543334,1.8071729107820698,1.8153048073962748,1.6874324492812414
2017-03-28,1.420586863500516,1.9238365806903386,1.8074178430723464,1.8494514695119655,1.7154794081455997,1.6774075679220795,1.8033782091040098,1.8114930303617043,1.683889178624241
2017-03-29,1.4177203002129684,1.9190149351246986,1.8028879737914631,1.8448162527963965,1.7111799610073901,1.6732035389297935,1.7988584642190373,1.8069529475788428,1.6796689049936036
2017-03-30,1.404206501857385,1.9176373221059442,1.8015937254254966,1.8434919051633767,1.70995154753933,1.6720023877891403,1.7975671085376166,1.8056557810694538,1.6784631125277072
2017-03-31,1.4144442278843419,1.9008438750040753,1.7858165142822726,1.827347776429959,1.6949768802603136,1.657360055096794,1.7818251599421782,1.7898429970283751,1.6637642009203146
2017-04-05,1.4377862432258033,1.9000835374540737,1.7851021876765598,1.8266168373193872,1.6942988895082096,1.6566971110747553,1.7811124298782013,1.7891270598295639,1.6630986952399465
2017-04-06,1.4361482070614904,1.90117241054144,1.7861251688729363,1.8276636091459313,1.6952698344305641,1.657646507700013,1.782133124680424,1.7901523475429335,1.664051760394812
2017-04-07,1.4390147703490381,1.9147813755417367,1.798910603152628,1.8407463837282214,1.707404908406445,1.6695122665239217,1.794889983124808,1.8029666091574141,1.6759633692738014
2017-04-10,1.435329188979334,1.9088040516308578,1.7932949900601332,1.8350001729524823,1.7020749462943567,1.6643005929001506,1.7892869210987354,1.797338334535,1.67073155740803
2017-04-11,1.439014770349038,1.9120669645396284,1.7963604515816034,1.8381369253848796,1.704984476117082,1.6671455511786124,1.7923455312202716,1.8004107077564273,1.6735875087882146
2017-04-12,1.4336911528150205,1.9272873980882026,1.8106598382608599,1.8527688611093365,1.7185564918473673,1.680416361536253,1.8066129583344628,1.8147423352808565,1.6869095984104094
2017-04-13,1.4390147703490384,1.9332550719457597,1.8162663852618086,1.858505794950914,1.723877849035354,1.6856196212060348,1.8122069745319802,1.8203615233703965,1.6921329638101323
2017-04-14,1.4271390081577688,1.9365076567145434,1.819322143638695,1.8616326185806948,1.7267781692860968,1.6884555743016496,1.8152559031957565,1.8234241715695476,1.6949798752108645
2017-04-17,1.4222248996648295,1.9327145672155572,1.8157585885479723,1.8579861888276163,1.7233958825606677,1.6851483510711183,1.8117003127592766,1.8198525817266693,1.6916598726571113
2017-04-18,1.4189488273362034,1.9278353439042135,1.8111746257718344,1.853295620608977,1.7190450935163348,1.6808941196097886,1.8071265952796598,1.815258283483881,1.6873892025718618
2017-04-19,1.4078920832270903,1.9265577105293057,1.8099743068976166,1.8520673869084447,1.7179058316019848,1.6797801414717228,1.805928959154711,1.8140552582491845,1.68627091995064
2017-04-20,1.4156727550075772,1.9229747607512861,1.8066081751665624,1.848622971827322,1.714710925846317,1.6766561406426201,1.8025703508306734,1.8106815368966727,1.683134847781456
2017-04-21,1.4169012821308122,1.9180927373812549,1.8020215817740382,1.8439297118142202,1.7103576399979061,1.6723994677890848,1.7979940086141781,1.806084602106244,1.6788617268703043
2017-04-24,1.4017494476109162,1.9059606888663805,1.7906236900929606,1.8322667487646387,1.699539528098598,1.661821443544455,1.786621591568409,1.794661011584424,1.6682428284598112
2017-04-25,1.4062540470627771,1.907319662619583,1.791900427126895,1.8335731778190163,1.700751320988508,1.6630063429694422,1.7878954750561582,1.7959406272789582,1.6694323064123673
2017-04-26,1.4095301193914032,1.898296484590445,1.783423276242681,1.824898880826665,1.6927053797373735,1.6551389662573552,1.7794372708625492,1.7874443629519585,1.661534529650781
2017-04-27,1.4103491374735595,1.902454501252519,1.7873296753528005,1.828896127839802,1.6964130709384393,1.6587643722229732,1.783334939051593,1.7913595698250766,1.665173944418169
2017-04-28,1.4050255199395423,1.9092441318779738,1.793708439361911,1.8354232375037554,1.7024673645534942,1.6646843021738045,1.789699446328722,1.79775271604144,1.6711167493589902
2017-05-02,1.4029779747341509,1.8927597234750437,1.7782215657994713,1.8197581743102667,1.6877682661713742,1.6504764702918089,1.7742471864007254,1.7822309242056549,1.6566883320992685
2017-05-03,1.39601632103582,1.8927597234750437,1.7782215657994713,1.8195761984928356,1.6877682661713742,1.6503114226447797,1.7742471864007254,1.7822309242056549,1.6566883320992685
2017-05-04,1.3906927035018026,1.8694057297564135,1.75628081190295,1.7971251865745599,1.6669435788125884,1.6299489000698228,1.7523554707579045,1.7602407004636629,1.6362471274277426
2017-05-05,1.3816835045980809,1.8704953651544498,1.757304509279651,1.798172691237044,1.6679152034851201,1.6308989613594809,1.753376880139767,1.7612667059721296,1.6372008598153143
2017-05-08,1.3698077424068111,1.865592719858086,1.7526985418727297,1.7934596066440673,1.6635435291257854,1.6266243080934495,1.7487812072103872,1.7566503534846891,1.6329096890141968
2017-05-09,1.3710362695300458,1.8672280093130385,1.7542348736844517,1.7950316676579265,1.6650017119124554,1.6280501292546712,1.7503141052736837,1.758190149265684,1.6343410196400678
2017-05-10,1.3661221610371064,1.8590533518479686,1.7465548961272779,1.78717308319536,1.6577123939471328,1.6209225839970804,1.7426512927004316,1.75049285565343,1.6271859330892906
2017-05-11,1.3730838147354372,1.86178123644349,1.7491177059528498,1.7897954941758374,1.6601448406000265,1.62330104706971,1.7452083745679303,1.7530614438495464,1.6295735866961714
2017-05-12,1.3841405588445503,1.866144253621534,1.7532167002106667,1.793989815363214,1.6640353301569069,1.627105194525311,1.749298207448646,1.7571696801148842,1.6333924336221528
2017-05-15,1.3898736854196463,1.8721398978098762,1.7588495249502993,1.799753638063176,1.669381628406407,1.6323328417366372,1.7549184426533002,1.7628152051915584,1.6386402807984488
2017-05-16,1.4062540470627771,1.8759522554199617,1.7624311821647436,1.8034185909261409,1.6727810964497072,1.6356568649779917,1.7584920947547034,1.7664049379730393,1.6419771482793475
2017-05-17,1.3968353391179769,1.8819400609505001,1.7680566425938509,1.8091748780498802,1.6781204049911496,1.6408776776046894,1.7641049821082908,1.772043082134868,1.6472181344617405
2017-05-18,1.3906927035018026,1.8944500671360096,1.7798096202758336,1.8212011850426977,1.6892755406312645,1.6517852459818307,1.77583169152693,1.783822559270447,1.6581678503844635
2017-05-19,1.3931497577482723,1.890648949122408,1.7762385225067383,1.8175470371973952,1.685886094903018,1.6484710226290904,1.7722685752701937,1.7802434097427098,1.6548408206595786
2017-05-22,1.3943782848715074,1.8939086886898604,1.7793010027179568,1.8206807389856665,1.688792795066644,1.6513132140474163,1.7753242107447973,1.7833127949319212,1.657693994488302
2017-05-23,1.4005209204876814,1.9009684200025396,1.7859335225847193,1.8274675058980148,1.6950879366683262,1.6574686468166253,1.781941906727502,1.7899602691495886,1.6638732122455346
2017-05-24,1.4005209204876814,1.88414929163434,1.7701321842471875,1.8112986888640257,1.6800903694798228,1.6428039224352295,1.7661758848627704,1.7741233035145867,1.6491518224261663
2017-05-25,1.430415080486395,1.8889728769507328,1.774663875897058,1.8159357703299148,1.6843915462880608,1.6470096427107694,1.7706974480436801,1.7786652127753333,1.6533737938752848
2017-05-26,1.4279580262399256,1.911761155127054,1.796073147870668,1.8378429400884404,1.7047117867653183,1.6668789136543327,1.7920588696418864,1.8001227562614524,1.6733198409593966
2017-05-31,1.4287770443220824,1.911761155127054,1.796073147870668,1.8378429400884404,1.7047117867653183,1.6668789136543327,1.7920588696418864,1.8001227562614524,1.6733198409593966
2017-06-01,1.4320531166507082,1.9100405700874394,1.7944566820375842,1.8361888814423608,1.7031775461572296,1.6653787226320438,1.7904460166592087,1.798502645780817,1.671813853102533
2017-06-02,1.4283675352810041,1.9067390955694632,1.7913549924179297,1.8330150583847722,1.700233631061243,1.6625001421968137,1.7873512594103917,1.795393962777667,1.6689241496474043
2017-06-05,1.418948827336204,1.9254555529492865,1.808938845104241,1.8510078442339482,1.716923040936691,1.678819161997519,1.8048958116500033,1.8130174617987977,1.6853062271899557
