date,current_default_nav,probe_50_d1_nav,probe_50_d2_nav,probe_50_d3_nav,probe_60_d1_nav,probe_60_d2_nav,probe_60_d3_nav,probe_70_d1_nav,probe_70_d2_nav,probe_70_d3_nav
2016-01-26,1.5474211597986802,1.499930590322174,1.440583850334001,1.4446028053928959,1.5094997786033826,1.4616292169289238,1.4649604572315258,1.519034543654439,1.482836923780654,1.4854241688962333
2016-01-27,1.5448193587733776,1.4974086389302914,1.4381616832884625,1.4421738809618023,1.5069617377818552,1.4591716646516157,1.4624973038776266,1.516480471281754,1.4803437133161217,1.4829266082927928
2016-01-28,1.5357130551848188,1.4885818090587024,1.429684098629078,1.433672645452975,1.4980785949065096,1.4505702316810378,1.4538762671389795,1.5075412179773564,1.4716174766902583,1.4741851461807511
2016-01-29,1.5370139556974698,1.4898427847546434,1.430895182151847,1.4348871076685215,1.499347615317273,1.4517990078196916,1.4551078438159288,1.5088182541636987,1.4728640819225243,1.4754339264824712
2016-02-01,1.5500229608239826,1.5024525417140566,1.4430060173795394,1.4470317298239894,1.5120378194249098,1.4640867692062316,1.4674236105854248,1.5215886160271241,1.4853301342451866,1.4879217294996738
2016-02-02,1.5539256623619362,1.5062354688018802,1.4466392679478468,1.4506751164706295,1.5158448806572005,1.4677730976221934,1.4711183406162733,1.5254197245861514,1.489069949941985,1.4916680704048344
2016-02-03,1.5604301649251928,1.512540347281587,1.4526946855616933,1.4567474275483636,1.522189982711019,1.4739169783154638,1.4772762240010215,1.5318049055178644,1.4953029761033163,1.497911971913436
2016-02-04,1.5747400705643564,1.526411079936941,1.4660166043121547,1.470106511919378,1.5361492072294192,1.4874335158406573,1.4908235674474666,1.545852303567632,1.5090156336582443,1.5116485552323584
2016-02-05,1.5942535782541256,1.545325715376061,1.4841828571536935,1.48832344515258,1.5551845133908744,1.5058651579204674,1.5092972176017105,1.5650078463627701,1.5277147121422376,1.5303802597581624
2016-02-15,1.6566968028613862,1.6058525487812432,1.5423148662466164,1.5466176314988254,1.6160974931075303,1.564846412575859,1.5684128980952903,1.6263055833072115,1.5875517632910154,1.5903217142407342
2016-02-16,1.633931043889989,1.5837854741022703,1.5211209045981549,1.5253645427267566,1.5938896359191659,1.543342830149414,1.5468603062486725,1.6039574500462173,1.5657361717263567,1.5684680589606297
2016-02-17,1.6475904992728272,1.5970257189096537,1.5338372815872316,1.5381163959899977,1.6072143502321843,1.5562449796052809,1.559791861356643,1.6173663300028136,1.5788255266651516,1.5815802521286921
2016-02-18,1.6501923002981298,1.5995476703015363,1.53625944863277,1.5405453204210913,1.6097523910537117,1.558702531882589,1.5622550147105423,1.6199204023754987,1.581318737129684,1.5840778127321327
2016-02-19,1.6742589597821782,1.6228757206764504,1.5586644938040009,1.5630128714087068,1.6332292686528396,1.5814348904476878,1.5850391832341095,1.6435455718228356,1.6043809339266089,1.6071802483139572
2016-02-22,1.6619004049119914,1.6108964515650084,1.5471592003376935,1.5514754803610127,1.621173574750585,1.569761517130475,1.5733392048030888,1.6314137280525818,1.59253818422008,1.595316835447615
2016-02-23,1.6632013054246426,1.6121574272609496,1.5483702838604627,1.5526899425765595,1.6224425951613486,1.5709902932691289,1.5745707814800383,1.6326907642389241,1.5937847894523463,1.596565615749335
2016-02-24,1.6762103105511552,1.6247671842203624,1.560481119088155,1.5648345647320272,1.6351327992689852,1.5832780546556686,1.586886548249534,1.6454611261023493,1.6062508417750083,1.6090534187665375
2016-02-25,1.7002769700352036,1.6480952345952764,1.5828861642593857,1.5873021157196425,1.6586096768681131,1.6060104132207675,1.6096707167731013,1.6690862955496861,1.6293130385719332,1.632155854348362
2016-02-26,1.6989760695225526,1.6468342588993352,1.5816750807366167,1.586087653504096,1.6573406564573496,1.6047816370821137,1.608439140096152,1.6678092593633438,1.6280664333396673,1.630907074046642
2016-02-29,1.6827148131144118,1.631072062700069,1.5665365367020012,1.570906875809761,1.6414779013228038,1.5894219353489387,1.5930444316342822,1.651846307034062,1.6124838679363396,1.6152973202751388
2016-03-01,1.7080823731111114,1.6556610887709242,1.5901526653960012,1.5945888890129232,1.6662237993326952,1.6133830700526914,1.617060176834799,1.6767485126677413,1.6367926699655306,1.6396485361586837
2016-03-02,1.687918415165017,1.6361159654838342,1.5713808707930783,1.5757647246719482,1.6465539829658584,1.5943370399035546,1.5979707383420807,1.6569544517794321,1.6174702888654044,1.62029244148202
2016-03-03,1.6991964030423803,1.6470478303529565,1.581880201952868,1.5862933469695428,1.6575555904443204,1.6049897548967171,1.608647732237927,1.6680255509822244,1.628277570867856,1.6311185799663441
2016-03-04,1.716857137533306,1.6641665544590323,1.5983216010713692,1.6027806144657488,1.6747835278001038,1.6216713450125713,1.6253673418355086,1.6853623087150162,1.645201204772176,1.6480717421272475
2016-03-07,1.7158209355642176,1.6631621536717316,1.597356940731228,1.6018132629066597,1.6737727191827971,1.6206925920318018,1.6243863581512623,1.684345115318583,1.6442082504426265,1.6470770552968426
2016-03-08,1.7225572653980674,1.6696917446110244,1.6036281797586367,1.608101997498668,1.6803439673064293,1.6270554470552565,1.6307637149367564,1.6909578707732127,1.6506634281718089,1.6535434959820399
2016-03-09,1.6954033673722997,1.6561944306709238,1.5906649049174852,1.595102557585285,1.6641790366029856,1.611403152606002,1.6150757469025094,1.6720932724198359,1.6322483611099485,1.6350962984198225
2016-03-10,1.6856460570920164,1.647074810450849,1.5819061145474609,1.586319331855348,1.6549326455885442,1.602449991135279,1.6061021800293893,1.662719710517321,1.6230981651815835,1.6259301372835897
2016-03-11,1.6807663221119005,1.6443609463879587,1.5792996281098706,1.5837055738161414,1.6517929657503256,1.5994098795377873,1.603055139627957,1.6591504793144383,1.6196139864713273,1.622439879398877
2016-03-14,1.6655712942626957,1.6299027833630395,1.5654135214502811,1.5697807275589957,1.6371875394368185,1.58526763312734,1.5888806612255202,1.6443977150534335,1.6052127711300217,1.6080135369020139
2016-03-15,1.6586412347972788,1.6261853123721404,1.5618431371217474,1.5662003825369861,1.6328377715244362,1.5810558088145998,1.5846592376253987,1.6394104510630407,1.600344350444996,1.6031366218253014
2016-03-16,1.6669418700330945,1.6347324715603,1.5700521166386274,1.5744322635460286,1.6413377713725814,1.5892862493208153,1.5929084363603119,1.6478622111007217,1.6085947104563336,1.611401377016108
2016-03-17,1.680323726805263,1.6478557580938602,1.582656162962859,1.5870714727632258,1.6545140838560048,1.6020447031941745,1.6056959683851266,1.6610909004063548,1.621508168571923,1.6243373664572254
2016-03-18,1.680323726805263,1.6478557580938602,1.582656162962859,1.5870714727632258,1.6545140838560048,1.6020447031941745,1.6056959683851266,1.6610909004063548,1.621508168571923,1.6243373664572254
2016-03-21,1.7159063850981016,1.664978295416373,1.5991012244228398,1.6035624128181476,1.6752754154139362,1.6221476334612444,1.6258447158065954,1.6855181911418207,1.6453533726206298,1.6482241754772646
2016-03-22,1.704247972351913,1.6532524878040582,1.5936688237222063,1.5981148567523664,1.663560283762824,1.6155348018486166,1.6192168127032456,1.6738151354961979,1.637528035394454,1.6403851846488675
2016-03-23,1.70742753946451,1.6563369140872748,1.5962429259314181,1.5996056355366504,1.6666639410086503,1.6182251495428892,1.6210293688368689,1.6769379249280938,1.6403370375439754,1.642527478733297
2016-03-24,1.6809311468595363,1.6306333617271371,1.5714719308052323,1.5743887612207557,1.6408001306267657,1.5931130274208705,1.5955545552200368,1.6509146796622949,1.6148817762537213,1.6167956697602848
2016-03-25,1.6873713552780052,1.63688086253837,1.5774927644229968,1.5804207701896538,1.6470865837239255,1.5992167753048556,1.6016676574121478,1.6572398849736483,1.6210689274821888,1.6229901537537474
2016-03-28,1.6831347226088098,1.6327710008199527,1.573532013661009,1.5764526678243287,1.6429510975976669,1.5952014801452044,1.5976462086057777,1.6530789060549227,1.6169987661891774,1.618915168667822
2016-03-29,1.6863141978817429,1.6358553380115846,1.5765044472169212,1.5794306185545754,1.6460546651964347,1.5982148477582296,1.6006641943599327,1.65620160528714,1.6200533093130296,1.6219733319144203
2016-03-30,1.6984964441483401,1.647673060123643,1.5878934074952058,1.5908407180368698,1.6579460691381755,1.6097606479933104,1.6122276891287675,1.668166312604487,1.6317568746414,1.633690767841874
2016-03-31,1.6868647175269351,1.636389384692446,1.5770191180119701,1.5799462446370842,1.646592041582988,1.5987366062016053,1.6011867524250063,1.6567422942769232,1.6205821972119492,1.6225028466301943
2016-04-01,1.6905984761439876,1.637873761713294,1.5784496399660433,1.5813794218024047,1.6485159732937749,1.6006046220647878,1.603057631118748,1.6591109865942002,1.6228991903938774,1.6248225858200787
2016-04-05,1.706879480418751,1.6532335983649622,1.5860501275148078,1.5889940167194399,1.6640588312588156,1.6098532228632982,1.6123204058745135,1.6748374929559446,1.633839517337508,1.6357758788030843
2016-04-06,1.703728318301055,1.65018147479875,1.5827262544629608,1.5875272530116988,1.660986722647261,1.6065598099069371,1.610534450963391,1.6717454852766414,1.630578574748843,1.6336619530520156
2016-04-07,1.6827205708497472,1.629833984357335,1.5632105176631708,1.567560329630031,1.6405059985702293,1.5867501944950142,1.590357691248621,1.6511321007479527,1.6104727970084134,1.6132761281270103
2016-04-08,1.6685403413201143,1.61609942830938,1.5500373953233124,1.5543505515713507,1.6266815098182328,1.5733787040919662,1.5769558005920314,1.6372180661910878,1.5969013970336232,1.599681104575378
2016-04-11,1.6789738733990112,1.6262050426660648,1.5597299178755692,1.5640700446756288,1.636853294877627,1.5832171819368643,1.5868166463414737,1.647455737280442,1.6068869643826291,1.6096840536844101
2016-04-12,1.6862259009277687,1.6332291446629255,1.566466892453358,1.5708257656553306,1.6439233900965353,1.590055605553406,1.593670617201105,1.6545716278541174,1.6138276253934603,1.6166367962224992
2016-04-13,1.6743246517612664,1.6217019424144414,1.5554108929055475,1.5597390015248902,1.632320708708819,1.5788331187324691,1.5824226159136097,1.6428937920457107,1.6024373575349102,1.605226701458213
2016-04-14,1.6789962185204788,1.6236407222758829,1.5572704203788525,1.5616037033459653,1.6347928832913103,1.5812242855450336,1.5848192190743424,1.645905991545411,1.6053753813012899,1.608169839408121
2016-04-15,1.6805408332569278,1.6247281283897896,1.5579867361195974,1.5623220123171457,1.6359695732194492,1.5820970864386186,1.5856940042918628,1.6471730514660412,1.606409201694032,1.6092054593599014
2016-04-18,1.6568567406313708,1.6018306118744925,1.5356458077523458,1.5513130030391755,1.6129136294792243,1.559488414973849,1.5722855623438066,1.6239592155691547,1.5835322908485714,1.593330331972834
2016-04-19,1.6589162269466367,1.603821700267127,1.537554627898713,1.5528529873114592,1.6149184941522874,1.56142687167363,1.5739250780159633,1.6259778099949709,1.5855006342803284,1.595071557820705
2016-04-20,1.630083418532915,1.5759464627702433,1.5108311458495733,1.5258636119888516,1.5868503887294048,1.5342884778766954,1.5465694590312042,1.5977174880335436,1.5579438262357292,1.5673484022533681
2016-04-21,1.644689041371609,1.5900670159808958,1.524368262808343,1.53953542053964,1.6010686416210735,1.5480357736155783,1.5604267929293572,1.6120331106376962,1.5719030749902199,1.581391916444038
2016-04-22,1.6276534199225203,1.5735971672243536,1.508578919035157,1.523588975970456,1.5844848384786163,1.5320012827388292,1.5442639563841638,1.5953357379761026,1.5556213675874273,1.5650119240117162
2016-04-25,1.6206203495895215,1.5667976732919024,1.502060368150437,1.517005566815028,1.5776382990530913,1.5253815241097106,1.5375912108936147,1.5884423119478106,1.548899546863284,1.5582495268091963
2016-04-26,1.61810581064524,1.5643666450943976,1.4997297857328258,1.5146517955709395,1.5751904506449406,1.5230147568108592,1.5352054991622048,1.5859777001371855,1.5464962892265683,1.555831761833542
2016-04-27,1.6321927014957853,1.5779856940062182,1.5127861196622525,1.5278380373979077,1.5889037293446866,1.5362738048297333,1.5485706772349732,1.599784890375457,1.5599597625567958,1.5693765078362902
2016-04-28,1.6382169421472115,1.5838098626576829,1.5183696439793448,1.533477116659353,1.5947681952430752,1.5419440195649756,1.5542862783504885,1.6056895174218253,1.5657173995120226,1.5751689009447978
2016-04-29,1.6617902131096056,1.6066002380254325,1.540218361397494,1.5555432244229934,1.6177162565293899,1.5641319625943073,1.5766518214296998,1.628794732062109,1.5882474317438071,1.5978349364118951
2016-05-03,1.6827812473804635,1.6268941357689115,1.5596737512256726,1.5751921914683364,1.638150567138182,1.5838894189639194,1.5965674233846012,1.6493689813092092,1.608309504565834,1.6180181145560453
2016-05-04,1.6703254276367148,1.6148519882058552,1.5481291638738912,1.5635327377935153,1.6260251003199868,1.5721655890678135,1.584749751856958,1.6371604766363062,1.5964049190398102,1.6060416666318704
2016-05-05,1.669327100896252,1.613886817051156,1.5472038718820353,1.562598239332376,1.6250532511752307,1.5712259308898124,1.583802572326524,1.6361819720555746,1.59545077340273,1.605081761265187
2016-05-06,1.671823290953667,1.6163001057495503,1.5495174477652234,1.5649348348304433,1.6274832373452124,1.5735754276089,1.5861708752384143,1.6386285993035081,1.5978364941853882,1.6074818835250229
2016-05-09,1.6654185858311963,1.610108108292188,1.5435812926770869,1.5589396161926803,1.621248397644532,1.567547107118131,1.58009430196376,1.6323510620538628,1.5917152302727755,1.6013236684137722
2016-05-10,1.6573098061998086,1.6022686306113647,1.536065728330719,1.5513492734921168,1.6133546788545026,1.5599148552857207,1.572400958920491,1.6244032853472337,1.5839653059306236,1.5935269614140048
2016-05-11,1.664794833551859,1.6095050715475094,1.543003172342751,1.5583557436772526,1.6206411885068377,1.5669600108233304,1.5795025063450474,1.6317396946148914,1.5911190822464563,1.6007239217214826
2016-05-12,1.6591810630378214,1.604077740845401,1.5378000893337274,1.553100891038401,1.6151763062675866,1.5616761441701232,1.5741763457766302,1.6262373876641483,1.5857537500095817,1.5953262014908745
2016-05-13,1.672903613183247,1.617344549228333,1.550518736689119,1.5659460863778163,1.6285349072968673,1.5745922626557407,1.5871958493883167,1.6396874713215208,1.5988690065886084,1.6085206287212501
2016-05-16,1.681012392814635,1.6251840269091564,1.558034301035487,1.57353642907838,1.636428626086897,1.582224514488151,1.594889192431586,1.6476352480281502,1.6066189309307606,1.6163173357210177
2016-05-17,1.672903613183247,1.617344549228333,1.550518736689119,1.5659460863778163,1.6285349072968673,1.5745922626557407,1.5871958493883167,1.6396874713215208,1.5988690065886084,1.6085206287212501
2016-05-18,1.6722798609039098,1.6167415124836544,1.5499406163547833,1.5653622138623884,1.6279276981591728,1.57400516636094,1.5866040537696038,1.6390761038825494,1.5982728585622892,1.6079208820289603
2016-05-19,1.6467060174510713,1.5920170059518268,1.5262376826470079,1.5414234407298417,1.603032123513695,1.5499342182741074,1.56234043340237,1.6140100388847187,1.5738307894831942,1.5833312676450786
2016-05-20,1.645458512892396,1.5908109324624693,1.5250814419783358,1.5402556956989857,1.6018177052383058,1.5487600256845055,1.5611568421649438,1.6127873040067755,1.5726384934305553,1.5821317742604988
2016-05-23,1.6435872560543834,1.589001822228433,1.5233470809753278,1.5385040781527017,1.599996077825222,1.546998736800103,1.5593814553088048,1.6109532016898611,1.570850049351597,1.5803325341836294
2016-05-24,1.6361022287023332,1.5817653812922885,1.5164096369632962,1.5314976079675664,1.5927095681728873,1.5399535812624936,1.5522799078842489,1.6036167924222036,1.5636962730357646,1.573135573876152
2016-05-25,1.609904632970157,1.5564378380157822,1.4921285829211846,1.5069749623195916,1.5672067843897148,1.51529553688086,1.527424491898302,1.577939359985401,1.5386580559303502,1.5479462127999803
2016-05-26,1.609099680653672,1.5556596190967744,1.491382518629724,1.506221474838432,1.56642318099752,1.5145378891124197,1.5266607796523528,1.5771503903054085,1.537888726902385,1.5471722396935805
2016-05-27,1.6029931256293934,1.5497558698279885,1.4857227018254848,1.5005053439949316,1.5604785838659234,1.5087901973644091,1.5208670813709835,1.571165083269582,1.5320524184095314,1.5413007001442798
2016-05-30,1.5900697701979627,1.5372617139782125,1.4737447823689072,1.4884082466479958,1.5478979813293299,1.4966263074011612,1.508605827381636,1.558498326009114,1.519700988059563,1.5288747100035818
2016-05-31,1.6010271813003452,1.547855216784014,1.4839005803993275,1.4986650928269327,1.5585647802609652,1.5069397854787887,1.5190018581419795,1.5692381735180259,1.5301734772490105,1.5394104166974203
2016-06-01,1.6025188215313704,1.549297317917664,1.4852830964680226,1.500061364652548,1.5600168592487862,1.508343766645384,1.520417077264472,1.5707001966610552,1.531599104712286,1.5408446500049024
2016-06-02,1.603513017000331,1.5502584950051659,1.4862045594204647,1.5009919959761011,1.560984686691515,1.5092795363338805,1.5213603371805724,1.5716746519982623,1.5325493019079197,1.5418005830952504
2016-06-03,1.6000338721358593,1.54689489656579,1.4829799389118423,1.4977352911417476,1.5575978156161672,1.5060048500094056,1.5180594391223736,1.5682645868873788,1.529224127134311,1.5384553358014366
2016-06-06,1.6234065502991493,1.569491341053309,1.5046427383302903,1.5196136310589698,1.5803506042203506,1.5280039884555414,1.5402346663605249,1.5911731915753995,1.551562443832155,1.5609284984378522
2016-06-07,1.6253885804254207,1.571407545666575,1.5064797687624372,1.5214689395745702,1.5822800669954384,1.5298695408260328,1.5421151512641318,1.5931158677345147,1.5534567589104697,1.5628342486076352
2016-06-08,1.6357910673401432,1.581464553958841,1.5161212392825167,1.5312063407878473,1.5924066594242092,1.5396607058873193,1.5519846882322221,1.6033118092880156,1.5633988821674967,1.572836387798724
2016-06-13,1.6743675460257161,1.6187598631678481,1.5518755723631026,1.5673164222939557,1.6299600137507668,1.5759701647109663,1.5885847806531184,1.6411223372168038,1.6002681528580684,1.6099282209803722
2016-06-14,1.6709253807328586,1.615432016165741,1.5486852261056747,1.5640943327327053,1.626609141475802,1.5727302847835134,1.585318967594507,1.6377485174339792,1.5969783211194468,1.6066185300708677
2016-06-15,1.6773212673576732,1.6216154879979543,1.5546132078323949,1.570081296685749,1.6328353965627906,1.5787503050123497,1.5913871741690313,1.6440174112806163,1.6030911567983728,1.6127682660711389
2016-06-16,1.700422834996006,1.6439498258546295,1.5760247304018082,1.591705859599809,1.655324265028271,1.6004942652572085,1.613305180670407,1.6666602884469721,1.6251703610092223,1.6349807520800308
2016-06-17,1.670051580903171,1.6145872362390765,1.5478753509895178,1.5632763995219727,1.6257585165423498,1.5719078354564313,1.584489935095595,1.6368920672345233,1.5961431914355608,1.6057783591008554
2016-06-20,1.671035773363372,1.6155387425293097,1.5487875427249078,1.5641976673817282,1.6267166062758558,1.5728341899819307,1.5854237044864434,1.6378567181765402,1.5970838283071254,1.6067246741559427
2016-06-21,1.6685756544478574,1.6131603270084716,1.5465073991213378,1.5618948368077397,1.6243217345698922,1.5705186446157446,1.583089624685948,1.6354454458641714,1.594732582332437,1.6043592348123197
2016-06-22,1.650364061759193,1.5955535623774053,1.529628114824143,1.544847607025472,1.6065931492663266,1.5533772906774603,1.5658110653604669,1.6175954513222908,1.5773269464780708,1.5868485292996186
2016-06-23,1.6533254626924432,1.598416611760363,1.5323728680769118,1.547619670021256,1.6094760080014587,1.5561646592738163,1.5686207450291512,1.620498052505972,1.5801572901577325,1.589695958436306
2016-06-24,1.7145003548592055,1.6575598150004331,1.5890723788987056,1.6048833295759404,1.6690284212777529,1.613744492992564,1.626661467859025,1.6804582937624406,1.63862487806659,1.6485164877451017
2016-06-27,1.7257469882030232,1.6684329346425033,1.5994962404929072,1.6154109064972226,1.6799767717060985,1.6243301966186112,1.6373319031562104,1.6914816208944292,1.6493737899227128,1.659330285739579
2016-06-28,1.7203769127093222,1.6632412055672368,1.5945190244687426,1.6103841681743176,1.6747491212142267,1.6192757037861347,1.6322369523967428,1.6862181703060732,1.6442413679455843,1.6541668817386923
2016-06-29,1.7267283219717209,1.6693816771816845,1.6004057826705442,1.616329498436658,1.6809320785662425,1.62525386044903,1.6382629603147145,1.6924434699053574,1.6503116946146061,1.6602738521221083
2016-06-30,1.7208708690067285,1.6637187570046725,1.5949768443265029,1.6108465432476151,1.6752299768156291,1.619740631805811,1.6327056018627637,1.686702318912039,1.6447134641311079,1.6546418277474186
2016-07-01,1.7404123409046048,1.6826112340182104,1.6130887176474569,1.6291386260666088,1.6942531703067931,1.6381337120818174,1.6512459067810066,1.7058557874021687,1.663390125185826,1.673431231043344
2016-07-04,1.7603862823957424,1.701921817809602,1.6316014223146493,1.6478355284231463,1.7136973634439738,1.6569338470560242,1.670196524605505,1.7254331386361752,1.6824801168254673,1.6926364600070323
2016-07-05,1.7631838766531194,1.7029343049327634,1.632572075262945,1.6488158391731216,1.7150577221352152,1.6582491460158855,1.6715223516778899,1.7271459709005976,1.6841503097548933,1.6943167351076538
2016-07-06,1.7719477604761853,1.7109708693191596,1.6366294149964347,1.6529135486212063,1.7232376790187014,1.6631945302351312,1.6765073204806569,1.7354703691460247,1.6900100436689207,1.7002118414864065
2016-07-07,1.7741387314319517,1.713086443809817,1.6382434047927847,1.653935442623445,1.7253684211256797,1.6649179802209901,1.6777510971635483,1.7376162366812902,1.691845885645724,1.7016834313337517
2016-07-08,1.7628823771100461,1.7022174471220481,1.6278492637354005,1.6438529710457628,1.7144214991404176,1.654354597341032,1.6674400137857486,1.726591606144199,1.6811116536437454,1.6911406446798138
2016-07-11,1.7754571210894323,1.7143594645775144,1.6394608085521691,1.6555786712507534,1.7266505688187859,1.6661552062658243,1.679333961757883,1.738907485913678,1.6931031222294075,1.7032036506500954
2016-07-12,1.764352970502061,1.703637433935697,1.6292072127406938,1.6452242703156703,1.7158516665528898,1.6557346570492057,1.6688309893254067,1.7280319258386228,1.6825140340414328,1.6925513912442618
2016-07-13,1.7512971211828268,1.6910308671069845,1.6171514142497039,1.6330499488909294,1.7031547169134438,1.643482560923045,1.6564819830323512,1.7152448447841127,1.6700637760300263,1.6800268588527316
2016-07-14,1.741608063804222,1.6816752329874438,1.6082045184585576,1.6240150944019063,1.6937320075529267,1.6343899879718802,1.647317490733417,1.7057552467493458,1.6608241424143693,1.6707321044469075
2016-07-15,1.7430634465873454,1.683080532625038,1.6095484219558769,1.6253722100796797,1.6951473824896006,1.6357557734771493,1.648694079165785,1.7071806689611142,1.6622120177422923,1.672128259408841
2016-07-18,1.738213183083798,1.6783971780994726,1.6050696785208693,1.6208494352342406,1.690430450642673,1.6312041052379085,1.644106408684628,1.7024302531866138,1.6575867321277051,1.6674753807739642
2016-07-19,1.7277321408261734,1.6730002390006253,1.59990852631124,1.6156375427188674,1.684043186499335,1.6250406268836877,1.6378941791853125,1.6950393483998012,1.65039051032061,1.660236228538161
2016-07-20,1.724060578899706,1.6690276252728162,1.5982085627890514,1.6139208665198643,1.680128374023227,1.6229686260843823,1.635805789521506,1.6911835455493072,1.6479354667563808,1.6577665389450107
2016-07-21,1.742639109892368,1.6870131194272788,1.6158351704891636,1.631720764878265,1.6982334901951668,1.6407862069931438,1.6537643018041115,1.7094077925971225,1.6659437753024824,1.6758822794779122
2016-07-22,1.7189527530588793,1.6640828440175877,1.5938723623465922,1.6095420360352595,1.675150704891543,1.6184842585485768,1.6312859520708516,1.6861731235715305,1.643299879327497,1.6531032970384065
2016-07-25,1.7341796967375505,1.6788237353523892,1.607991310438245,1.6237997902914774,1.6899896383010153,1.6328212254057983,1.6457363197565185,1.7011096965165537,1.6578566695971304,1.6677469286066602
2016-07-26,1.7443309925233312,1.688650996242257,1.617403942499347,1.6333049597956226,1.699882260573997,1.6423792033106128,1.6553698982136298,1.711067411813236,1.6675611964435526,1.6775093496521627
2016-07-27,1.739255344630441,1.6837373657973231,1.6126976264687962,1.6285523750435502,1.6949359494375063,1.6376002143582058,1.6505531089850742,1.7060885541648951,1.6627089330203417,1.6726281391294116
2016-07-28,1.761249818832966,1.7050297643920362,1.6330916626011835,1.6491469089691981,1.7163699643622996,1.6583091664853036,1.6714258623088154,1.7276636039743734,1.6837354078542566,1.6937800513946666
2016-07-29,1.7527904056781487,1.6968403803171466,1.6252478025502655,1.6412259343824105,1.7081261124681484,1.6503441848979583,1.6633978802612228,1.7193655078938048,1.6756483021489048,1.6856447005234148
2016-08-01,1.761249818832966,1.7050297643920362,1.6330916626011835,1.6491469089691981,1.7163699643622996,1.6583091664853036,1.6714258623088154,1.7276636039743734,1.6837354078542566,1.6937800513946666
2016-08-02,1.7764767625116373,1.719770655726838,1.6472106106928366,1.6634046632254162,1.7312088977717721,1.6726461333425255,1.6858762299944827,1.742600176919397,1.69829219812389,1.7084236829629205
2016-08-03,1.7477147577852583,1.6919267498722128,1.6205414865197143,1.6364733496303379,1.7031798013316575,1.645565195945551,1.658581091032667,1.7143866502454637,1.6707960387256935,1.6807634900006634
2016-08-04,1.7561741709400758,1.7001161339471027,1.6283853465706326,1.6443943242171257,1.711423653225809,1.6535301775328966,1.6666090730802599,1.7226847463260324,1.6788831444310455,1.6888988408719154
2016-08-05,1.7510985230471852,1.6952025035021687,1.6236790305400814,1.6396417394650529,1.706477342089318,1.648751188580489,1.6617922838517039,1.717705888677691,1.6740308810078341,1.684017630349164
2016-08-08,1.7747848798806736,1.71813277891186,1.6456418386826526,1.6618204683080584,1.7295601273929415,1.671053137025056,1.6842706335849635,1.740940557703283,1.6966747769828192,1.7067966127886696
2016-08-09,1.7815524104045275,1.7246842861717717,1.6519169267233873,1.6681572479774887,1.7361552089082628,1.6774251222949326,1.6906930192230378,1.747579034567738,1.7031444615471008,1.7133048934856714
2016-08-10,1.7730929972497105,1.7164949020968823,1.6440730666724692,1.6602362733907012,1.7279113570141118,1.6694601407075873,1.6826650371754452,1.7392809384871697,1.695057355841749,1.7051695426144196
2016-08-11,1.7730929972497105,1.7164949020968823,1.6440730666724692,1.6602362733907012,1.7279113570141118,1.6694601407075873,1.6826650371754452,1.7392809384871697,1.695057355841749,1.7051695426144196
2016-08-12,1.7815524104045275,1.7246842861717717,1.6519169267233873,1.6681572479774887,1.7361552089082628,1.6774251222949326,1.6906930192230378,1.747579034567738,1.7031444615471008,1.7133048934856714
2016-08-15,1.7764767625116373,1.7197706557268382,1.6472106106928366,1.6634046632254162,1.7312088977717723,1.6726461333425255,1.6858762299944825,1.742600176919397,1.6982921981238899,1.7084236829629205
2016-08-16,1.769551749962212,1.7130666933534695,1.6407894998788302,1.6569204252040177,1.7244603471598317,1.6661258704780857,1.6793043939334333,1.7358072211383508,1.691671962479506,1.7017639530447384
2016-08-17,1.7610605928958534,1.7048465786500016,1.6329162057767501,1.6489697271941035,1.716185560246844,1.658131000331533,1.6712462869176767,1.7274779864878695,1.6835545099447184,1.6935980743042727
2016-08-18,1.7668554732662478,1.7104564832796358,1.6382894190015118,1.6543957655382917,1.721832776506834,1.663587184419761,1.6767456276792734,1.7331623611848956,1.6890943516864072,1.6991709650246227
2016-08-19,1.767346949058533,1.7109322708966814,1.6387451323308584,1.654855959075298,1.722311728600438,1.6640499346796829,1.6772120381459432,1.7336444647624156,1.6895641971249846,1.69964361341545
2016-08-22,1.756535233277014,1.700465670977397,1.6287201360399224,1.6447324050677468,1.7117755150365286,1.6538701366781667,1.6669517211937819,1.7230389233721417,1.6792283160442063,1.6892460716719284
2016-08-23,1.7589962283499065,1.7028481097458417,1.6310020556701008,1.6470367587000658,1.7141737994709054,1.65618729273656,1.6692872052164702,1.7254529884136438,1.6815810001997848,1.691612791211924
2016-08-24,1.7594882552669278,1.7033244308954212,1.6314582800213375,1.6474974682829193,1.714653288645583,1.6566505619093537,1.669754138700447,1.7259356326062074,1.6820513725075332,1.6920859696150605
2016-08-25,1.7476804347492327,1.6918935224462104,1.6205096610152523,1.6364412112430617,1.7031463529091289,1.6455328790052433,1.6585485184756834,1.7143529817337715,1.6707632262816874,1.680730481807787
2016-08-26,1.7496517344993905,1.693801897233601,1.622337518228946,1.638287038481686,1.705067420349844,1.6473889612092674,1.660419281697087,1.7162866897145779,1.6726477671079478,1.682626265220471
2016-08-29,1.7442321867121344,1.688555344366422,1.6173123263386204,1.6332124429383426,1.699785972514899,1.6422861724522657,1.6552761315109081,1.710970490182903,1.667466739177448,1.677414328883287
