date,current_default_nav,probe_50_d1_nav,probe_50_d2_nav,probe_50_d3_nav,probe_60_d1_nav,probe_60_d2_nav,probe_60_d3_nav,probe_70_d1_nav,probe_70_d2_nav,probe_70_d3_nav,hs300_benchmark
2020-05-20,2.155982114719978,1.9817124527413346,1.8573291364990412,1.8307510195992067,2.015937742609946,1.914344715864754,1.8927259275866506,2.0504805140785853,1.9727004128732049,1.9562226046534377,1.6819616114972895
2020-05-21,2.1757141282940045,1.999849512761607,1.8743278135671924,1.8475064480059433,2.0343880398689005,1.9318652118192001,1.9100485637254494,2.069246954236337,1.9907549927598094,1.9741263760833103,1.6708256293483388
2020-05-22,2.133134520055315,1.9607116464020717,1.8376464577885503,1.8113499972335119,1.9945742405206308,1.8940578258122371,1.8726681383733044,2.028750951790662,1.9517951098466102,1.9354919219451643,1.6339912268556558
2020-05-25,2.1902535067169713,2.0132136622502284,1.8868531545647773,1.859852553147749,2.0479829957439195,1.9447750509435289,1.9228126114066695,2.0830748575104705,2.004058367413097,1.987318628715848,1.634847840867114
2020-05-26,2.2317945879254486,2.0513969465034334,1.9226398431293061,1.8951271392671942,2.0868257268154022,1.9816603055844682,1.9592813190672986,2.122583152579422,2.0420680092796326,2.025010779094527,1.6545499631306422
2020-05-27,2.198438138242072,2.0227594833135303,1.89579982670591,1.8686711996776106,2.0576936785117907,1.953996364603764,1.9319297883218272,2.092951931277709,2.0135607778797313,1.9967416663105182,1.6468404370275225
2020-05-28,2.2503186842772833,2.0684237261624934,1.9385979272185363,1.9108568654331646,2.1041465685461587,1.9981082648347746,1.9755435307112872,2.140200784168766,2.0590173579184143,2.041818551184484,1.6489819720561667
2020-05-29,2.2416719266047482,2.060475892440447,1.9311489438286475,1.903514475940626,2.0960614712606787,1.9904306154021723,1.9679525853483235,2.13197715003171,2.0511056677823207,2.0339729467611045,1.6558348841478288
2020-06-01,2.263288820786086,2.0803454767455625,1.9497714023033692,1.9218704496719723,2.1162742144743785,2.0096247389836783,1.9869299487557326,2.1525362353743493,2.070884893122555,2.0535869578195527,1.6995221987321738
2020-06-02,2.287067404385558,2.1022020194811892,1.9702561066255633,1.9420620207764534,2.1385082320094484,2.030738274923335,2.0078050485038825,2.1751512292512527,2.092642040996813,2.075162369983846,1.7042335757951912
2020-06-03,2.3151693668212974,2.128032479077839,1.9944653026427015,1.9659247866272038,2.164784798187258,2.055690635579293,2.032475620933514,2.201878040196684,2.118355033939118,2.100660584359829,1.7038052687894627
2020-06-04,2.3151693668212974,2.128032479077839,1.9944653026427015,1.9659247866272038,2.164784798187258,2.055690635579293,2.032475620933514,2.201878040196684,2.118355033939118,2.100660584359829,1.7046618828009201
2020-06-05,2.3065226091487623,2.1200846453557927,1.9870163192528127,1.9585823971346652,2.156699700901778,2.0480129861466905,2.0248846755705507,2.193654406059628,2.1104433438030243,2.0928149799364495,1.7145129439326843
2020-06-08,2.3216544350756987,2.133993354369373,2.000052040185118,1.9714315787466077,2.170848621151368,2.0614488726537448,2.0381688299557372,2.2080457657994756,2.1242888015411885,2.1065447876773633,1.7226507770415334
2020-06-09,2.338947950420769,2.149889021813465,2.0149500069648956,1.9861163577316847,2.187018815722328,2.0768041715189494,2.0533507206816646,2.2244930340735873,2.140112181813376,2.122235996524122,1.734215066196213
2020-06-10,2.34543301867517,2.1558498971049995,2.020536744507312,1.9916231498510886,2.193082638686438,2.082562408593401,2.059043929703887,2.230660759676379,2.1460459494154462,2.1281201998416566,1.7303603031446533
2020-06-11,2.317331056239431,2.13001943750835,1.9963275484901741,1.9677603840003384,2.1668060725086282,2.0576100479374437,2.0343733572742555,2.203933948730948,2.1203329564731415,2.1026219854656736,1.7145129439326852
2020-06-12,2.271935578458621,2.088293310467608,1.9572203856932582,1.9292128391645107,2.124359311759858,2.017302388416281,1.994520894118696,2.160759869511405,2.0787965832586486,2.0614325622429317,1.7187960139899734
2020-06-15,2.213515921933555,2.036632391274308,1.9088019936589815,1.8814873074630099,2.071806179404238,1.9673976671043651,1.9451797492594323,2.1073062476205426,2.0273705973740386,2.0104361334909657,1.6943825146634275
2020-06-16,2.2582958455726714,2.0778339214094736,1.9474174861753293,1.9195502177503518,2.1137192831634963,2.0071985632387612,1.9845311719318766,2.149937525723232,2.0683847593409856,2.0511077074548,1.7209375490186174
2020-06-17,2.2667856795785837,2.083559681801929,1.952783865939865,1.9248398053804683,2.119543930661838,2.0127296780765582,1.9899998236199445,2.155861977626823,2.074084481253004,2.0567598200471475,1.722650777041533
2020-06-18,2.243438636062325,2.0620997974388002,1.9326709235004094,1.905014676298834,2.097713422012699,1.9919993162237095,1.9695035707549449,2.1336574066962095,2.052722187906765,2.0355759642226916,1.7359282942191279
2020-06-19,2.2581578857700753,2.0777069860665303,1.9472985180018316,1.9194329519945679,2.113590155575709,2.007075943025781,1.9844099364749446,2.1498061855548376,2.068258401249484,2.0509824048222955,1.7582002585170295
2020-06-22,2.288536691408238,2.1035525429245956,1.9715218636921323,1.9433096650386616,2.1398820797531397,2.0320428877161554,2.009094928240781,2.1765486176567617,2.0939864227968656,2.076495522270623,1.7599134865399448
2020-06-23,2.3341048998654816,2.1454374386907933,2.0107778300045864,1.9820038840327945,2.1824903512526492,2.072503918666256,2.049099030794248,2.2198869750879804,2.1356808427198124,2.117841672050348,1.7680513196487935
2020-06-24,2.331573332728968,2.143110500037116,2.008596942987228,1.9798542051997872,2.180123225058232,2.0702560836134727,2.046876580652389,2.2174792885640238,2.1333644860574266,2.1155446637292523,1.7834703718550327
2020-06-29,2.308789228500346,2.122168052154017,1.9889689598310012,1.9605070957027209,2.1588190893084773,2.0500255681384223,2.0268745293756556,2.195810109848414,2.112517276095953,2.09487158883939,1.7680513196487933
2020-06-30,2.3872678097322657,2.194303150418024,2.056576457369116,2.027147139525949,2.2322000013354097,2.119708454774706,2.095770483773293,2.270448392091068,2.184324332629916,2.16607884679336,1.7894666699352368
2020-07-01,2.359420571230617,2.16870682522757,2.032586700178172,2.003500672362868,2.206161613196821,2.0949822691940896,2.0713235322128414,2.2439638403275457,2.1588444093436716,2.140811755261306,1.829727528473751
2020-07-02,2.3746099740496978,2.1826684571496355,2.045672022282323,2.016398745360912,2.220364370363324,2.108469279510789,2.0846582330639967,2.258409959471285,2.1727425493179866,2.1545938051878806,1.8717016150351813
2020-07-03,2.4100519139608876,2.2152455983011228,2.0762044405253426,2.046494249023015,2.253504137085165,2.139938970249756,2.1157725350500267,2.292117570806677,2.2051715425913896,2.1867519216832223,1.9089643245335934
2020-07-06,2.4877839360442495,2.28738069656513,2.143811938063458,2.1131342928462438,2.3268850491120983,2.20962185688604,2.1846684894476645,2.366755853049332,2.276978599125353,2.257959179637193,2.049020715406936
2020-07-07,2.5110673665748773,2.308095895619311,2.1632269357935696,2.1322714647084786,2.347958011317706,2.2296328487898354,2.2044534962435436,2.3881898970990116,2.2975995936951774,2.278407928694417,2.02846197913195
2020-07-08,2.5510048197211974,2.344805174277272,2.1976321355676225,2.1661843309463866,2.385301279887371,2.2650942062258568,2.239514386839862,2.4261730366154968,2.334141933157526,2.314645032928125,2.05501701348714
2020-07-09,2.5792951217372257,2.3708087498237504,2.222003581812923,2.190207025247513,2.4117539518249367,2.290213797805417,2.264350301646117,2.45307897086477,2.3600272547871888,2.3403141365437716,2.086711731911077
2020-07-10,2.5879327612146716,2.3787482023813,2.2294447100869017,2.1975416720297374,2.4198305231984905,2.2978833509887657,2.2719332421911647,2.461293932999759,2.367930601872988,2.348151467605686,2.0494490224126647
2020-07-13,2.6411461975343284,2.427903146784751,2.2755144162731993,2.242952127245112,2.4698344011686437,2.3453672873929614,2.3188809401847825,2.5121546194381303,2.416862009144164,2.396674154759161,2.0922797229855523
2020-07-14,2.6337324538219513,2.420845871258929,2.2689000946846765,2.2364324556617703,2.462655242520868,2.338549921890428,2.3121405635234917,2.5048524470527447,2.4098368272999005,2.3897076536950013,2.0738625217392106
2020-07-15,2.6233099965669693,2.4122307613967977,2.260825717123521,2.2284736212999845,2.4538913448606516,2.3302276801755153,2.303912305290312,2.49593838140487,2.4012608955301498,2.381203355995019,2.049020715406936
2020-07-16,2.4688578681459066,2.269298222814163,2.126864421126179,2.096429292476152,2.308490280858055,2.1921540915565934,2.1673979884443435,2.348045893377127,2.258978357271416,2.240109292358762,1.9513667181007528
2020-07-17,2.4759864279191865,2.2758505757193053,2.133005511851279,2.1024825050627047,2.315155796587193,2.198483699135679,2.1736561154562137,2.354825621654443,2.2655009126822097,2.2465773653877097,1.9723537613814677
2020-07-20,2.5187577865588655,2.315164693150157,2.169852056201877,2.138801780582022,2.35514889096202,2.2364613446101917,2.211204877527434,2.3955039913183396,2.3046362451469697,2.2853858035613936,2.0246072160803905
2020-07-21,2.5639053317896376,2.356662928216056,2.2087456307941746,2.1771387936301902,2.397363823913226,2.276548859277733,2.2508396819359446,2.4384422704080078,2.3459457627486606,2.32635026607806,2.029746900149137
2020-07-22,2.5971719440649434,2.387240575106719,2.2374040541779734,2.205387119034104,2.428469563982536,2.3060870279801318,2.2800442746580054,2.4700810023688162,2.376384354665696,2.3565346068798148,2.0524471714527674
2020-07-23,2.6415267934489273,2.4287388101726184,2.2762976287702714,2.2437241320822725,2.4706844969337425,2.346174542647673,2.3196790790665163,2.513019281458485,2.4176938722673875,2.3974990693964817,2.041311189303817
2020-07-24,2.572341215932625,2.3651264714165707,2.216677954861972,2.184957607263989,2.4059735372702393,2.284724686795486,2.2589231794346376,2.4471995098292516,2.3543708171216746,2.3347049466480914,1.9505101040892954
2020-07-27,2.572341215932625,2.364416933475146,2.2160129514755136,2.18430211998181,2.4052517452090583,2.2840392693894476,2.2582455024808072,2.446465349976303,2.353664505876538,2.3340045351640972,1.9625027002497035
2020-07-28,2.6044954811317824,2.3939721451435854,2.2437131133689574,2.2116058964815823,2.4353173920241713,2.3125897602568157,2.2864735712618174,2.4770461668510064,2.3830853121999946,2.3631795918536485,1.9774934454502142
2020-07-29,2.7331125419284135,2.5121929918173427,2.354513760942733,2.320821002480673,2.5555799792846243,2.426791723726288,2.399385846385858,2.5993694343498217,2.5007685374938213,2.4798798186118534,2.0340299702064257
2020-07-30,2.700958276729256,2.4826377801489032,2.3268135990492893,2.2935172259809007,2.5255143324695113,2.3982412328589198,2.371157777604848,2.568788617475118,2.471347731170365,2.450704761922302,2.0190392250059155
2020-07-31,2.78258064223481,2.5576625482303257,2.3971293946249546,2.362826812480323,2.601834820538645,2.4707155558299307,2.4428136445104887,2.6464168449262893,2.5460313164529857,2.5247645212111625,2.034458277212154
2020-08-03,2.8435624428875204,2.614499493746555,2.4503989367277312,2.4153340749798855,2.65965337210617,2.5256203459594846,2.497098392166277,2.7052261081468734,2.602609790151941,2.580870399460299,2.0665813026418203
2020-08-04,2.8278778469851513,2.600078369234613,2.436882962349078,2.402011512280396,2.6449831866540445,2.511689463369493,2.483324831713069,2.690304551408441,2.5882542471772525,2.566634767183902,2.0682945306647356
2020-08-05,2.8527930703066064,2.6221996527346256,2.4576157908300686,2.422447656922102,2.667486517175565,2.5330587402884603,2.504452784345173,2.713193472906834,2.6102749318802196,2.5884715148749255,2.069151144676194
2020-08-06,2.79548805666726,2.5695266466098254,2.4082488360797707,2.3737871363027065,2.6139038185772785,2.4821763376451114,2.4541449991574535,2.6586926433200597,2.557841461632844,2.5364760171962155,2.061441618573074
2020-08-07,2.730708476031477,2.5099832483817903,2.3524427133185637,2.318779591254694,2.553332072335737,2.424657099874369,2.397275328945249,2.59708300987414,2.4985688430923325,2.4776984980811516,2.040882882298088
2020-08-10,2.703301730377876,2.484791810669929,2.328832430611899,2.295507168349765,2.5277055643104696,2.4003220377405934,2.3732150838554698,2.5710173957239433,2.4734919660175003,2.4528310861478553,2.04773579438975
2020-08-11,2.653471283734966,2.4389891966483632,2.285904643872509,2.253193672158986,2.481111913355438,2.3560764702246377,2.329469183692235,2.5236253699963127,2.4278976440632607,2.4076176099054982,2.027605365120493
2020-08-12,2.6037868403007196,2.3954767133278763,2.2451232464700888,2.212995850777746,2.4368479449481577,2.31404318108448,2.2879105785371627,2.478602945555064,2.3845830382067335,2.3646648074752594,2.0138995409371687
2020-08-13,2.6224408355745155,2.410466963038974,2.259172624579059,2.226844184275714,2.4520970847120758,2.328523841628464,2.3022277082751046,2.4941133768950188,2.3995051182255818,2.3794622445573568,2.007474935851236
2020-08-14,2.6324833874086413,2.4218774575385673,2.269866932861091,2.237385458520807,2.463704644876394,2.339546439695345,2.3131258276042184,2.505919830750144,2.410863722335526,2.3907259711588122,2.0464508733725637
2020-08-17,2.6257811801155584,2.418309577193481,2.2665229925677832,2.2340893695395123,2.4595464634355655,2.335597809486879,2.309221789469352,2.501152700146251,2.406277421492406,2.3861779793185383,2.0888532669397217
2020-08-18,2.6251830207721367,2.418121634551537,2.2663468462533216,2.233915743853864,2.4592322682588548,2.335299448151817,2.3089267975434042,2.500708060723859,2.4058496484089216,2.385753779389287,2.08585511789962
2020-08-19,2.598982178142802,2.3942269985290636,2.243951970735843,2.2118413358333755,2.4349313980688962,2.3122232184370866,2.2861111688167433,2.475997348055121,2.3820762778505014,2.3621789858870903,2.0533037854642253
2020-08-20,2.5894426840142195,2.388279634185807,2.238377896119303,2.2063470254351722,2.427868289683687,2.305516054853106,2.2794797495583627,2.4677834641528573,2.374173968097234,2.3543426834929524,2.031460128172053
2020-08-21,2.642439873617457,2.436550402269017,2.2612839327148744,2.228925279891119,2.4770630827065876,2.333827754257769,2.307471723560307,2.51791295477145,2.408187921794901,2.3880725213653435,2.0485924084012086
2020-08-24,2.7134561076857966,2.502033305177972,2.321475991188585,2.25887674273763,2.543634774058911,2.3960706502566023,2.344680052195335,2.5855824966766594,2.472537639644195,2.4329985547596618,2.061441618573075
2020-08-25,2.7950717796747835,2.577289775685278,2.391301636236054,2.326237814885344,2.6201425387474018,2.4681399627838516,2.414720591163895,2.663351970209512,2.546906935836618,2.50580266262613,2.065296381624635
2020-08-26,2.745254421447739,2.5313540079730257,2.3486807879603258,2.2847766175779447,2.5734429940674133,2.424149603189296,2.3716823402026876,2.6158822915595885,2.501512690108775,2.461141030034765,2.0400262682866313
2020-08-27,2.8459490816938917,2.6242029001573646,2.43482931107084,2.3685811653269426,2.667835690761006,2.5130662874761622,2.4586745495923616,2.711831642022199,2.5932670165799463,2.5514145427194377,2.055445320492871
2020-08-28,2.8745675640796406,2.6505915326729137,2.459313628165407,2.392399299950342,2.6946630887686585,2.5383373451155875,2.4833986512083746,2.7391014574168357,2.619344561998069,2.577071225271924,2.105985547168878
2020-08-31,2.930744585059073,2.7023914409441763,2.507375435795483,2.4391534160629407,2.7473242774503466,2.587943495296681,2.5319311469731396,2.7926310950433444,2.6705338178188276,2.6274343428749516,2.0875683459225365
2020-09-01,2.9911613812067643,2.7581007762547793,2.5590645496617914,2.4894361447123394,2.803959895466502,2.6412935058688007,2.5841264726069437,2.8502007053209106,2.72558641370153,2.681598450485755,2.1021307841173185
2020-09-02,3.1534464073671833,2.908613717269392,2.6987158397567304,2.6252877273791366,2.9569754248434843,2.7854321309233,2.725145422564942,3.0057396523866164,2.874325006086377,2.8279365657851203,2.1004175560944027
2020-09-03,3.2217879487696837,2.9710548513761177,2.7566509573234566,2.681646515100153,3.0204547717078323,2.845228844457143,2.7836479214634395,3.0702658531709446,2.9360300417553438,2.8886457501299136,2.0918514159798254
2020-09-04,3.1560481973029026,2.9113047228055904,2.701212650942861,2.627716603983323,2.959711173902017,2.788009170713945,2.7276666860024097,3.008520517372888,2.876984288224217,2.830552930037741,2.068294530664737
2020-09-07,2.9381199400528795,2.709192134635055,2.5136853626434315,2.445291659026702,2.7542380467131475,2.594456175411841,2.5383028694098213,2.7996588810188574,2.6772543403201032,2.6340464035439073,2.0267487511090363
2020-09-08,3.107992222627257,2.865828576044157,2.659018255424642,2.5866702562773902,2.913478892319994,2.744458966839228,2.6850590642178447,2.961525807574531,2.8320442451237002,2.786338169743479,2.037028119246529
2020-09-09,2.9604715561810875,2.7298021927152,2.532808111693591,2.4638941060333717,2.775190789556154,2.6141933848101817,2.5576128950424564,2.8209571608288146,2.697621433057419,2.654084793833325,1.9894860416106237
2020-09-10,3.024173662146479,2.7885408582436133,2.587307946486545,2.5169110800023797,2.8349061066587216,2.670444431595452,2.6126464680954653,2.8816572582871927,2.755667647358768,2.7111942061581646,1.9911992696335397
2020-09-11,2.953766071342625,2.7236191752911565,2.527071286978543,2.4583133719313706,2.768904966703252,2.6082722219906795,2.551819887352666,2.8145676768858277,2.691511305236224,2.6480732767464996,2.006618321839779
2020-09-14,3.0174681773080168,2.7823578408195697,2.581571121771497,2.5113303459003786,2.8286202838058196,2.66452326877595,2.606853460405675,2.8752677743442057,2.749557519537573,2.7051826890713393,2.018182610994459
2020-09-15,3.049878020693918,2.81224242503578,2.609299107894228,2.538303894060049,2.8590017609281784,2.6931422224035435,2.6348529975729953,2.906150280068643,2.7790898040066803,2.7342383549909943,2.0331733561949696
2020-09-16,3.036467051016993,2.799876390187692,2.597825458464132,2.527142425856047,2.846430115222374,2.6812998967645387,2.6232669821934143,2.8933713121826683,2.7668695483642907,2.7222153208173436,2.0211807600345613
2020-09-17,2.918003485537493,2.690643082362924,2.496474888498288,2.428549456720699,2.7353805781544422,2.576692686953335,2.520923846340451,2.780490429189896,2.6589239568565195,2.6160118522834317,2.0087598568684237
2020-09-18,2.943707844084931,2.7143446491550907,2.5184660499059706,2.4499422707783682,2.7594762324238986,2.599390477761426,2.5431303758179804,2.804983450971346,2.682346113504432,2.6390560011162614,2.0605850045616174
2020-09-21,2.888946384570823,2.663850006858736,2.471615314733081,2.4043662756120283,2.7081420124585343,2.5510343147354924,2.495820813018026,2.7528026654369517,2.6324467362980095,2.589961944907189,2.0370281192465294
2020-09-22,2.8227015587546864,2.6051113413303226,2.4171154799401267,2.3513493016430203,2.6484266953559668,2.494783267950222,2.440787239965017,2.6921025679785737,2.5744005219966604,2.5328525325823494,2.0126146199199826
2020-09-23,2.8122567796288602,2.5931357818590253,2.4060041275308146,2.340540272887558,2.636252017486187,2.483314880814769,2.429567069723058,2.6797271144253307,2.5625661385424903,2.521209143044735,2.0186109180001863
2020-09-24,2.814347676862785,2.5950637638529725,2.407792978183254,2.3422804515291102,2.638212056160898,2.485161211581174,2.4313734392916255,2.68171947659219,2.5644713921770945,2.523083647983802,1.9856312785590633
2020-09-25,2.8036147425887106,2.585425644024364,2.398850385878024,2.3335811740861057,2.6284136826932625,2.4759312720766946,2.4223432686721584,2.671759515676342,2.554946893041804,2.5137128637758774,1.98691619957625
2020-09-28,2.8268698376723154,2.606870929737144,2.4187480889994686,2.3529374897967923,2.650215540552535,2.496468336701861,2.4424358378052795,2.6939209134724633,2.5761393671819515,2.534563314721221,1.9911992696335388
2020-09-29,2.8080414724260248,2.5892489163286867,2.402397754669596,2.337032024159243,2.632300524792385,2.479592626438912,2.4259253782377854,2.675710456668865,2.5587250940191786,2.5174300887501504,1.9959106466965564
2020-09-30,2.820614792451813,2.600842568192845,2.413154759541251,2.347496346655478,2.644086945052649,2.490695279990131,2.436787730677656,2.687691249758427,2.5701820720521003,2.5287021637744047,1.9899143486163522
2020-10-09,2.950394471213974,2.7205102781950385,2.524186741056321,2.455507310286379,2.7657443777749227,2.6052949886056322,2.5489070919407464,2.811354965888313,2.6884390579275954,2.6450506121261763,2.0297469001491377
2020-10-12,2.969028541558483,2.7376924483731124,2.540128973105098,2.4710157775092405,2.783212237002975,2.62174948327051,2.565005452521425,2.8291108919886603,2.7054186730302963,2.661756194939605,2.0931363369970106
2020-10-13,2.927684366915371,2.6995696640615634,2.5047572902768285,2.4366065064560223,2.744455582701802,2.585241222406865,2.5292873609284374,2.789715091926155,2.667745305955897,2.624690834522691,2.099989249088673
2020-10-14,2.923535301382099,2.6957438788866313,2.501207589954027,2.4331533882892113,2.7405661859504087,2.5815774615956597,2.525702896997981,2.785761554151946,2.663964621731336,2.6209711663781063,2.0897098809511796
2020-10-15,2.923535301382099,2.6957438788866313,2.501207589954027,2.4331533882892113,2.7405661859504087,2.5815774615956597,2.525702896997981,2.785761554151946,2.663964621731336,2.6209711663781063,2.0845701968824333
2020-10-16,2.958814875560268,2.7282745947276767,2.5313907516429133,2.4625153102774395,2.7736377920985236,2.6127304815403813,2.556181654228835,2.8193785524984114,2.6961118434310225,2.65259956732109,2.078573898802229
2020-10-19,2.9567457742486876,2.7263667103956992,2.529620548320086,2.460793271598924,2.7716981852509024,2.6109033972875557,2.5543941146104934,2.817406959105056,2.6942264505335185,2.6507446025886976,2.065296381624634
2020-10-20,2.960287505577956,2.732091364905716,2.5349320875291568,2.465960291591782,2.77751802396009,2.616385609145377,2.5597576718065254,2.8233227742422837,2.6998836189335886,2.656310470520642,2.0781455917965004
2020-10-21,2.917763095248503,2.7119171530554644,2.516213732200078,2.4477512353442807,2.753129768663992,2.5934121920015714,2.537281481532464,2.7945901379902662,2.672407208990904,2.6292774995765464,2.0807154338308735
2020-10-22,2.9151371084627793,2.7101544069059784,2.514578193274148,2.4461601970413067,2.7512025778259273,2.59159680346717,2.535505384495391,2.7924941953867735,2.6704029035841605,2.627305541451864,2.073862521739211
2020-10-23,2.8345342391043613,2.670949588017874,2.478202560064439,2.410774291628715,2.7036666150551945,2.546818548983374,2.491696291506823,2.736392086196874,2.6167536478308633,2.5745221256061797,2.049877329418394
2020-10-26,2.8425945260402035,2.6778750691534414,2.4817260708133455,2.414201932801647,2.7108124956138866,2.5511638318157632,2.4959475268856974,2.7437616699262692,2.6219623517744135,2.579646766804069,2.0344582772121544
2020-10-27,2.8882694853433066,2.7209033075046776,2.520972176032906,2.4335976950216978,2.754369974276869,2.591637636085165,2.5200105370692834,2.787848577666105,2.6636925677960965,2.6086616973569687,2.040454575292359
2020-10-28,2.9151371084627793,2.7462140359465814,2.544423079996003,2.455621754161644,2.779992020549212,2.615745893165027,2.5429438050545383,2.813782052807185,2.6884711033104787,2.632533378549829,2.057586855521514
2020-10-29,2.958125305453936,2.786711201453628,2.581944526336958,2.491833687863567,2.820987294584961,2.654319104492806,2.580443437202808,2.8552756130329136,2.7281167601334904,2.671354147265771,2.076432363773584
2020-10-30,2.9124503461508326,2.7436829631023913,2.5420779895996937,2.4533585083052745,2.777429815921978,2.613335067457041,2.5406000780452715,2.8111887052930777,2.685993249759041,2.630107080505083,2.0374564262522568
2020-11-02,2.979619403949514,2.8069597842071508,2.600705249507435,2.5099396547145285,2.841484931602835,2.6736057101566955,2.5991932532769426,2.8760223931457776,2.7479395885449964,2.690764531623742,2.049449022412665
2020-11-03,3.0172340763167758,2.8423948040258167,2.6335365150557712,2.5416250967037115,2.8773557963841156,2.7073572700685027,2.6320054314066788,2.91232925834329,2.782629538265132,2.724732704250192,2.071292679704838
2020-11-04,3.030667887876512,2.8550501682467684,2.6452619670373196,2.5529413259855622,2.890166819520287,2.7194113986084334,2.643724066453013,2.92529599591383,2.795018806022323,2.736864194473924,2.087140038916807
2020-11-05,3.0817163718035108,2.9031405522863865,2.689818684567204,2.595942997256596,2.938848707437739,2.7652170870601718,2.688254879629084,2.9745695986818825,2.84209802349965,2.7829638573241056,2.119691371352201
2020-11-06,3.025294363252618,2.849988022558388,2.6405717862447005,2.548414834272822,2.8850424102658185,2.7145897471924614,2.6390366124344795,2.9201093008856143,2.790063098919447,2.7320115983844313,2.1205479853636584
2020-11-09,3.127391331106614,2.946168790637623,2.7296852213044684,2.634418176814889,2.9824061861007216,2.806201124095937,2.72809823878662,3.0186565064217183,2.8842215338740997,2.824210924084794,2.1620937649193595
2020-11-10,3.076342847179616,2.898078406598006,2.6851285037745845,2.591416505543856,2.9337242981832703,2.7603954356441993,2.68356742561055,2.9693829036536665,2.8371423163967737,2.7781112612346126,2.15052947576468
2020-11-11,2.9712716334462943,2.8018976385187706,2.5960150687148165,2.505413163001789,2.8363605223483668,2.6687840587407234,2.594505799258409,2.870835698117562,2.742983881442121,2.6859119355342496,2.1303990464954228
2020-11-12,2.98352429997597,2.8106384037292425,2.6041135652075287,2.513229018910287,2.8452087975448883,2.6771095644744856,2.6025995874527963,2.8797915216459162,2.7515408600248463,2.6942908731805653,2.129114125478236
2020-11-13,2.9712716334462947,2.7990957408802517,2.5934190536461017,2.502907749838787,2.833524161826018,2.6661152746819825,2.5919112934591504,2.8679648624194445,2.7402408975606787,2.683226023598715,2.1072704681860635
2020-11-16,2.9683003618128483,2.7990957408802517,2.5934190536461017,2.502907749838787,2.833524161826018,2.6661152746819825,2.5919112934591504,2.8679648624194445,2.7402408975606787,2.683226023598715,2.1299707394896936
2020-11-17,2.963213300353015,2.791504362971181,2.5863854878322288,2.4961196581264993,2.825839411207184,2.6588845507365084,2.584881816814936,2.860186705787433,2.73280913882822,2.6759488938946103,2.126115976438134
2020-11-18,2.93523446232393,2.765146811046131,2.56196468065098,2.47255114633303,2.7991576656936394,2.6337792030471503,2.5604752073857817,2.833180651054676,2.7070057907362797,2.650682423651828,2.1231178273980316
2020-11-19,2.93523446232393,2.765146811046131,2.56196468065098,2.47255114633303,2.7991576656936394,2.6337792030471503,2.5604752073857817,2.833180651054676,2.7070057907362797,2.650682423651828,2.141106721638644
2020-11-20,2.92760387013418,2.757958387793845,2.55530446051064,2.4661233703893566,2.7918808260081276,2.6269322900409624,2.5538188593596494,2.825815363400288,2.699968513983933,2.6437915681310695,2.1475313267245775
2020-11-23,2.9530391774333475,2.7819197986347994,2.577505194311775,2.4875492902016014,2.8161369582931677,2.649755333394924,2.5760066861134256,2.8503663222482487,2.723426103158424,2.6667610865335982,2.172373133056852
2020-11-24,2.993735669112015,2.820258055980326,2.613026368393591,2.5218307619011924,2.854946769949232,2.686272202761262,2.6115072089194675,2.8896478564049857,2.7609582458376094,2.703512315977644,2.1586673088735275
2020-11-25,3.0039097920316817,2.8298426203167075,2.6219066619140445,2.53040112982609,2.864649222863248,2.6954014201028467,2.6203823396209778,2.8994682399441696,2.7703412815074056,2.712700123338655,2.1321122745183376
2020-11-26,3.0318886300607657,2.856200172241757,2.6463274690952927,2.5539696416195588,2.891330968376792,2.720506767792204,2.6447889490501315,2.926474294676926,2.7961446295993455,2.7379665935814366,2.13511042355844
2020-11-27,3.04460628371035,2.8681808776622346,2.6574278359958607,2.5646826015256816,2.9034590345193125,2.731918289469185,2.65588286242702,2.938749774100907,2.8078734241865915,2.7494513527827014,2.1655202209651905
2020-11-30,3.0369756915205994,2.8609924544099483,2.65076761585552,2.558254825582008,2.8961821948338002,2.725071376462996,2.649226514400887,2.9313844864465186,2.800836147434244,2.7425604972619424,2.1548125458219682
2020-12-01,3.0598674680898506,2.8825577241668077,2.6707482762765418,2.577538153413028,2.9180127138903367,2.7456121154815616,2.6691955584792857,2.9534803494096837,2.821947977691286,2.7632330638242184,2.202354623457873
2020-12-02,3.04460628371035,2.868180877662235,2.6574278359958607,2.564682601525681,2.9034590345193125,2.7319182894691845,2.6558828624270197,2.938749774100907,2.807873424186591,2.749451352782701,2.197643246394856
2020-12-03,3.047149814440266,2.87057701874633,2.6596479093759737,2.5668251935069053,2.905884647747816,2.73420059380458,2.6581016451023967,2.9412048699857025,2.8102191831040395,2.751748304622953,2.196786632383398
2020-12-04,3.04460628371035,2.868180877662235,2.6574278359958607,2.564682601525681,2.9034590345193125,2.7319182894691845,2.655882862427019,2.938749774100907,2.8078734241865906,2.7494513527827005,2.201498009446416
2020-12-07,3.0268015686009324,2.851407890073567,2.6418873223350663,2.5496844576571096,2.8864797419197843,2.7159421591214112,2.6403513836993757,2.9215641029073343,2.7914531117644468,2.7333726899009303,2.182652501194345
2020-12-08,3.0089968534915155,2.834634902484899,2.6263468086742723,2.534686313788539,2.8695004493202565,2.6999660287736384,2.6248199049717327,2.904378431713762,2.7750327993423034,2.7172940270191606,2.175799589102683
