date,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__stressbond_511260_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__defbucket_511260_511990_cash10_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__defbucket_511260_511990_cash20_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__defbucket_511260_511990_cash30_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__defbucket_511260_511990_cash40_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__defbucket_511260_511990_cash50_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__defbucket_511260_511880_cash10_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__defbucket_511260_511880_cash20_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__defbucket_511260_511880_cash30_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__defbucket_511260_511880_cash40_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__defbucket_511260_511880_cash50_vr90_vb-1_cap20_nav
2014-07-28,1.1198842064830992,1.119881056790741,1.1198779070811082,1.1198747573542025,1.1198716076100217,1.1198684578485676,1.119882791625765,1.1198813766738314,1.1198799616272983,1.1198785464861647,1.1198771312504319
2014-07-29,1.1241667464696503,1.1241635847325795,1.124160422978168,1.1241572612064177,1.124154099417326,1.124150937610895,1.124165326201772,1.1241639058389323,1.1241624853811314,1.1241610648283682,1.124159644180644
2014-07-30,1.1184566931542488,1.118453547476795,1.1184504017820884,1.118447256070131,1.1184441103409204,1.1184409645944586,1.1184552801004295,1.1184538669521313,1.118452453709354,1.118451040372097,1.1184496269403614
2014-07-31,1.1412969064158545,1.1412936964999332,1.1412904865664069,1.1412872766152775,1.1412840666465425,1.141280856660204,1.1412954645057989,1.141294022499335,1.1412925803964629,1.1412911381971815,1.1412896959014922
2014-08-01,1.1205979631475247,1.1205948114477144,1.1205916597306187,1.120588507996239,1.120585356244573,1.1205822044756226,1.1205965473884332,1.120595131534682,1.1205937155862709,1.1205922995431992,1.1205908834054679
2014-08-04,1.1569995530332082,1.1569962989533404,1.1569930448556256,1.1569897907400655,1.1569865366066574,1.1569832824554036,1.1569980912844902,1.1569966294380376,1.15699516749385,1.1569937054519268,1.1569922433122692
2014-08-05,1.152003256382232,1.152000016354529,1.151996776309056,1.1519935362458147,1.1519902961648028,1.151987056066022,1.1520018009458157,1.1520003454120868,1.151998889781045,1.1519974340526897,1.151995978227022
2014-08-06,1.1412969064158545,1.141293696499933,1.1412904865664069,1.1412872766152775,1.1412840666465425,1.141280856660204,1.1412954645057989,1.141294022499335,1.1412925803964626,1.1412911381971815,1.141289695901492
2014-08-07,1.1227392331407997,1.122736075418633,1.122732917679148,1.122729759922346,1.1227266021482245,1.1227234443567857,1.122737814676436,1.1227363961172319,1.1227349774631865,1.1227335587143004,1.1227321398705732
2014-08-08,1.1234529898052252,1.1234498300756064,1.1234466703286583,1.123443510564382,1.1234403507827755,1.1234371909838405,1.1234515704391042,1.1234501509780823,1.123448731422159,1.1234473117713346,1.1234458920256087
2014-08-11,1.1470069597312558,1.1470037337557175,1.1470005077624865,1.146997281751564,1.1469940557229479,1.14699082967664,1.147005510607141,1.147004061386136,1.1470026120682397,1.1470011626534526,1.1469997131417744
2014-08-12,1.1398693930870039,1.1398661871859868,1.1398629812673868,1.1398597753312056,1.139856569377441,1.1398533634060946,1.139867952980463,1.1398665127776348,1.1398650724785182,1.1398636320831137,1.1398621915914209
2014-08-13,1.1448656897379803,1.1448624697847984,1.1448592498139565,1.1448560298254564,1.1448528098192958,1.1448495897954765,1.1448642433191376,1.1448627968035858,1.1448613501913234,1.144859903482351,1.1448584566766684
2014-08-14,1.1241667464696503,1.1241635847325797,1.124160422978168,1.1241572612064177,1.124154099417326,1.1241509376108951,1.1241653262017717,1.1241639058389326,1.1241624853811312,1.1241610648283684,1.124159644180644
2014-08-15,1.1455794464024054,1.1455762244417715,1.1455730024634665,1.1455697804674922,1.1455665584538464,1.145563336422531,1.1455779990818054,1.145576551664436,1.1455751041502955,1.1455736565393848,1.145572208831704
2014-08-18,1.1512894997178067,1.1512862616975559,1.151283023659546,1.1512797856037786,1.1512765475302518,1.1512733094389673,1.1512880451831475,1.1512865905512368,1.1512851358220726,1.1512836809956557,1.1512822260719866
2014-08-19,1.1527170130466573,1.1527137710115023,1.1527105289585662,1.1527072868878505,1.1527040447993533,1.1527008026930767,1.1527155567084835,1.1527141002729373,1.1527126437400173,1.1527111871097238,1.1527097303820575
2014-08-20,1.1462932030668307,1.1462899790987446,1.1462867551129765,1.146283531109528,1.1462803070883971,1.1462770830495859,1.1462917548444733,1.146290306525286,1.1462888581092678,1.1462874095964186,1.1462859609867393
2014-08-21,1.139869393087004,1.139866187185987,1.139862981267387,1.1398597753312056,1.139856569377441,1.139853363406095,1.1398679529804632,1.139866512777635,1.1398650724785184,1.1398636320831137,1.1398621915914213
2014-08-22,1.1484344730601062,1.148431243069664,1.1484280130615065,1.1484247830356356,1.1484215529920492,1.1484183229307494,1.1484330221324768,1.1484315711078366,1.1484301199861842,1.1484286687675205,1.1484272174518453
2014-08-25,1.1334455831071777,1.1334423952732295,1.1334392074217978,1.1334360195528834,1.133432831666485,1.1334296437626044,1.1334441511164532,1.1334427190299843,1.1334412868477692,1.133439854569809,1.1334384221961036
2014-08-26,1.1227392331408,1.1227360754186333,1.1227329176791485,1.122729759922346,1.1227266021482245,1.1227234443567862,1.1227378146764362,1.1227363961172323,1.122734977463187,1.1227335587143006,1.1227321398705734
2014-08-27,1.1220254764763749,1.1220223207616602,1.1220191650296387,1.1220160092803102,1.122012853513674,1.1220096977297318,1.1220240589137684,1.1220226412563823,1.1220212235042148,1.1220198056572668,1.122018387715538
2014-08-28,1.1141741531676979,1.1141710195349563,1.1141678858850292,1.114164752217916,1.1141616185336163,1.1141584848321318,1.1141727455244226,1.1141713377870308,1.114169929955521,1.1141685220298938,1.1141671140101492
2014-08-29,1.130590556449477,1.130587376645337,1.1305841968237582,1.1305810169847401,1.1305778371282822,1.1305746572543862,1.1305891280657818,1.1305876995865836,1.1305862710118806,1.1305848423416733,1.1305834135759618
2014-09-01,1.138441879758154,1.1384386778720406,1.1384354759683677,1.1384322740471342,1.1384290721083397,1.138425870151986,1.1384404414551275,1.1384390030559348,1.1384375645605742,1.138436125969046,1.1384346872813504
2014-09-02,1.1407807646354227,1.140777556171158,1.1407743476892975,1.1407711391898405,1.1407679306727865,1.1407647221381372,1.1407793233774581,1.14077788202313,1.140776440572436,1.1407749990253773,1.1407735573819533
2014-09-03,1.142950430147545,1.1429472155810612,1.1429440009969483,1.142940786395205,1.1429375717758314,1.142934357138829,1.1429489861484337,1.1429475420527753,1.1429460978605679,1.1429446535718124,1.1429432091865084
2014-09-04,1.1580930058626322,1.1580897487074102,1.1580864915343259,1.1580832343433776,1.1580799771345651,1.1580767199078905,1.1580915427324496,1.158090079504441,1.1580886161786044,1.1580871527549406,1.1580856892334488
2014-09-05,1.1606580608126846,1.1606547964432044,1.1606515320558222,1.1606482676505363,1.1606450032273468,1.1606417387862555,1.1606565944418217,1.160655127972916,1.1606536614059655,1.1606521947409714,1.1606507279779323
2014-09-09,1.1558145753614502,1.1558113246143507,1.155808073849424,1.1558048230666684,1.1558015722660837,1.1557983214476721,1.1558131151098279,1.155811654760572,1.1558101943136803,1.1558087337691543,1.1558072731269924
2014-09-10,1.149881969243688,1.1498787351821385,1.1498755011028536,1.1498722670058312,1.1498690328910712,1.1498657987585759,1.149880516487297,1.1498790636337735,1.1498776106831157,1.1498761576353245,1.1498747044903985
2014-09-11,1.1442713485842275,1.144268130302639,1.1442649120034016,1.1442616936865133,1.1442584753519738,1.1442552569997857,1.1442699029162728,1.1442684571516595,1.1442670112903859,1.1442655653324527,1.1442641192778589
2014-09-12,1.1441318470796715,1.1441286291904331,1.1441254112835482,1.1441221933590144,1.1441189754168315,1.1441157574570022,1.1441304015879625,1.1441289559996066,1.1441275103146022,1.14412606453295,1.144124618654649
2014-09-15,1.1386404596442479,1.138637257199625,1.1386340547374403,1.1386308522576916,1.1386276497603782,1.1386244472455034,1.1386390210903363,1.1386375824402417,1.1386361436939625,1.1386347048514993,1.1386332659128513
2014-09-16,1.1094619496533644,1.1094588292737708,1.1094557088770651,1.1094525884632456,1.1094494680323115,1.109446347584266,1.1094605479634685,1.1094591461798544,1.1094577443025202,1.1094563423314672,1.1094549402666938
2014-09-17,1.1105218495081977,1.1105187261476186,1.1105156027699112,1.1105124793750736,1.110509355963105,1.1105062325340087,1.1105204464792282,1.1105190433564514,1.1105176401398646,1.1105162368294699,1.110514833425265
2014-09-18,1.106171271505032,1.1061681603805238,1.106165049238954,1.1061619380803214,1.1061588269046247,1.1061557157118675,1.106169873972566,1.10616847634666,1.1061670786273115,1.1061656808145224,1.106164282908291
2014-09-19,1.1096570710327025,1.1096539501043268,1.109650829158836,1.1096477081962286,1.1096445872165033,1.1096414662196639,1.1096556690962909,1.109654267066145,1.109652864942262,1.1096514627246439,1.1096500604132893
2014-09-22,1.0744701252118,1.074467103247276,1.0744640812661794,1.074461059268509,1.0744580372542636,1.0744550152234467,1.0744687677304383,1.0744674101583147,1.0744660524954264,1.0744646947417753,1.07446333689736
2014-09-23,1.0795386110170795,1.0795355747973574,1.0795325385609849,1.07952950230796,1.0795264660382822,1.0795234297519547,1.0795372471322124,1.0795358831561557,1.0795345190889059,1.079533154930465,1.079531790680832
2014-09-24,1.0899652136278777,1.0899621480831678,1.089959082521647,1.0899560169433127,1.0899529513481647,1.0899498857362062,1.0899638365700817,1.089962459420215,1.0899610821782748,1.0899597048442624,1.0899583274181774
2014-09-25,1.0834674471261634,1.0834643998565263,1.0834613525701786,1.0834583052671176,1.0834552579473433,1.0834522106108586,1.0834660782776202,1.0834647093375553,1.0834633403059657,1.0834619711828528,1.083460601968216
2014-09-26,1.0906630482387247,1.0906599807313437,1.090656913207141,1.0906538456661141,1.0906507781082628,1.09064771053359,1.090661670299287,1.0906602922677202,1.0906589141440204,1.0906575359281898,1.0906561576202272
2014-09-29,1.0970886717449282,1.0970855861653777,1.0970825005689064,1.0970794149555116,1.0970763293251935,1.097073243677955,1.097087285687383,1.0970858995371657,1.0970845132942726,1.097083126958706,1.0970817405304645
2014-09-30,1.0970886717449282,1.0970855861653777,1.0970825005689064,1.0970794149555116,1.0970763293251935,1.097073243677955,1.097087285687383,1.0970858995371657,1.0970845132942726,1.097083126958706,1.0970817405304645
2014-10-08,1.1145954058685175,1.1145922710509955,1.1145891362162825,1.1145860013643762,1.1145828664952764,1.114579731608986,1.1145939976930328,1.114592589423397,1.1145911810596068,1.114589772601664,1.1145883640495677
2014-10-09,1.1152438034286505,1.1152406667875,1.1152375301291484,1.1152343934535935,1.115231256760835,1.115228120050876,1.1152423944339829,1.1152409853451093,1.1152395761620266,1.1152381668847366,1.1152367575132383
2014-10-10,1.1074630327070552,1.1074599179494475,1.107456803174759,1.107453688382987,1.1074505735741313,1.1074474587481955,1.1074616335425829,1.107460234284562,1.1074588349329892,1.1074574354878663,1.1074560359491923
2014-10-13,1.098385466865194,1.0983823776383863,1.0983792883946377,1.098376199133946,1.0983731098563105,1.0983700205617348,1.098384079169283,1.09838269138059,1.0983813034991121,1.0983799155248508,1.0983785274578053
2014-10-14,1.0925498888239975,1.092546816009847,1.0925437431788456,1.0925406703309912,1.092537597466283,1.0925345245847244,1.0925485085007332,1.0925471280851797,1.0925457475773341,1.0925443669771981,1.0925429862847709
2014-10-15,1.1029242497861245,1.102921147793917,1.102918045784698,1.1029149437584664,1.102911841715221,1.1029087396549653,1.102922856355933,1.102921462832576,1.1029200692160508,1.1029186755063585,1.1029172817034987
2014-10-16,1.1052832863687476,1.1052801777417116,1.1052770690976281,1.1052739604364954,1.1052708517583123,1.1052677430630826,1.1052818899581585,1.1052804934542046,1.1052790968568833,1.1052777001661955,1.105276303382141
2014-10-17,1.1040521428790717,1.1040490377146466,1.1040459325331928,1.1040428273347092,1.1040397221191938,1.104036616886651,1.1040507480239043,1.1040493530754765,1.104047958033785,1.1040465628988312,1.1040451676706142
2014-10-20,1.1057295591515564,1.105726449269371,1.1057233393701311,1.1057202294538355,1.1057171195204822,1.1057140095700755,1.105728162177148,1.1057267651093372,1.1057253679481212,1.1057239706935011,1.105722573345476
2014-10-21,1.1025843711769983,1.1025812701407047,1.1025781690874052,1.1025750680170985,1.1025719669297824,1.1025688658254615,1.102582978176208,1.102581585082281,1.1025801918952147,1.10257879861501,1.102577405241666
2014-10-22,1.1000976355427208,1.100094541500411,1.100091447441134,1.100088353364888,1.100085259271671,1.1000821651614876,1.1000962456836625,1.1000948557316779,1.1000934656867636,1.1000920755489212,1.1000906853181494
2014-10-23,1.0954510137608255,1.0954479327872144,1.0954448517967075,1.0954417707893034,1.095438689765,1.0954356087238017,1.095449629772291,1.0954482456912227,1.0954468615176174,1.0954454772514763,1.0954440928927982
2014-10-24,1.0950894345753543,1.0950863546186904,1.0950832746451364,1.0950801946546906,1.0950771146473512,1.0950740346231227,1.0950880510436376,1.0950866674194175,1.095085283702691,1.0950838998934593,1.095082515991721
2014-10-27,1.09092755857247,1.0909244903211495,1.090921422053003,1.0909183537680287,1.0909152854662252,1.0909122171475967,1.0909261802988512,1.0909248019330806,1.0909234234751553,1.090922044925076,1.090920666282842
2014-10-28,1.0997037355799806,1.099700642645521,1.0996975496941,1.0996944567257156,1.099691363740367,1.099688270738058,1.099702346218574,1.0997009567642742,1.0996995672170784,1.0996981775769874,1.099696787844
2014-10-29,1.106519754913428,1.1065166428088042,1.106513530687114,1.1065104185483554,1.1065073063925273,1.1065041942196336,1.1065183569406893,1.1065169588744814,1.106515560714802,1.1065141624616515,1.1065127641150287
2014-10-30,1.100654735310781,1.1006516397016193,1.1006485440754816,1.100645448432366,1.1006423527722713,1.1006392570952015,1.1006533447478852,1.1006519540920154,1.10065056334317,1.1006491725013485,1.1006477815665503
2014-10-31,1.096760760801778,1.0967576761444822,1.0967545914702708,1.0967515067791411,1.0967484220710926,1.0967453373461291,1.0967593751585145,1.0967579894226058,1.0967566035940504,1.096755217672848,1.0967538316589975
2014-11-03,1.0878079364362885,1.0878048769589552,1.0878018174648447,1.0877987579539539,1.0877956984262822,1.0877926388818338,1.0878065621039883,1.0878051876797992,1.0878038131637198,1.0878024385557494,1.0878010638558875
2014-11-04,1.0858606334227425,1.0858575794222305,1.085854525404971,1.0858514713709613,1.0858484173202008,1.0858453632526937,1.0858592615506575,1.0858578895868478,1.0858565175313124,1.0858551453840506,1.0858537731450617
2014-11-05,1.0839970282166393,1.083993979457547,1.083990930681736,1.0839878818892033,1.0839848330799486,1.083981784253976,1.0839956586990258,1.083994289089845,1.083992919389096,1.083991549596778,1.0839901797128904
2014-11-06,1.0806679566723103,1.0806649172762852,1.0806618778635928,1.0806588384342302,1.0806557989881969,1.080652759525497,1.0806665913606328,1.0806652259576692,1.0806638604634184,1.0806624948778802,1.0806611292010533
2014-11-07,1.078716367291105,1.0787133333839565,1.0787102994601707,1.078707265519745,1.0787042315626785,1.0787011975889758,1.078715004445058,1.0787136415078897,1.078712278479599,1.0787109153601857,1.0787095521496486
2014-11-10,1.1037067773359028,1.1037036731428238,1.103700568932722,1.1036974647055948,1.1036943604614413,1.103691256200266,1.1037053829170693,1.1037039884050037,1.1037025937997045,1.1037011991011716,1.103699804309404
2014-11-11,1.0926335802206573,1.0926305071711235,1.0926274341047375,1.0926243610214972,1.0926212879214012,1.0926182148044543,1.092632199791658,1.0926308192703615,1.0926294386567672,1.0926280579508745,1.0926266771526822
2014-11-12,1.1157645418075013,1.1157614037017658,1.1157582655788212,1.1157551274386655,1.1157519892812973,1.1157488511067215,1.1157631321549355,1.1157617224081187,1.1157603125670499,1.1157589026317287,1.115757492602154
2014-11-13,1.1066338990758524,1.1066307866501965,1.1066276742074725,1.106624561747678,1.106621449270812,1.1066183367768794,1.106632500958905,1.1066311027484779,1.10662970444457,1.106628306047181,1.10662690755631
2014-11-14,1.108460027622182,1.1084569100605102,1.1084537924817421,1.1084506748858753,1.108447557272909,1.1084444396428477,1.108458627198111,1.1084572266804058,1.108455826069066,1.1084544253640904,1.1084530245654787
2014-11-17,1.1017642229523064,1.1017611242226928,1.1017580254760864,1.1017549267124847,1.1017518279318865,1.1017487291342967,1.1017628309876886,1.1017614389300026,1.1017600467792474,1.101758654535422,1.1017572621985263
2014-11-18,1.0847203565198948,1.08471730572643,1.0847142549162352,1.084711204089308,1.0847081532456473,1.0847051023852579,1.0847189860884314,1.0847176155653395,1.0847162449506182,1.0847148742442663,1.0847135034462838
2014-11-19,1.0798506803963488,1.0798476432989266,1.0798446061848492,1.0798415690541148,1.0798385319067219,1.0798354947426754,1.0798493161172151,1.0798479517468644,1.0798465872852956,1.0798452227325075,1.0798438580885004
2014-11-20,1.0744346313996271,1.0744316095349298,1.074428587653661,1.0744255657558186,1.0744225438414015,1.074419521910414,1.0744332739631086,1.0744319164358305,1.0744305588177918,1.0744292011089915,1.0744278433094296
2014-11-21,1.1033196770394258,1.1033165739350728,1.1033134708137025,1.103310367675313,1.1033072645199036,1.103304161347478,1.1033182831096535,1.1033168890866816,1.1033154949705088,1.1033141007611347,1.103312706458559
2014-11-24,1.148611946211816,1.148608715722227,1.148605485214922,1.148602254689899,1.1485990241471575,1.1485957935867015,1.1486104950599678,1.1486090438110939,1.1486075924651933,1.148606141022265,1.1486046894823094
2014-11-25,1.165521060036175,1.165517781989431,1.1655145039247103,1.165511225842011,1.1655079477413322,1.165504669622678,1.1655195875214184,1.1655181149082077,1.165516642196542,1.1655151693864203,1.1655136964778428
2014-11-26,1.1836379677051312,1.1836346387042926,1.183631309685198,1.1836279806478456,1.1836246515922337,1.1836213225183674,1.183636472301544,1.1836349767979726,1.1836334811944158,1.1836319854908726,1.1836304896873429
2014-11-27,1.1987353907625946,1.1987320193000106,1.1987286478189378,1.1987252763193743,1.1987219048013182,1.1987185332647752,1.198733876284982,1.1987323617061099,1.1987308470259772,1.1987293322445827,1.1987278173619262
2014-11-28,1.2385925876342982,1.2385891040727064,1.238585620492011,1.23858213689221,1.2385786532733019,1.2385751696352918,1.2385910228012587,1.2385894578635928,1.2385878928212994,1.2385863276743776,1.2385847624228268
2014-12-01,1.240404278401194,1.2404007897441927,1.2403973010680598,1.2403938123727938,1.2403903236583922,1.240386834924861,1.2404027112792715,1.2404011440525695,1.240399576721087,1.240398009284823,1.240396441743777
2014-12-02,1.3086446306209285,1.308640950036838,1.3086372694325634,1.308633588808103,1.3086299081634545,1.308626227498624,1.3086429772844115,1.3086413238373504,1.3086396702797445,1.3086380166115925,1.308636362832894
2014-12-03,1.3087890982245036,1.3087854172340954,1.3087817362235012,1.308778055192719,1.3087743741417464,1.3087706930705894,1.3087874447054668,1.3087857910758736,1.3087841373357234,1.308782483485015,1.308780829523748
2014-12-04,1.3174284923155557,1.3174247870267124,1.3174210817175502,1.3174173763880666,1.3174136710382591,1.317409965668134,1.3174268278815422,1.3174251633362424,1.3174234986796558,1.3174218339117814,1.3174201690326184
2014-12-05,1.3169816373915528,1.3169779333594962,1.3169742293071276,1.3169705252344444,1.3169668211414443,1.3169631170281333,1.3169799735220942,1.3169783095413867,1.3169766454494305,1.3169749812462241,1.3169733169317668
2014-12-08,1.320371666331155,1.3203679527645875,1.3203642391776556,1.3203605255703568,1.3203568119426887,1.3203530982946576,1.3203699981787471,1.320368329914804,1.3203666615393257,1.320364993052311,1.3203633244537587
2014-12-09,1.3165271473981623,1.316523444644366,1.3165197418702648,1.3165160390758561,1.3165123362611373,1.3165086334261147,1.3165254841029046,1.3165238206964363,1.3165221571787578,1.3165204935498676,1.3165188298097645
2014-12-10,1.3796859304650164,1.379682050076126,1.3796781696659564,1.3796742892345053,1.3796704087817697,1.3796665283077563,1.3796841873751988,1.3796824441688353,1.3796807008459264,1.3796789574064707,1.379677213850467
2014-12-11,1.3599277440631035,1.3599239192444303,1.359920094404783,1.3599162695441587,1.3599124446625546,1.3599086197599775,1.3599260259357013,1.3599243076934224,1.3599225893362672,1.359920870864234,1.359919152277322
2014-12-12,1.3655729401779355,1.3655690994820575,1.3655652587651181,1.3655614180271147,1.3655575772680444,1.365553736487914,1.3655712149184147,1.3655694895435402,1.3655677640533126,1.3655660384477302,1.3655643127267918
2014-12-15,1.386460165802815,1.3864562663612787,1.3864523668983588,1.3864484674140527,1.3864445679083575,1.3864406683812802,1.386458414154455,1.3864566623889767,1.386454910506381,1.386453158506666,1.3864514063898308
2014-12-16,1.4293636562755405,1.4293596361672467,1.4293556160369074,1.4293515958845202,1.429347575710082,1.4293435555136,1.429361850423078,1.4293600444498733,1.4293582383559271,1.429356432141237,1.4293546258058027
2014-12-17,1.4299640486244471,1.42996002682754,1.4299560050085784,1.4299519831675596,1.4299479613044803,1.4299439394193483,1.4299622420134512,1.4299604352816624,1.4299586284290815,1.429956821455706,1.4299550143615354
2014-12-18,1.4298756769567067,1.4298716554083464,1.4298676338379328,1.4298636122454633,1.429859590630935,1.429855568994355,1.4298738704573593,1.4298720638372262,1.4298702570963087,1.429868450234604,1.4298666432521117
2014-12-19,1.430981963747389,1.4309779390875792,1.4309739144056992,1.4309698897017462,1.4309658649757173,1.4309618402276196,1.4309801558503632,1.4309783478324583,1.4309765396936753,1.4309747314340118,1.4309729230534673
2014-12-22,1.4304606192748284,1.4304565960813083,1.430452572865726,1.4304485496280788,1.4304445263683636,1.4304405030865879,1.430458812036467,1.4304570046772707,1.4304551971972403,1.4304533895963736,1.43045158187467
2014-12-23,1.4289485276205969,1.428944508679859,1.428940489717082,1.4289364707322636,1.4289324517254005,1.4289284326965002,1.4289467222926062,1.4289449168439083,1.4289431112745041,1.4289413055843911,1.4289394997735692
2014-12-24,1.376009121388534,1.3760052513407282,1.3760013812717,1.375997511181447,1.375993641069966,1.3759897709372642,1.3760073829439823,1.3760056443831956,1.3760039057061744,1.3760021669129163,1.3760004280034213
2014-12-25,1.4423092750528241,1.442305218534769,1.4423011619944686,1.442297105431921,1.4422930488471224,1.4422889922400803,1.4423074528449173,1.4423056305151747,1.4423038080635973,1.4423019854901822,1.4423001627949295
2014-12-26,1.5159136829343667,1.5159094194027294,1.5159051558477117,1.5159008922693116,1.5158966286675248,1.5158923650423595,1.5159117677349385,1.5159098524074566,1.5159079369519226,1.5159060213683333,1.5159041056566886
2014-12-29,1.5148041590773922,1.5147998986663087,1.514795638231862,1.5147913777740496,1.514787117292868,1.5147828567883248,1.5148022452797323,1.514800331354112,1.5147984173005338,1.5147965031189936,1.514794588809492
2014-12-30,1.5148041590773922,1.5147998986663087,1.514795638231862,1.5147913777740496,1.514787117292868,1.5147828567883248,1.5148022452797323,1.514800331354112,1.5147984173005338,1.5147965031189936,1.514794588809492
2014-12-31,1.5169286139965013,1.516924347610354,1.5169200812008108,1.5169158147678694,1.5169115483115256,1.516907281831788,1.5169266975148132,1.5169247809049855,1.5169228641670203,1.5169209473009138,1.5169190303066662
2015-01-05,1.5194212966919332,1.5194170232950757,1.5194127498747838,1.5194084764310554,1.5194042029638861,1.5193999294732843,1.5194193770609996,1.5194174573017158,1.5194155374140839,1.5194136173981,1.5194116972537646
2015-01-06,1.518895363394359,1.5188910914766973,1.5188868195356096,1.5188825475710932,1.518878275583144,1.5188740035717705,1.5188934444278874,1.5188915253331103,1.5188896061100292,1.5188876867586407,1.518885767278945
2015-01-07,1.518874149771965,1.518869877913967,1.5188656060325434,1.5188613341276913,1.5188570621994069,1.5188527902476983,1.5188722308322948,1.5188703117643207,1.5188683925680444,1.5188664732434625,1.5188645537905752
2015-01-08,1.517176490924857,1.517172223841552,1.5171679567348473,1.5171636896047405,1.5171594224512273,1.5171551552743163,1.5171745741300025,1.5171726572069872,1.5171707401558134,1.5171688229764773,1.5171669056689792
2015-01-09,1.5022809251882145,1.5022766999989279,1.5022724747864713,1.5022682495508424,1.5022640242920369,1.5022597990100635,1.5022790272123594,1.5022771291096022,1.5022752308799445,1.5022733325233828,1.5022714340399173
2015-01-12,1.4962870586024073,1.4962828502709669,1.496278641916449,1.4962744335388514,1.4962702251381694,1.496266016714412,1.4962851681991798,1.4962832776695565,1.4962813870135392,1.496279496231124,1.4962776053223115
2015-01-13,1.4924727798659845,1.4924685822622643,1.4924643846355259,1.492460186985766,1.492455989312981,1.4924517916171791,1.4924708942817018,1.4924690085713457,1.4924671227349176,1.492465236772414,1.492463350683835
2015-01-14,1.4881136041672156,1.4881094188237474,1.488105233457328,1.4881010480679544,1.4880968626556228,1.4880926772203418,1.4881117240902983,1.488109843887676,1.48810796355935,1.4881060831053168,1.4881042025255762
2015-01-15,1.5426033004018262,1.54259896180521,1.5425946231848024,1.5425902845406,1.542585945872599,1.5425816071808083,1.5426013514828394,1.5425994024335448,1.5425974532539435,1.5425955039440322,1.5425935545038103
2015-01-16,1.5600400031969017,1.560035615559278,1.5600312278975943,1.5600268402118467,1.5600224525020314,1.5600180647681576,1.5600380322484526,1.5600360611682227,1.5600340899562135,1.560032118612421,1.5600301471368452
2015-01-19,1.551317721566554,1.5513133584604877,1.551308995330496,1.5513046321765749,1.5513002689987208,1.5512959057969427,1.5513157616378013,1.5513138015780048,1.5513118413871656,1.5513098810652801,1.5513079206123481
2015-01-20,1.5727687702122017,1.5727643467747159,1.5727599233129737,1.5727554998269713,1.5727510763167047,1.5727466527821836,1.572766783182278,1.5727647960194984,1.572762808723864,1.5727608212953714,1.5727588337340201
2015-01-21,1.6648058385424618,1.6648011562492395,1.6647964739303416,1.6647917915857637,1.6647871092155018,1.664782426819566,1.6648037352332654,1.6648016317834382,1.6647995281929822,1.6647974244618926,1.66479532059017
2015-01-22,1.6684080148970435,1.6684033224726422,1.6683986300225098,1.668393937546642,1.6683892450450342,1.668384552517697,1.6684059070368715,1.6684037990357645,1.6684016908937245,1.6683995826107465,1.6683974741868313
