date,hs300_benchmark_nav,baseline_nav,confirm60_top2_nav,confirm60_top3_nav,slope_r2_020_nav,tie_r2_gap005_nav,leader_margin005_nav,continuous_transition_nav,extreme_volcap_nav,combo_confirm_tie_volcap_nav
2018-11-15,1.3659603359055583,1.8839881836198265,1.9543761411596061,1.9195263881935425,1.7953774809424372,1.9127456554385893,1.9013024119068576,1.945380162601396,1.924396567298904,1.86740891045926
2018-11-16,1.3700983557053328,1.8802426802726695,1.9566898680007867,1.9157102323522033,1.7975029740756285,1.9150100972060344,1.9035533063641652,1.9507506972129018,1.9266748022287439,1.8636963678937346
2018-11-19,1.3854090289644985,1.872751673578356,1.9607376933649556,1.908077920669525,1.80122148780109,1.9189716991803065,1.9074912075520631,1.9590635987657141,1.930660535103691,1.856271282762684
2018-11-20,1.3552014844261449,1.8128236200238488,1.9665173181058988,1.8470194272081002,1.8065309100201057,1.924628211189681,1.9131138787607649,1.9304336856629356,1.93635150204578,1.796870601714278
2018-11-21,1.3564428903660772,1.8240601300653188,1.9659397799801699,1.8584678947321174,1.8060003576236237,1.924062975297995,1.9125520244645058,1.9313982432938503,1.9357828231905532,1.8080082294108542
2018-11-22,1.35271867254628,1.809078116676692,1.9670557377906417,1.8432032713667612,1.8070255264641593,1.9251551619086882,1.9136376769302472,1.9283859901644844,1.9368816625257734,1.7931580591487526
2018-11-23,1.3175455042481972,1.7326072984887977,1.9141843604170055,1.7652899624008944,1.7584555105271484,1.8734100063888952,1.8622020933676648,1.8765138186902666,1.8848213170357693,1.717360191351191
2018-11-26,1.3196145141480844,1.7298849162732386,1.911176672832724,1.7625162271158494,1.7556925139653274,1.8704663860495998,1.8592760836104727,1.8790902666597178,1.8818597665231518,1.714661766355105
2018-11-27,1.318373108208152,1.7291929623067297,1.910412202163591,1.7618112206250032,1.7549902369597414,1.8697181994951801,1.8585323731770287,1.8782295220859575,1.8811070226165425,1.713975901648563
2018-11-28,1.3382356032470695,1.72309441254988,1.9036745250361955,1.7555976321907636,1.7488007048969885,1.8631240427298776,1.8519776667910994,1.8909315329373573,1.8744726995389824,1.7079310197029987
2018-11-29,1.324993939887791,1.7337763262512962,1.9154759021655712,1.7664810418663373,1.7596419786395232,1.8746740367955093,1.8634585615520183,1.8824161742682293,1.886093046901438,1.71851893155946
2018-11-30,1.3386494052270468,1.7327233507513893,1.9143125749444623,1.7654082037902994,1.7585732941361873,1.8735354897977397,1.8623268260560972,1.895075168172832,1.88494756478886,1.7174752223429597
2018-12-03,1.3734087715451526,1.7971431354541654,1.9497628078138043,1.7978312331626891,1.7911394662498206,1.908230591460661,1.8968143598719511,1.9301691527686253,1.9198540011738392,1.749017927005157
2018-12-04,1.3754777814450398,1.7826207666828184,1.9340071487607633,1.78766168275288,1.7766656119770947,1.8928105462771403,1.881486567064905,1.914571826281606,1.9043400294471817,1.7391244922665419
2018-12-05,1.3692707517453782,1.7645168187132385,1.9162820323260923,1.7746832134253585,1.760382525920278,1.8754629954456798,1.8642428001569782,1.8970248339837095,1.8868868112546924,1.7264984041776232
2018-12-06,1.341546019086889,1.7086290999754803,1.8633975718773461,1.7184734934449817,1.7118004912843385,1.823705035535499,1.8127944888078977,1.8450265079321242,1.8348135833802273,1.6718148465087135
2018-12-07,1.3386494052270468,1.7099574325934384,1.8648462255231162,1.719809479349981,1.7131312894242285,1.8251228311731071,1.8142038023032445,1.845344921981968,1.8362400150913054,1.6731145587703362
2018-12-10,1.3262353458277234,1.7280687421424556,1.8845980664800812,1.7380251385541992,1.7312762154261652,1.8444539349364453,1.8334192552860034,1.864890211513552,1.8556888684286494,1.6908356406565084
2018-12-11,1.3316147715674302,1.7255706304805225,1.8818736746239482,1.735512633836376,1.7287734670121049,1.8417875757966744,1.8307688479780366,1.8621943095091955,1.8530062679683261,1.688391353499795
2018-12-12,1.3361665933471822,1.717451767579239,1.8730194010915155,1.7273469935034507,1.7206395346664092,1.8331219085924193,1.8221550242271447,1.853432627995037,1.8442878164722754,1.6804474202404764
2018-12-13,1.3589257022459418,1.716031091477097,1.8714700394429329,1.7259181320704247,1.7192162216433333,1.8316055501496318,1.820647737591104,1.8517464973221045,1.8427622215904897,1.6790573541344536
2018-12-14,1.3353389893872274,1.7143609211292004,1.8696485842359851,1.7242383389120148,1.717542951287526,1.829822894057853,1.8188757464655394,1.8469907810124429,1.8409687069880962,1.6774231694048052
2018-12-17,1.3336837814673175,1.7149854606268793,1.870329694831335,1.7248664767403978,1.7181686499947344,1.8304894962050504,1.8195383605808273,1.847663637398968,1.841639369540733,1.6780342525266283
2018-12-18,1.3171317022682196,1.7243535530920662,1.8805463537615863,1.7342885441661464,1.727554130602863,1.8404885284130168,1.829477572310147,1.8577564831968503,1.8516993078302852,1.6872004993539769
2018-12-19,1.3034762369289639,1.7299744085711783,1.8866763491197371,1.7399417846215957,1.73318541896774,1.8464879477377967,1.835441099347739,1.8638121906755796,1.8577352708040167,1.692700247450386
2018-12-20,1.2939587913894826,1.7299744085711783,1.8866763491197371,1.7399417846215957,1.73318541896774,1.8464879477377967,1.835441099347739,1.8638121906755796,1.8577352708040167,1.692700247450386
2018-12-21,1.277820514170362,1.7412161195294025,1.8989363398360384,1.751248265532494,1.744447995697494,1.8584867863873562,1.8473681534229227,1.875923605633038,1.8698071967514793,1.7036997436432042
2018-12-24,1.280717128030204,1.7474615145061938,1.9057474457895394,1.7575296438163266,1.75070498276958,1.865152807859334,1.8539942945758028,1.882652169498293,1.8765138222778477,1.7098105748614367
2018-12-25,1.2728548904106325,1.7612013834551346,1.9207318788872414,1.7713486760407582,1.7644703543281686,1.8798180550976848,1.8685718051121387,1.8974550100018535,1.891268398435858,1.7232544035415482
2018-12-26,1.2658202567510157,1.7605768439574554,1.9200507682918913,1.770720538212375,1.76384465562096,1.8791514529504871,1.8679091909968508,1.896782153615328,1.8905977358832213,1.7226433204197251
2018-12-27,1.2629236428911739,1.7543314489806645,1.9132396623383905,1.7644391599285425,1.7575876685488743,1.8724854314785095,1.861283049843971,1.8900535897500732,1.8838911103568532,1.7165324892014928
2018-12-28,1.265820256751016,1.7649486204412093,1.9248185424593418,1.7751175030110575,1.7682245465714197,1.8838176679808711,1.8725474898038665,1.901492148321006,1.8952923737516791,1.7269209022724878
2019-01-02,1.2484405735919633,1.7718185549156795,1.9323107590081927,1.7820270191232732,1.775107232350714,1.8911502916000464,1.8798362450720343,1.9088935685727864,1.9026696618306842,1.7336428166125435
2019-01-03,1.2484405735919633,1.7911792793437324,1.9534251874640454,1.8014992918031538,1.7945038922741796,1.911814958163177,1.900377282645962,1.9297521165550762,1.923460200962426,1.752586393389064
2019-01-04,1.2803033260502268,1.7818111868785458,1.9432085285337943,1.7920772243774055,1.7851184116660515,1.9018159259552108,1.8904380709166424,1.9196592707571942,1.9134002626728739,1.7434201465617156
2019-01-07,1.2856827517899339,1.7743167129063964,1.9350352013895933,1.7845395704368066,1.7776100271795487,1.8938167001888377,1.8824867015331865,1.9115849941188885,1.905352312041232,1.7360871490998366
2019-01-08,1.2856827517899339,1.7661976994365676,1.926180763650042,1.7763737786678242,1.7694759439858372,1.8851508722752668,1.8738727180344426,1.902837861094057,1.896633698856953,1.7281430685161343
2019-01-09,1.2952001973294152,1.7593277649620973,1.9186885471011912,1.7694642625556085,1.7625932582065431,1.8778182486560915,1.8665839627662748,1.8954364408422768,1.889256410777948,1.7214211541760787
2019-01-10,1.2964416032693475,1.7630750019481718,1.9227752106732914,1.7732330895259079,1.7663474504497942,1.8818178615392778,1.8705596474580026,1.8994735791614294,1.8932803860937686,1.7250876529070178
2019-01-11,1.3059590488088288,1.7518332909899477,1.9105152199569901,1.7619266086150096,1.7550848737200402,1.8698190228897182,1.858632593382819,1.887362164203971,1.881208460146306,1.7140881567141997
2019-01-14,1.2947863953494376,1.753082369985306,1.9118774411476904,1.763182884271776,1.7563362711344574,1.871152227184114,1.859957821613395,1.888707876977022,1.8825497852515796,1.7153103229578461
2019-01-15,1.319200712168107,1.7493351329992313,1.90779077757559,1.7594140573014767,1.752582078891206,1.8671526143009274,1.8559821369216671,1.8846707386578692,1.8785258099357587,1.7116438242269068
2019-01-16,1.319200712168107,1.75040915357339,1.9089620834664134,1.7604942659249474,1.7536580929579926,1.8682989700134633,1.8571216344157278,1.8857184567800012,1.8796791483275281,1.7126947038715061
2019-01-17,1.3120334344094438,1.7537308343957732,1.912584643786303,1.7638350848581095,1.756985939161552,1.8718443655836947,1.8606458192071966,1.8884241729385012,1.88324613960296,1.7159448155044537
2019-01-18,1.3348000814075511,1.754354937895558,1.9132652788908533,1.7644627841765643,1.7576112010616096,1.8725105023686,1.861307970744281,1.8890962100107211,1.8839163339586906,1.7165554720224268
2019-01-21,1.3419673591662147,1.7474897993979233,1.9057782927408,1.757558091673561,1.7507333201609772,1.8651829977346424,1.8540243038363524,1.8817038022162997,1.876544196045654,1.7098382503247223
2019-01-22,1.3251031762046537,1.7468656958981383,1.9050976576362497,1.756930392355106,1.7501080582609196,1.8645168609497371,1.853362152299268,1.8810317651440798,1.8758740016899234,1.7092275938067492
2019-01-23,1.3217303396123414,1.7485631325968536,1.9069488489936055,1.7586376089614395,1.751808645576696,1.8663286197773223,1.8551630720498302,1.882787684273476,1.8776967962986395,1.7108884574043324
2019-01-24,1.3318488493892782,1.7475646668537574,1.9058599417279416,1.7576333904838026,1.7508083265785077,1.8652629075033593,1.854103735534741,1.8813534700586634,1.8766245925605674,1.7099115046806181
2019-01-25,1.3419673591662147,1.7460667542821686,1.904226347492175,1.756126847577674,1.749307633727155,1.8636641107254994,1.8525145037614257,1.8917449449423065,1.8750160571955157,1.7084458662480349
2019-01-28,1.3402809408700584,1.757468301754058,1.9166606527928793,1.7675940859121828,1.7607303436435797,1.8758335508559993,1.8646111386725477,1.8907049119270578,1.8872596237912602,1.7196017551047516
2019-01-29,1.346183404906605,1.7520531025492785,1.9107549421564611,1.762147686634966,1.7553050932722278,1.8700536387274243,1.8588658056015128,1.8848791774171825,1.8814445050754534,1.714303232196835
2019-01-30,1.3373297088517857,1.7387895173332366,1.8964797536208666,1.7488076822875371,1.7421912655431362,1.8560825283168028,1.8449782791312772,1.8706250292879099,1.8673882938697932,1.701325425203831
2019-01-31,1.3499778460729563,1.7780103335136854,1.8921061056260806,1.7882544721135714,1.7381734365520656,1.85180204411304,1.8407234034672793,1.893706237129911,1.8630817363906655,1.7397011866745937
2019-02-01,1.3723228884970247,1.805346053881877,1.9038340360328538,1.8157476892650501,1.7489472388447438,1.863280155956716,1.8521328460507542,1.9054440857071626,1.8746297636823432,1.7664479295178528
2019-02-11,1.3912950943287807,1.80472802889964,1.9038829024095487,1.8151261034859736,1.74899212968763,1.8633279814227315,1.8521803853948522,1.905492993409568,1.8746778804627253,1.765843220549223
2019-02-12,1.4014136041057177,1.8178533236552736,1.9177293235179824,1.8283270206022357,1.7617120724489952,1.8768794576512609,1.8656507881977245,1.9193511242707288,1.8883119014115457,1.7786857166986723
2019-02-13,1.4305043197144105,1.8555885460777208,1.9575377842047277,1.8662796573114881,1.7982819078879184,1.9158399518082818,1.9043781962559807,1.9591932504965655,1.9275097116394029,1.815607893128338
2019-02-14,1.4321907380105667,1.85777609520366,1.9598455210561334,1.8684798101641986,1.800401898348146,1.9180985311797034,1.9066232633897928,1.9615029389734258,1.9297820484642063,1.8177483091532463
2019-02-15,1.4085808818643815,1.825323257033074,1.9275372051364563,1.8358399925560285,1.7707220319049621,1.8864784199798026,1.8751923235164256,1.9291673002973846,1.89796933291696,1.7859947023197276
2019-02-18,1.449476525546167,1.8497696787289373,1.9834998237830404,1.860427264126273,1.8221318005654776,1.941248969736774,1.9296352015113654,1.9851772458612418,1.9530735009184403,1.8099143995411686
2019-02-19,1.4456820843798157,1.8449273497270289,1.9783074158673777,1.8555570356861517,1.8173618220299657,1.9361671661510755,1.9245838004602884,1.9799804467883064,1.9479607430626327,1.8051764037308513
2019-02-20,1.449476525546167,1.8497696787289373,1.9834998237830401,1.860427264126273,1.8221318005654774,1.941248969736774,1.9296352015113654,1.9851772458612418,1.9530735009184403,1.8099143995411686
2019-02-21,1.4477901072500106,1.8457699149733608,1.9811920869316342,1.8582627181528852,1.8200118101052496,1.9389903903653523,1.927390134377553,1.9828675573843813,1.9508011640936367,1.8078086236254718
2019-02-22,1.4865777280616008,1.9318808846374325,2.0322357644794473,1.9061392282652496,1.8669028190997903,1.9889467781921388,1.9770476517767728,2.0339544019598113,2.001061846153049,1.8543852282168056
2019-02-25,1.5915572669973181,2.091962652361292,2.200633255337469,2.0640879608268645,2.0216002985493264,2.1537572065646042,2.1408720808538937,2.202494304561808,2.166876167421137,2.0083548337156474
2019-02-26,1.5557208782040008,2.079194527216612,2.1872018679415333,2.0514899666113764,2.009261624350117,2.1406119233476057,2.127805440961332,2.189051558402192,2.153650813685769,1.9698249903296998
2019-02-27,1.5472887867232203,2.0514977975955433,2.158066383998062,2.024162286501698,1.9824964635057818,2.1120970591112314,2.099461170517605,2.159891434928412,2.124962259775087,1.9435851607015306
2019-02-28,1.544337554704947,2.074439142723162,2.1821994568103453,2.046797946000515,2.0046661853728374,2.1357160693938115,2.122938877074897,2.18404491679174,2.1487251381178285,1.9653197479912818
2019-03-01,1.5759578977578739,2.1228174062496237,2.2330908125578497,2.094531585603481,2.0514172647374713,2.1855233800518623,2.1724482091784547,2.2349793107501363,2.1988358349500032,2.01185737408215
2019-03-04,1.592400476145396,2.1419014727848227,2.253166233797817,2.113361363436494,2.069859446084039,2.2051711714616897,2.191978455183683,2.255071709533743,2.2186033049408875,2.0718147117463714
2019-03-05,1.6058918225146448,2.15839192694175,2.2705133129975295,2.129632087894916,2.085795250200441,2.2221487376911426,2.2088544509694192,2.2724334589508626,2.2356842848820273,2.087765569411771
2019-03-06,1.616853541439659,2.1616630583915644,2.273954369004393,2.132859632629629,2.088956358410511,2.2255164952013953,2.212202060443138,2.275877425017636,2.2390725560689457,2.09092966372138
2019-03-07,1.5991461493300203,2.1589556573578412,2.271106327361001,2.130188306794758,2.0863400197622615,2.2227291201587005,2.2094313612252385,2.273026974819489,2.2362682025739136,2.0883108535830353
2019-03-08,1.5434943455568693,2.150650538884542,2.2623697852046534,2.1219938512031975,2.078314240733101,2.2141786765152394,2.2009320716955707,2.264283044273929,2.2276656764881406,2.0802774931066517
2019-03-11,1.5641529696847813,2.238419327703628,2.354697874923635,2.2085931507333996,2.1631309603240076,2.304540070499584,2.290752867177292,2.356689214754137,2.318577479584065,2.1651743337027414
2019-03-12,1.574693084035757,2.240440013368986,2.3568235285861188,2.2105869114488566,2.1650836810094134,2.306620445265861,2.2928207958376166,2.3588166660564998,2.3206705263242497,2.1671288990002107
2019-03-13,1.5654177834068983,2.2329929173920138,2.348989580382447,2.203239045495399,2.157887065222139,2.298953369273717,2.285199589100229,2.3509760927765266,2.313038243627693,2.1600015880745853
2019-03-14,1.5540344599078446,2.217509235981058,2.3327015724729656,2.1879616788781897,2.1429241714402165,2.2830123148837855,2.269353904090444,2.334674310293562,2.2980952650716895,2.146047276034803
2019-03-15,1.5746930840357571,2.2230293157959995,2.3385084023411595,2.193408205505213,2.148258585507937,2.2886954525195473,2.275003041634345,2.3404860509283254,2.3031869849338094,2.15080211440313
2019-03-18,1.6231776100502449,2.2825765384007024,2.4011489079825865,2.2521619816016982,2.2058029603367952,2.350001642508658,2.335942459564634,2.4031795308961894,2.361778892629402,2.2055174283498244
2019-03-19,1.6113726819771523,2.27870866422316,2.3970801104192296,2.248345645533343,2.202065180609588,2.3460195150674417,2.3319841557060017,2.399107292399396,2.3577768083889907,2.2017801324626025
2019-03-20,1.6113726819771523,2.276257237867666,2.3945013404995943,2.245926883601089,2.199696207030378,2.34349567594749,2.329475415773756,2.396526341644882,2.3552403208163564,2.199411465537135
2019-03-21,1.61221589112523,2.2904095177326265,2.4093887849166924,2.2598905891455185,2.213372480441791,2.3580660004769802,2.3439585714883786,2.411426376195669,2.369883665871969,2.2130859686120345
2019-03-22,1.614323913995425,2.282175964429177,2.4007275255061993,2.251766745142236,2.2054158595157016,2.3495892359692956,2.3355325202997106,2.4027577920616814,2.3613644192766055,2.2051303776373157
2019-03-25,1.5742714794617179,2.2675124240523283,2.3853022622693754,2.237298591458522,2.1912455216417595,2.3344925487866917,2.3205261509633197,2.3873194838642253,2.346192073652863,2.1909618740544694
2019-03-26,1.5578289010741961,2.216152122170363,2.3312739610480087,2.1866226481479005,2.1416127036270747,2.281615113243204,2.267965061385924,2.333245491554697,2.2930496379609187,2.141335480800927
2019-03-27,1.571320247443445,2.229329299866626,2.3451356499348326,2.19962424442871,2.1543466720536784,2.29518153202868,2.2814503173500005,2.3471189031060264,2.3066840461062275,2.154067800868465
2019-03-28,1.567104201703055,2.205903773072931,2.3204932438059203,2.1765108548200023,2.1317090537834122,2.271064037821724,2.2574771091116466,2.3224556571889754,2.282445684851171,2.131433112943402
2019-03-29,1.6311880969569867,2.306768313149972,2.4265973661368387,2.276031409172329,2.2291810541093393,2.3749080188949736,2.3606998303946325,2.428649510507138,2.3868100896196687,2.2288924959257006
2019-04-01,1.6733485543608888,2.393719326393073,2.5180651995190813,2.3618238297082317,2.3132075036891195,2.464427481003459,2.4496837309647477,2.520194697142111,2.4767781867745535,2.3129080686322796
2019-04-02,1.6703973223426156,2.3785479739844924,2.5021057450799296,2.3468546304155646,2.29854643384451,2.4488079815126675,2.4341576771111266,2.5042217459832163,2.4610804087204894,2.2982488966019714
2019-04-03,1.6927423647666842,2.412682867239728,2.5380138341560303,2.380534687816548,2.33153321318201,2.4839511865124284,2.469090633428762,2.540160202100786,2.4963997371355875,2.3312314059385613
2019-04-04,1.7125577797465188,2.4065818122794176,2.5315958493879247,2.374514927340564,2.3256373648429842,2.4776699122872015,2.46284693772342,2.533736789719722,2.4900869837248614,2.3253363207924953
2019-04-08,1.7015960608215037,2.371276608852834,2.494456656362993,2.339680153753617,2.29117591031787,2.4413218272851074,2.426716309750915,2.4965661885234356,2.453556736940096,2.2912230106104308
2019-04-09,1.7117145705984405,2.376339309921713,2.499782348158414,2.3446753960509605,2.2942567160096794,2.4465340756488496,2.4318973751776034,2.501896384192712,2.4587951069675684,2.296114796385887
2019-04-10,1.7142441980426741,2.3781376485923893,2.5034766077862334,2.3481404335820697,2.2976472431761956,2.4501496432483303,2.4354913121852544,2.5055937680117157,2.4624287943177663,2.2995080694839936
2019-04-11,1.6847318778599425,2.3865474277026353,2.4587825878892704,2.3060534409222044,2.2566278498719674,2.4064076579766116,2.392011018889467,2.462201733336174,2.418467592049768,2.258292741023405
2019-04-12,1.6788294138233961,2.3800557528002804,2.450542343540669,2.2997807186321912,2.249065097077802,2.3983429404201497,2.3839945495288646,2.4533859543928016,2.410362457416953,2.252149933158411
2019-04-15,1.6682892994724206,2.3748345151347063,2.4434835659751095,2.2947355839976114,2.242586673926869,2.3914345230296163,2.3771274626217616,2.4380115712974946,2.403419417855066,2.2472092883665016
2019-04-16,1.7188818483571036,2.3974151753385864,2.5175846597120346,2.3165546388200746,2.3105953676016795,2.463957177253411,2.4492162408665457,2.511946721298935,2.476305526053855,2.2685764484882793
2019-04-17,1.7146658026167134,2.3915348339715554,2.511409568567291,2.310872630875949,2.3049279764621122,2.4579136227347615,2.4432088426794807,2.505785458798815,2.470231683703956,2.263012120677418
2019-04-18,1.71171457059844,2.3874185950146334,2.5070870047659697,2.3068952253150607,2.3009608026644144,2.4536831345717065,2.4390036639485344,2.5014725750487306,2.465979994059026,2.2591170912098146
2019-04-19,1.7370108450407817,2.42270064321682,2.5441375516344324,2.3409872729798153,2.3349651495018198,2.4899444616836037,2.475048053070927,2.538440150049451,2.5024230481584206,2.2925030580749843
2019-04-22,1.6935855739147623,2.3621331271363997,2.480534112843572,2.28246259115532,2.2765910207642746,2.427695850141514,2.413171851744154,2.474979146298215,2.43986247195446,2.23519048162311
2019-04-23,1.6906343418964889,2.356488893235938,2.474606963958472,2.2770087271941666,2.271151186713743,2.421894956423897,2.4074056626090954,2.470395965241693,2.434032506522594,2.22984957270251
2019-04-24,1.6931639693407232,2.362845750193168,2.4812824558482935,2.283301964394729,2.2772778369447817,2.4284282525695384,2.4138998724817413,2.4745937878651487,2.4405985448848484,2.2360124705935
2019-04-25,1.658170789695484,2.358200164190289,2.428426330200419,2.2798175038711728,2.228767405090895,2.3766980238960027,2.3624791264636653,2.422792304722342,2.388609065395964,2.232600176772771
2019-04-26,1.6354041426973767,2.367059402053872,2.402120980242914,2.2883822753689693,2.204624812896238,2.350953008498836,2.3368881338870864,2.3920155666640026,2.362735026478043,2.2409875631874856
2019-04-29,1.641728211307962,2.386437669624171,2.404721884629875,2.307116441481046,2.2057406388173164,2.3534985105962054,2.33941840719524,2.3964407651601873,2.3652932855941065,2.259333725765188
2019-04-30,1.6425714204560402,2.378880933995043,2.420862935920556,2.2998108792047716,2.2084557032562904,2.3692957387143005,2.3551211263921057,2.406658874653946,2.381169682978893,2.252179469075019
2019-05-06,1.5485536004453375,2.2913097749575404,2.3293783871481755,2.215150440180277,2.1249980359516507,2.2797599172729357,2.266120964360895,2.274379291310817,2.291185144504822,2.1692724333974707
2019-05-07,1.5628881559626642,2.3178458578011356,2.3352002476420552,2.2408045076634657,2.1303090846774975,2.285457765364568,2.2717847243534983,2.2800636914998265,2.296911547888038,2.194395179187716
2019-05-08,1.5426511364087907,2.2773546960573996,2.326407881186,2.201659204946067,2.122288163064432,2.2768526865439345,2.2632311265085368,2.271478922146939,2.2882633439207045,2.1560606152946464
2019-05-09,1.5207276985587617,2.2779207366883867,2.3263823205964296,2.2022064313257537,2.1222648451685786,2.2768276704246615,2.263206260051371,2.271453965070015,2.288238202430841,2.156596508062356
2019-05-10,1.5683690154251715,2.279919772278202,2.3286659743115,2.2041390222897133,2.124348130428755,2.2790626796585727,2.26542789805901,2.273683699297283,2.2904844126198043,2.1584890731121633
2019-05-13,1.5396999043905177,2.2908989703020177,2.3420593074102154,2.214753289989825,2.136566328505393,2.292170719179158,2.278457517070297,2.2867608015874947,2.303658144290231,2.168883508589277
2019-05-14,1.5321110220578151,2.3050686305511423,2.3605893842900976,2.2284519742450497,2.1534705709389246,2.310306083861776,2.296484384633076,2.3048533636866897,2.3218843960267277,2.182298479234005
2019-05-15,1.564996178832859,2.296790581220941,2.3521119467368257,2.2204490735381954,2.145736946273221,2.302009225591877,2.288237163370304,2.2965760874309638,2.313545957285865,2.174461326697682
2019-05-16,1.5725850611655614,2.3052627072777088,2.360960485737468,2.228639600183271,2.153809111835136,2.3106692804165414,2.296845408318378,2.3052157030350457,2.3222494127745477,2.1824822192492164
2019-05-17,1.5371702769462834,2.304107498872601,2.3591227020560854,2.2275227889886247,2.1521325758395298,2.3088706436658315,2.2950575321402016,2.30296101384514,2.3204417619897595,2.1813885383443394
2019-05-20,1.5203060939847222,2.2952198445190675,2.3500228370698775,2.21893054551785,2.1438311357086324,2.2999646163915117,2.286204786303856,2.2968054440830348,2.3114911013377886,2.172974248929001
2019-05-21,1.5392782998164787,2.2932934982453017,2.3480504954023615,2.217068227797693,2.142031847884541,2.298034287896331,2.2842860062437764,2.2936645710563788,2.309551098823198,2.1711505016930186
2019-05-22,1.5354838586501274,2.292784267682904,2.3475291059355414,2.216575923214185,2.1415562052843216,2.29752400463179,2.2837787758135994,2.2931552580964962,2.3090382582269813,2.1706683932355215
2019-05-23,1.511030793355864,2.296427044370799,2.3512588612473655,2.220097620049707,2.144958710757857,2.301174311815907,2.2874072445719142,2.296798624214129,2.3127068592624496,2.1741171521665223
2019-05-24,1.5135604208000983,2.308551791173179,2.3636731107787665,2.231819360387879,2.1562837303500313,2.3133241233883246,2.299484368355293,2.308925332895302,2.324917560736908,2.185596123402882
2019-05-27,1.5316894174837763,2.310168424080163,2.36532834404962,2.2333822590996353,2.1577937329623214,2.3149440982646468,2.30109465152641,2.310542227386125,2.326545654266836,2.187126652901063
2019-05-28,1.5388566952424396,2.306935158266195,2.362017877507913,2.230256461676123,2.1547737277377417,2.311704148512002,2.297874085184176,2.307308438404479,2.3232894672069806,2.1840655939047005
2019-05-29,1.5396999043905177,2.312593373440639,2.3678111939559,2.23572660716727,2.1600587368807567,2.31737406057913,2.3035100762830862,2.3129675691223595,2.328987794561728,2.1894224471483352
2019-05-30,1.5388566952424396,2.3012769430917506,2.3562245610599253,2.224786316184976,2.1494887185947267,2.3060342364448734,2.292238094085266,2.301649307686598,2.317591139852233,2.178708740661066
2019-05-31,1.5312678129097372,2.326334753150003,2.381880676758154,2.2490112462171976,2.172893759085221,2.33114384702787,2.317197483237582,2.326711172294355,2.3428265895661142,2.2024319478828764
2019-06-03,1.5346406495020493,2.3554341454757153,2.411674875633517,2.2771434230288095,2.20007380610644,2.3603033948016723,2.346182580317691,2.3558152731291697,2.372132273104815,2.2299814788501395
2019-06-04,1.5207276985587614,2.379683639080475,2.436503374696319,2.3005869037051525,2.2227238452907887,2.384603017946507,2.370336827884448,2.380068690491515,2.3965536760537316,2.2529394213228584
2019-06-05,1.517354861966449,2.3950416516968236,2.4522280907694274,2.3154344414668366,2.237068870107543,2.3999927792715696,2.385634518010061,2.3954291881543344,2.412020564588046,2.2674794515555807
2019-06-06,1.5042851201712397,2.3942333352433316,2.4514004741340005,2.3146529921109584,2.2363138688013984,2.3991827918334083,2.3848293764245025,2.394620740908923,2.411206517823082,2.26671418680649
2019-06-10,1.5236789305770346,2.386958487161903,2.4439519244151597,2.307619947908055,2.2295188570460933,2.3918929048899575,2.377583102154475,2.3873447157002188,2.4038800969384067,2.259826804064674
2019-06-11,1.5713202474434442,2.3737880213636404,2.430466987242507,2.2948872465381838,2.217217092264159,2.3786952125687906,2.3644643667018594,2.373543769759095,2.390616263164114,2.2473578098224154
2019-06-12,1.5595153193703513,2.3961789769134696,2.4533925719143057,2.3165339638805302,2.238131179331078,2.4011324556131894,2.38676737609339,2.383405862392132,2.4131659525228364,2.2685562017476504
2019-06-13,1.5565640873520785,2.399970212580744,2.4572743309623917,2.3201991851653063,2.241672351687931,2.404931528677129,2.39054372072078,2.3867893167214653,2.416984064992065,2.272145512591351
2019-06-14,1.54728878672322,2.4289923582484985,2.4869894387603915,2.34825668286969,2.268780247106394,2.434013670105539,2.419451874548777,2.407514363111989,2.4462119542563285,2.2996219111312524
2019-06-17,1.5485536004453369,2.4036743487806436,2.4610669108680456,2.3237802020244724,2.245132169506783,2.4086433222181305,2.39423330798605,2.391037394755475,2.4207144605289703,2.2756523629682888
2019-06-18,1.5519264370376489,2.420353898747127,2.4781447186549057,2.3399053514276993,2.2607115653686414,2.4253573528291215,2.4108473447885936,2.407285084698669,2.437512255046961,2.2914435442128407
2019-06-19,1.574693084035756,2.410685374517777,2.4682453389532215,2.330558192900025,2.2516807601807507,2.415668841433,2.4012167961409694,2.402864567019481,2.427775188781793,2.2822899747952126
2019-06-20,1.6202263780319706,2.452624363970746,2.5111857061748903,2.3711031999360914,2.2908535268349492,2.4576945288717806,2.4429910595733317,2.429052435176052,2.470011491831861,2.3219952537143667
2019-06-21,1.6231776100502433,2.4686860821368937,2.527630930183894,2.386631053242811,2.305855842007411,2.473789450475394,2.4589896912666735,2.4271364359228804,2.4861870746205437,2.337201509468881
2019-06-24,1.6257072374944774,2.480562923662019,2.539791355200676,2.3981131282637755,2.31694930772323,2.485690844290678,2.4708198834836645,2.4371471268220946,2.4981481133693517,2.3484457790992335
2019-06-25,1.6092646591069553,2.4554742426395033,2.514103631431789,2.3738583533669164,2.2935154324635807,2.4605502989257046,2.445829744620629,2.4124975578526797,2.472881573840979,2.324693345130128
2019-06-26,1.6096862636809945,2.453907036364964,2.512499004953693,2.3723432384283596,2.2920515963890282,2.4589798528585733,2.4442686939463187,2.412944598089649,2.47130325733844,2.3232096097548585
